Assamese,Tamil
সক্ৰিয় নিয়ন্ত্ৰণ,செயலில் கட்டுப்பாடு
সক্ৰিয় উপগ্ৰহ,செயலில் உள்ள செயற்கைக்கோள்
সক্ৰিয় বিভাজনশীল সৌৰ শিখা,செயலில் பிளவுபட்ட சூரிய சுடர்
সক্ৰিয় অণুপুষ্টিকৰ উপাদান,செயலில் நுண்ணூட்டச்சத்துக்கள்
সক্ৰিয় অনুসৰণ ব্যৱস্থা,செயலில் கண்காணிப்பு அமைப்பு
সক্ৰিয় ট্ৰেন্সডুচাৰ,செயலில் மின்மாற்றி
সক্ৰিয় গ্ৰহণ,செயலில் உட்கொள்ளல்
কাৰ্য্যকলাপ সহগ*,செயல்பாட்டு குணகம்*
কাৰ্য্যকলাপ সূচকাংক,செயல்பாட்டுக் குறியீடு
কাৰ্য্যকলাপৰ অনুপাত,செயல்பாட்டு விகிதம்
কাৰ্য্যকলাপ ভেক্টৰ,செயல்பாட்டு திசையன்
প্ৰকৃত মনিটৰ,உண்மையான மானிட்டர்
প্ৰকৃত মানসিক চাপ,உண்மையான மன அழுத்தம்
ট্ৰিগাৰ কৰা,தூண்டுதல்
উৎপত্তিকাৰী,தொடங்குபவர்
উৎপত্তিকাৰী,தொடங்குபவர்
acuityometer,தீவிரமானி
শ্ৰৱণ ক্ষমতা,கேட்கும் கூர்மை
ফটো তীক্ষ্ণতা মূল্য,புகைப்படக் கூர்மை மதிப்பு
তীব্ৰ কোণ,குறுங்கோணம்
ফুচফুচাই কোৱা,கிசுகிசுத்தல்
তীব্ৰ ত্ৰিভুজ,கடுமையான முக்கோணம்
অচক্ৰীয়,அசைக்ளிக்
অনুকূলন প্ৰয়োগ,தேர்வுமுறை பயன்பாடு
অনুকূলিত অৱস্থা,உகந்த நிலை
অভিযোজিত নিয়ন্ত্ৰণ ব্যৱস্থা,தகவமைப்பு கட்டுப்பாட்டு அமைப்பு
এডাপ্টোমিটাৰ,அடாப்டோமீட்டர்
এডকক এন্টেনা,அட்காக் ஆண்டெனா
সামৰণিত,மொத்தத்தில்
সংকলনৰ সময়,தொகுப்பு நேரம்
সংকলন-বিয়োগ সময়,தொகுத்தல்-கழித்தல் நேரம்
adder,சேர்ப்பான்
"যোগফল, যোগ, যোগফল (ed.), যোগ (v.)","தொகை, கூட்டல், கூட்டுத்தொகை (பதிப்பு), சேர்க்கை (v.)"
যোগ ধ্ৰুৱক,கூட்டல் மாறிலி
ত্বৰণ-যোগফল নিয়ম,முடுக்கம்-தொகை விதி
দূৰত্ব-যোগফল নিয়ম,தூரம்-தொகை விதி
বেগ-যোগফল নিয়ম,வேகம்-தொகை விதி
ভেক্টৰৰ যোগফল,திசையன்களின் தொகை
সংগ্ৰহ বিক্ৰিয়া,சேகரிப்பு எதிர்வினை
অতিৰিক্ত মজিয়া,கூடுதல் தளம்
"সংযোগী সুৰ, অতিৰিক্ত সুৰ (স্বৰ)","இணைப்பு தொனி, கூடுதல் தொனி (உயிர்)"
"যোগকৰণ, যোগকৰণ","சேர்க்கை, சேர்க்கை"
যোগকৰণ ব্যৱস্থা,சேர்க்கை அமைப்பு
সংমিশ্ৰিত আখৰ,இணைப்பு எழுத்துக்கள்
সৰ্বমুঠ আখৰ প্ৰক্ৰিয়া,மொத்த எழுத்து செயல்முறை
যোগকৰণৰ পৰিপূৰক ৰং,கூடுதல் நிரப்பு நிறம்
যোগকৰণ ধ্ৰুৱক,சேர்க்கை மாறிலி
যোগকৰণ ট্ৰেকচন,சேர்க்கை இழுவை
যোগকৰণ প্ৰভাৱ,சேர்க்கை விளைவு
যোগকৰণ কাৰক,சேர்க்கை காரணி
যোগকৰণ কাৰ্য্য,சேர்க்கை செயல்பாடு
যোগকৰণৰ মিশ্ৰণ,சேர்க்கை கலவை
যোগকৰণৰ মূল,சேர்க்கை வேர்
যোগকৰণ প্ৰক্ৰিয়া,சேர்க்கை செயல்முறை
যোগযোগ্যতা,சேர்க்கை
যোগকৰণ কোৱাণ্টাম সংখ্যা,சேர்க்கை குவாண்டம் எண்
সংগ্ৰহ বিক্ৰিয়া,சேகரிப்பு எதிர்வினை
যোগযোগ্যতা,சேர்க்கை
aditron,அடிட்ரான்
ঠিকনা*,தெரியும்*
ঠিকনা গণনা,முகவரி கணக்கீடு
ঠিকনা,முகவரி
ঠিকনা এনক্ৰিপচন,முகவரி குறியாக்கம்
ঠিকনা প্ৰকাশ,முகவரி வெளிப்பாடு
ঠিকনাযোগ্যতা,முகவரித்திறன்
ঠিকনা বাৰ,முகவரிப் பட்டி
ঠিকনা পোহৰ,முகவரி விளக்கு
ঠিকনা সলনি কৰা,முகவரி மாற்றம்
পতনশ,பதன்ஷ்
ঠিকনা পঞ্জীয়ন,முகவரி பதிவு
ঠিকনা নিৰ্বাচন চুইচ,முகவரி தேர்வு சுவிட்ச்
ঠিকনা সজাই পৰাই তোলা টেবুল,முகவரி வரிசையாக்க அட்டவணை
সম্বোধন কৰা,உரையாற்றுதல்
এড্রেছ&#39;গ্ৰাফ,adresograph
ঠিকনা ব্যৱস্থাপ্ৰণালী,முகவரி அமைப்பு
আঠাযুক্ততা,ஒட்டுதல்
আঠাযুক্ত চাপ,ஒட்டுதல் அழுத்தம்
আঠাযুক্ত শক্তি,பிசின் ஆற்றல்
আঠাযুক্ত ব্লক কৰা,பிசின் தடுப்பு
আদিয়াবাট,அடியாபட்
adiabatic,அடியாபாடிக்
এডিয়াবেটিক ত্বৰণ,அடியாபாடிக் முடுக்கம்
এডিয়াবেটিক আনুমানিককৰণ,அடியாபாடிக் தோராயம்
এডিয়াবেটিক আয়তন সহগ,அடியாபாட்டிக் தொகுதி குணகம்
এডিয়াবেটিক থাৰ্মোমিটাৰ,அடியாபாட்டிக் வெப்பமானி
এডিয়াবেটিক পৰিৱৰ্তন,அடிபயாடிக் மாற்றம்
"এডিয়াবেটিক চাৰ্ট, এডিয়াবেটিক চাৰ্ট","அடியாபாடிக் விளக்கப்படம், அடியாபாட்டிக் விளக்கப்படம்"
এডিয়াবেটিক সংকোচন ক্ষমতা,அடியாபாடிக் சுருக்கத்தன்மை
এডিয়াবেটিক কম্প্ৰেছন,அடியாபாடிக் சுருக்கம்
এডিয়াবেটিক গৰ্ভনিৰোধক,அடியாபாடிக் கருத்தடை
এডিয়াবেটিক শীতল সীমা,அடியாபாடிக் குளிரூட்டும் வரம்பு
এডিয়াবেটিক বক্ৰ,அடியாபாடிக் வளைவு
এডিয়াবেটিক বিকৃতি,அடியாபாடிக் சிதைவு
এডিয়াবেটিক বিচুম্বকীয়কৰণ,அடியாபாடிக் டிமேக்னடைசேஷன்
