Assamese,English
কনজুগেট ট্ৰেন্সপ&#39;জ,conjugate transpose
conjuction,conjuction
একেৰাহে,consecutive
একেৰাহে সংখ্যা,consecutive numbers
শক্তিৰ সংৰক্ষণ,conservation of energy
ভৰ সংৰক্ষণ,conservation of mass
ৰক্ষণশীল,conservative
স্থিৰতা,consistency
স্থায়িত্বৰ অৱস্থা,consistency condition
সামঞ্জস্যপূৰ্ণ অনুমান,consistent estimate
সামঞ্জস্যপূৰ্ণ অনুমানক,consistent estimator
সামঞ্জস্যপূৰ্ণ পৰিসংখ্যা,consistent statistic
সামঞ্জস্যপূৰ্ণ ব্যৱস্থা,consistent system
কনছল,consol
নেৰানেপেৰা,constant
স্থিৰ ত্বৰণ,constant acceleration
ধ্ৰুৱক ফলন,constant function
মাধ্যাকৰ্ষণৰ ধ্ৰুৱক,constant of gravity
সংহতিৰ ধ্ৰুৱক,constant of integration
সমানুপাতিকতাৰ ধ্ৰুৱক,constant of proportionality
ধ্ৰুৱক প্ৰাচল,constant parameter
ধ্ৰুৱক বহুপদ,constant polynomial
ধ্ৰুৱক অনুপাত,constant proportion
স্থিৰ গতি,constant speed
ধ্ৰুৱক পদ,constant term
ধ্ৰুৱক বেগ,constant velocity
গঠনমূলক সমীকৰণ,constitutive equation
বাধা,constraint
construct,construct
নিৰ্মাণ,construction
গ্ৰাহকৰ পছন্দ,consumer preference
খৰচ কাৰ্য্য,consumption function
সংস্পৰ্শ কোণ,contact angle
যোগাযোগ বিন্দু,contact point
contained in,contained in
আকস্মিকতা টেবুল,contingency table
কন্টিনিউম মেকানিক্স,continuum mechanics
অব্যাহত ভগ্নাংশ,continued fraction
অব্যাহত থকা পণ্য,continued product
ধাৰাবাহিকতা,continuity
কাৰ্য্যৰ ধাৰাবাহিকতা,continuity of function
ধাৰাবাহিকতা পৰীক্ষা,continuity test
অবিৰত,continuous
অবিৰত ব্যুৎপত্তি,continuous derivative
অবিৰত বিতৰণ,continuous distribution
ওপৰৰ পৰা অবিৰত,continuous from above
অবিৰত কাৰ্য্য,continuous function
অবিৰতভাৱে পাৰ্থক্যযোগ্য,continuously differentiable
অবিৰত মানচিত্ৰ,continuous map
অবিৰত মেপিং,continuous mapping
অবিৰত সম্ভাৱনা ঘনত্ব ফলন,continuous probability density function
অবিৰত সম্ভাৱনা বিতৰণ,continuous probability distribution
অবিৰত যাদৃচ্ছিক চলক,continuous random variable
অবিৰত নমুনা স্থান,continuous sample space
অবিৰত চলক,continuous variable
অবিৰত তৰংগ,continuous wave
ধাৰাবাহিকতা,continuum
ধাৰাবাহিকতা অনুমান (= ধাৰাবাহিক স্বতন্ত্ৰতা),continuum hypothesis (= continuum axiom)
বাস্তৱ সংখ্যাৰ ধাৰাবাহিকতা (= বাস্তৱ সংখ্যাৰ গোট),continuum of real numbers (= set of real numbers)
ধাৰাবাহিকতা তত্ত্ব,continuum theory
কনট্যুৰ সংহতি,contour integration
সংকোচন মেপিং,contraction mapping
বৈপৰীত্য,contradiction
বিপৰীতমুখী,contravariant
নিয়ন্ত্ৰণ,control
নিয়ন্ত্ৰণ লেখচিত্ৰ,control chart
গড়ৰ বাবে নিয়ন্ত্ৰণ চাৰ্ট,control chart for averages
দোষৰ বাবে নিয়ন্ত্ৰণ চাৰ্ট,control chart for defects
পৰিসীমাৰ বাবে নিয়ন্ত্ৰণ লেখচিত্ৰ,control chart for ranges
চলকৰ বাবে নিয়ন্ত্ৰণ লেখচিত্ৰ,control chart for variables
converge,converge
গড়ত অভিসৰণ,convergence in mean
গড় বৰ্গত অভিসৰণ,convergence in mean square
সম্ভাৱনাত অভিসৰণ,convergence in probability
অভিসৰণ সীমা,convergence limit
অভিসৰণ ব্যাসাৰ্ধ,convergence radius
অভিসৰণ অঞ্চল,convergence region
অভিসৰণকাৰী,convergent
অভিসৰণকাৰী ক্ৰম,convergent sequence
অভিসৰণকাৰী শৃংখলা,convergent series
converse,converse
ইয়াৰ বিপৰীতে,conversely
ৰূপান্তৰ ভগ্নাংশ,conversion fraction
ৰূপান্তৰ টেবুল,conversion table
উত্তল,convex
উত্তল শৰীৰ,convex body
উত্তল সংমিশ্ৰণ,convex combination
উত্তল আৱৰণ (=উত্তল ঢাল),convex cover (=convex hull)
উত্তল ফলন,convex function
উত্তল ৰৈখিক সংমিশ্ৰণ,convex linear combinations
উত্তল ৰৈখিক প্ৰগ্ৰেমিং,convex linear programming
উত্তল মেট্ৰিক স্থান,convex metric space
উত্তল বহুভুজ,convex polyhedron
উত্তল প্ৰগ্ৰেমিং,convex programming
উত্তল অঞ্চল,convex region
উত্তল গোট,convex set
কনভল্যুচন,convolution
কনভল্যুচন integral,convolution integral
কনভল্যুচন উপপাদ্য (= faltung উপপাদ্য),convolution theorem (= faltung theorem)
স্থানাংক,coordinate
স্থানাংক অক্ষ,coordinate axis
স্থানাংক জ্যামিতি,coordinate geometry
স্থানাংক সমতল,coordinate plane
স্থানাংক,coordinates
স্থানাংক ব্যৱস্থা,coordinate system
কপাৰনিকান ব্যৱস্থা,Copernican system
কোপ্লেনাৰ,Coplanar
কোপ্লেনাৰ বল,coplanar forces
সহযোগীতা,coplanarity
ক&#39;প্ৰাইম সংখ্যা,coprime numbers
সংশোধন কাৰক,correction factor
শুদ্ধ সমাধান,correct solution
সম্পৰ্ক,correlation
সম্পৰ্ক সহগ,correlation coefficient
সম্পৰ্কীয় ডায়েগ্ৰাম,correlation diagram
সম্পৰ্কীয় ফলন,correlation function
সম্পৰ্কীয় মেট্ৰিক্স,correlation matrix
সম্পৰ্কীয় অনুপাত,correlation ratio
ক&#39;ৰেলোগ্ৰাম,correlogram
ক&#39;ৰেলোগ্ৰাম বিশ্লেষণ,correlogram analysis
অনুৰূপ,correspond
চিঠিপত্ৰ নীতি,correspondence principle
সংশ্লিষ্ট কোণ,corresponding angle
সংশ্লিষ্ট পক্ষ,corresponding side
coset,coset
কোচাইন,cosine
কোচাইন নিয়ম,cosine law
খৰচ বিশ্লেষণ,cost analysis
খৰচ সৰ্বাধিক কৰা,cost maximization
গণনাযোগ্যতা স্বতন্ত্ৰতা,countability axiom
গণনাযোগ্য,countable
গণনাযোগ্য যোগকৰণ,countable additivity
গণনাযোগ্য ভিত্তি,countable base
গণনাযোগ্য ভিত্তি,countable basis
গণনাযোগ্য ছেট,countable set
গণনাযোগ্যভাৱে অসীম,countably infinite
বিৰোধ,counter
ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত,counter clockwise
কাউণ্টাৰ উদাহৰণ,counter example
সহাৱস্থান,covariance
সহাৱস্থান আইন,covariance law
সহাৱস্থান মেট্ৰিক্স,covariance matrix
সহাৱস্থান পদ্ধতি,covariance method
সহাৱস্থান কৌশল,covariance technique
ক্ৰেমাৰৰ নিয়ম,Cramer's rule
ক্ৰেমাৰ-ৰাওৰ বৈষম্য,Cramer-Rao inequality
মাপকাঠী ফলন (=উদ্দেশ্যমূলক ফলন),criterion function (=objective function)
জটিল কোণ,critical angle
জটিল বিন্দু,critical point
কাৰ্য্যৰ জটিল বিন্দু,critical point of function
জটিল মূল্য,critical value
জটিল বেগ,critical velocity
ক্ৰছ কোৰিলেচন ফাংচন,cross correlation function
ক্ৰছ প্ৰডাক্ট,cross product
ক্ৰছ ৰেচিঅ&#39;,cross ratio
ক্ৰছ ছেকচনিং,cross sectioning
crypt,crypt
ঘনক,cube
ঘনক সংখ্যা,cube number
ঘনক মূল,cube root
ঘন,cubic
ঘনকীয়,cubical
ঘন সমীকৰণ,cubic equation
ঘন ইঞ্চি,cubic inch
ঘন মিটাৰ,cubic metre
ঘন প্যাৰাবোলা,cubic parabola
ঘনমূল,cubic root
ঘন পদ,cubic term
ঘনকীয়,cuboid
ক্ৰমবৰ্ধমান,cumulative
ক্ৰমবৰ্ধমান বক্ৰ,cumulative curve
ক্ৰমবৰ্ধমান বিতৰণ ফলন,cumulative distribution function
ক্ৰমবৰ্ধমান কম্পাঙ্ক,cumulative frequency
ক্ৰমবৰ্ধমান কম্পাঙ্ক ফলন,cumulative frequency function
ক্ৰমবৰ্ধমান কম্পাঙ্ক গ্ৰাফ,cumulative frequency graph
ক্ৰমবৰ্ধমান সম্ভাৱনা ফলন,cumulative probability function
curl,curl
কাৰ্ল অৱ দ্য কংগ্ৰুৱেন্স,curl of the congruence
ভেক্টৰৰ কাৰ্ল,curl of the vector
