Punjabi,Kannada
ਵਿਜ਼ਟਰ ਗਲਤੀ,ಸಂದರ್ಶಕರ ದೋಷ
"ਅਚਾਨਕ ਰੁਕਣਾ, ਅਚਾਨਕ ਰੁਕਣਾ","ಹಠಾತ್ ನಿಲುಗಡೆ, ಹಠಾತ್ ಕ್ಲ್ಯಾಂಪ್"
ਦੁਰਘਟਨਾ ਸੰਚਾਰ,ಆಕಸ್ಮಿಕ ಪ್ರಸರಣ
ਬੇਤਰਤੀਬ ਪਰਿਵਰਤਨ,ಯಾದೃಚ್ಛಿಕ ವ್ಯತ್ಯಾಸ
ਵਿਵਸਥਾ,ಹೊಂದಾಣಿಕೆ
ਸਥਿਤੀ ਵਿੱਚ,ನೆಲೆಗೊಂಡಿದೆ
ਸੰਚਿਤ ਗਲਤੀ,ಸಂಚಿತ ದೋಷ
"ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ","ಶೇಖರಣೆ, ಶೇಖರಣೆ"
ਊਰਜਾ ਸਟੋਰੇਜ਼,ಶಕ್ತಿ ಸಂಗ್ರಹಣೆ
ਇਕੱਠਾ ਕਰਨ ਵਾਲਾ*,ಸಂಚಯಕ*
ਸ਼ੁੱਧਤਾ,ನಿಖರತೆ
ਅਸਲੀਅਤ,ರಿಯಾಲಿಟಿ
ਅਸਲ ਸਾਧਨ ਨਿਰੀਖਣ,ನಿಜವಾದ ಉಪಕರಣ ವೀಕ್ಷಣೆ
ਸਟੀਕ ਰੇਂਜ ਮਾਰਕਰ,ನಿಖರ ಶ್ರೇಣಿಯ ಮಾರ್ಕರ್
ਸ਼ੁੱਧਤਾ ਸਕੈਨਿੰਗ,ನಿಖರವಾದ ಸ್ಕ್ಯಾನಿಂಗ್
ਅਭਿਆਸ,ಅಭ್ಯಾಸ
ਐਕਸਲੇਟਰ ਸੈੱਲ*,ವೇಗವರ್ಧಕ ಕೋಶ*
ਅਕ੍ਰੋਮੈਟਿਕ ਲੈਂਸ*,ವರ್ಣರಹಿತ ಮಸೂರ*
ਅਕ੍ਰੋਮੈਟਿਕ*,ವರ್ಣರಹಿತ*
ਅਕ੍ਰੋਮੈਟਿਕ ਵਿਸ਼ਲੇਸ਼ਕ,ವರ್ಣರಹಿತ ವಿಶ್ಲೇಷಕ
ਬਾਰੰਬਾਰਤਾ ਨਿਰਪੱਖ antenna,ಆವರ್ತನ ತಟಸ್ಥ ಆಂಟೆನಾ
ਅਕ੍ਰੋਮੈਟਿਕ ਸ਼ਕਲ,ವರ್ಣರಹಿತ ಆಕಾರ
ਅਕ੍ਰੋਮੈਟਿਕ ਫਰਿੰਜ,ವರ್ಣರಹಿತ ಫ್ರಿಂಜ್
ਅਕ੍ਰੋਮੈਟਿਕ ਲੈਂਸ*,ವರ್ಣರಹಿತ ಮಸೂರ*
ਅਕ੍ਰੋਮੈਟਿਕ ਬਿੰਦੂ ਮਾਰਗ,ವರ್ಣರಹಿತ ಬಿಂದು ಮಾರ್ಗ
ਅਕ੍ਰੋਮੈਟਿਕ ਲੈਂਸ,ವರ್ಣರಹಿತ ಮಸೂರ
ਅਕ੍ਰੋਮੈਟਿਕ ਪ੍ਰਿਜ਼ਮ,ವರ್ಣರಹಿತ ಪ್ರಿಸ್ಮ್
ਅਕ੍ਰੋਮੈਟਿਕ ਦੂਰਬੀਨ,ವರ್ಣರಹಿತ ದೂರದರ್ಶಕ
ਰੰਗੀਨਤਾ*,ವರ್ಣರಹಿತತೆ*
ਅਕ੍ਰੋਮੈਟਾਈਜ਼ੇਸ਼ਨ*,ವರ್ಣಮಯಗೊಳಿಸುವಿಕೆ*
ਰੰਗੀਨਤਾ*,ವರ್ಣರಹಿತತೆ*
"ਲਚਕੀਲੇ, ਅਪ੍ਰਤੱਖ, ਲਚਕੀਲੇ","ಸ್ಥಿತಿಸ್ಥಾಪಕ, ವಕ್ರೀಕಾರಕ, ಸ್ಥಿತಿಸ್ಥಾಪಕ"
"ਐਕੋਰਨ ਹੋਜ਼, ਬੰਜੂ ਹੋਜ਼","ಆಕ್ರಾನ್ ಹೋಸ್, ಬಂಜು ಹೋಸ್"
ਛੋਟੇ ਵਾਲਵ,ಚಿಕಣಿ ಕವಾಟ
akophony,ಅಕೋಫೋನಿ
ਧੁਨੀ,ಅಕೌಸ್ಟಿಕ್
ਧੁਨੀ ਸਮਾਈ,ಅಕೌಸ್ಟಿಕ್ ಹೀರಿಕೊಳ್ಳುವಿಕೆ
ਐਕੋਸਟਿਕ ਐਟੀਨਯੂਏਸ਼ਨ ਗੁਣਾਂਕ,ಅಕೌಸ್ಟಿಕ್ ಅಟೆನ್ಯೂಯೇಶನ್ ಗುಣಾಂಕ
ਧੁਨੀ ਧਿਆਨ,ಅಕೌಸ್ಟಿಕ್ ಕ್ಷೀಣತೆ
ਧੁਨੀ ਚੋਰ ਅਲਾਰਮ,ಅಕೌಸ್ಟಿಕ್ ಕಳ್ಳ ಎಚ್ಚರಿಕೆ
ਧੁਨੀ ਸਮਰੱਥਾ,ಅಕೌಸ್ಟಿಕ್ ಕೆಪಾಸಿಟನ್ಸ್
ਸੁਣਵਾਈ ਕੇਂਦਰ,ಶ್ರವಣ ಕೇಂದ್ರ
ਧੁਨੀ ਵਿਆਖਿਆ,ಅಕೌಸ್ಟಿಕ್ ವಿವರಣೆ
ਧੁਨੀ ਕਵਰ,ಅಕೌಸ್ಟಿಕ್ ಕವರ್
ਧੁਨੀ ਜਵਾਬ,ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ
ਧੁਨੀ ਭਾਗ,ಅಕೌಸ್ಟಿಕ್ ಘಟಕ
ਧੁਨੀ ਚਾਲਕਤਾ,ಅಕೌಸ್ಟಿಕ್ ವಾಹಕತೆ
ਧੁਨੀ ਗਿੱਲਾ,ಅಕೌಸ್ಟಿಕ್ ಡ್ಯಾಂಪಿಂಗ್
ਧੁਨੀ ਫੈਲਾਅ,ಅಕೌಸ್ಟಿಕ್ ಪ್ರಸರಣ
ਆਵਾਜ਼ ਹੈਕਰ,ಧ್ವನಿ ಹ್ಯಾಕರ್
ਧੁਨੀ ਊਰਜਾ*,ಅಕೌಸ್ಟಿಕ್ ಶಕ್ತಿ*
ਧੁਨੀ ਊਰਜਾ ਸਮੀਕਰਨ,ಅಕೌಸ್ಟಿಕ್ ಶಕ್ತಿ ಸಮೀಕರಣ
ਧੁਨੀ ਸਮੀਕਰਨ,ಅಕೌಸ್ಟಿಕ್ ಸಮೀಕರಣ
ਧੁਨੀ ਬਹਾਲੀ,ಅಕೌಸ್ಟಿಕ್ ಮರುಸ್ಥಾಪನೆ
cladney ਆਕਾਰ,ಕ್ಲಾಡ್ನಿ ಆಕಾರಗಳು
ਧੁਨੀ ਫਿਲਟਰ,ಅಕೌಸ್ಟಿಕ್ ಫಿಲ್ಟರ್
ਆਵਾਜ਼ ਜਨਰੇਟਰ,ಧ್ವನಿ ಜನರೇಟರ್
ਧੁਨੀ ਗਰੇਟਿੰਗ,ಅಕೌಸ್ಟಿಕ್ ಗ್ರ್ಯಾಟಿಂಗ್
ਧੁਨੀ ਰੁਕਾਵਟ*,ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿರೋಧ*
ਧੁਨੀ ਜੜਤਾ,ಅಕೌಸ್ಟಿಕ್ ಜಡತ್ವ
ਧੁਨੀ ਤੀਬਰਤਾ,ಅಕೌಸ್ಟಿಕ್ ತೀವ್ರತೆ
ਧੁਨੀ ਦਖਲ ਮੀਟਰ,ಅಕೌಸ್ಟಿಕ್ ಹಸ್ತಕ್ಷೇಪ ಮೀಟರ್
ਧੁਨੀ ਦਖਲ ਖੋਜੀ,ಅಕೌಸ್ಟಿಕ್ ಹಸ್ತಕ್ಷೇಪ ಪತ್ತೆಕಾರಕ
ਧੁਨੀ ਲੈਂਸ,ಅಕೌಸ್ಟಿಕ್ ಲೆನ್ಸ್
ਆਵਾਜ਼ ਲਾਈਨ,ಧ್ವನಿ ಸಾಲು
ਧੁਨੀ ਪੁੰਜ,ಅಕೌಸ್ಟಿಕ್ ದ್ರವ್ಯರಾಶಿ
ਧੁਨੀ ਸਮੱਗਰੀ,ಅಕೌಸ್ಟಿಕ್ ವಸ್ತು
ਧੁਨੀ ਮਤਲਬ ਮੁਕਤ ਮਾਰਗ,ಅಕೌಸ್ಟಿಕ್ ಎಂದರೆ ಮುಕ್ತ ಮಾರ್ಗ
ਧੁਨੀ ਮੋਡ,ಅಕೌಸ್ಟಿಕ್ ಮೋಡ್
ਧੁਨੀ ਸ਼ੋਰ,ಅಕೌಸ್ಟಿಕ್ ಶಬ್ದ
ਧੁਨੀ ਓਮ*,ಅಕೌಸ್ಟಿಕ್ ಓಮ್*
"ਐਕੋਸਟਿਕ ਪੈਨਲ, ਐਕੋਸਟਿਕ ਬੋਰਡ","ಅಕೌಸ್ಟಿಕ್ ಪ್ಯಾನಲ್, ಅಕೌಸ್ಟಿಕ್ ಬೋರ್ಡ್"
ਧੁਨੀ ਪੜਾਅ ਸਥਿਰ,ಅಕೌಸ್ಟಿಕ್ ಹಂತದ ಸ್ಥಿರ
ਧੁਨੀ ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ,ಅಕೌಸ್ಟಿಕ್ ರಿಸೀವರ್
ਧੁਨੀ ਦਬਾਅ,ಅಕೌಸ್ಟಿಕ್ ಒತ್ತಡ
ਆਵਾਜ਼ ਦਾ ਸਮਰੂਪਤਾ ਨਿਯਮ,ಧ್ವನಿಯ ಸಮ್ಮಿತಿ ನಿಯಮ
ਧੁਨੀ ਸੰਚਾਰ,ಅಕೌಸ್ಟಿಕ್ ಪ್ರಸರಣ
ਧੁਨੀ ਗੁਣ,ಅಕೌಸ್ಟಿಕ್ ಗುಣಲಕ್ಷಣಗಳು
ਧੁਨੀ ਚਤੁਰਭੁਜ,ಅಕೌಸ್ಟಿಕ್ ಕ್ವಾಡ್ರುಪೋಲ್
ਧੁਨੀ ਰੇਡੀਏਸ਼ਨ ਤੱਤ,ಅಕೌಸ್ಟಿಕ್ ವಿಕಿರಣ ಅಂಶ
ਧੁਨੀ ਰੇਡੀਏਸ਼ਨ,ಅಕೌಸ್ಟಿಕ್ ವಿಕಿರಣ
ਸਾਊਂਡਪਰੂਫ਼,ಧ್ವನಿ ನಿರೋಧಕ
ਧੁਨੀ ਰੇਡੀਓਮੀਟਰ,ಅಕೌಸ್ಟಿಕ್ ರೇಡಿಯೊಮೀಟರ್
ਧੁਨੀ ਸਦਮਾ,ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ
ਧੁਨੀ ਪਰਸਪਰ ਪ੍ਰਮੇਯ,ಅಕೌಸ್ಟಿಕ್ ರೆಸಿಪ್ರೊಸಿಟಿ ಪ್ರಮೇಯ
ਧੁਨੀ ਘਟਾਉਣ ਕਾਰਕ,ಅಕೌಸ್ಟಿಕ್ ಕಡಿತದ ಅಂಶ
ਧੁਨੀ ਪ੍ਰਤੀਬਿੰਬ ਗੁਣਾਂਕ,ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿಫಲನ ಗುಣಾಂಕ
ਧੁਨੀ ਅਪਵਰਤਨ,ಅಕೌಸ್ಟಿಕ್ ವಕ್ರೀಭವನ
ਧੁਨੀ ਪ੍ਰਤੀਰੋਧ,ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿರೋಧ
ਧੁਨੀ ਜਵਾਬ,ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ
ਐਕੋਸਟਿਕ ਸਕੈਟਰਿੰਗ,ಅಕೌಸ್ಟಿಕ್ ಸ್ಕ್ಯಾಟರಿಂಗ್
ਸੁਣਵਾਈ ਬਿੰਦੂ,ಶ್ರವಣ ಬಿಂದು
ਧੁਨੀ ਕਠੋਰਤਾ,ಅಕೌಸ್ಟಿಕ್ ಬಿಗಿತ
ਧੁਨੀ ਸਿਸਟਮ,ಅಕೌಸ್ಟಿಕ್ ವ್ಯವಸ್ಥೆ
ਧੁਨੀ ਥਰਮਾਮੀਟਰ,ಅಕೌಸ್ಟಿಕ್ ಥರ್ಮಾಮೀಟರ್
ਧੁਨੀ ਗਤੀ,ಅಕೌಸ್ಟಿಕ್ ವೇಗ
ਆਵਾਜ਼ ਦੀ ਲਹਿਰ,ಧ್ವನಿ ತರಂಗ
ਧੁਨੀ,ಅಕೌಸ್ಟಿಕ್
ਆਵਾਜ਼ ਸਮਾਈ ਗੁਣਾਂਕ,ಧ್ವನಿ ಹೀರಿಕೊಳ್ಳುವ ಗುಣಾಂಕ
ਧੁਨੀ ਸਮਾਈ ਭਾਗ,ಧ್ವನಿ ಹೀರಿಕೊಳ್ಳುವ ಘಟಕ
ਧੁਨੀ ਸਰਕਟ,ಅಕೌಸ್ಟಿಕ್ ಸರ್ಕ್ಯೂಟ್
ਧੁਨੀ ਜਵਾਬ,ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ
ਧੁਨੀ ਦੇਰੀ ਲਾਈਨ,ಅಕೌಸ್ಟಿಕ್ ವಿಳಂಬ ರೇಖೆ
ਧੁਨੀ ਵਿਗਾੜ,ಅಕೌಸ್ಟಿಕ್ ಅಸ್ಪಷ್ಟತೆ
ਧੁਨੀ ਧੁਨੀ,ಅಕೌಸ್ಟಿಕ್ ಅಕೌಸ್ಟಿಕ್ಸ್
ਧੁਨੀ ਫਿਲਟਰ,ಅಕೌಸ್ಟಿಕ್ ಫಿಲ್ಟರ್
ਧੁਨੀ ਰੁਕਾਵਟ*,ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿರೋಧ*
ਫੋਨੋਗ੍ਰਾਫ,ಫೋನೋಗ್ರಾಫ್
ਧੁਨੀ ਓਮ*,ಅಕೌಸ್ಟಿಕ್ ಓಮ್*
ਧੁਨੀ ਸਥਿਰ,ಅಕೌಸ್ಟಿಕ್ ಸ್ಥಿರ
ਧੁਨੀ ਫੋਨੋਨ,ಅಕೌಸ್ಟಿಕ್ ಫೋನಾನ್
ਧੁਨੀ ਪ੍ਰਸਾਰਣ ਸਥਿਰ,ಅಕೌಸ್ಟಿಕ್ ಟ್ರಾನ್ಸ್ಮಿಷನ್ ಸ್ಥಿರ
ਧੁਨੀ ਤਬਦੀਲੀ ਗੁਣਾਂਕ,ಧ್ವನಿ ಪರಿವರ್ತನೆ ಗುಣಾಂಕ
ਧੁਨੀ ਪ੍ਰਤੀਰੋਧ,ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿರೋಧ
ਧੁਨੀ ਕਠੋਰਤਾ,ಅಕೌಸ್ಟಿಕ್ ಬಿಗಿತ
ਆਵਾਜ਼ ਯੂਨਿਟ,ಧ್ವನಿ ಘಟಕ
ਸਾਊਂਡਪਰੂਫ਼,ಧ್ವನಿ ನಿರೋಧಕ
ਧੁਨੀ ਪਾਸੇ ਲਾਈਨ,ಅಕೌಸ್ಟಿಕ್ ಸೈಡ್ ಲೈನ್
"ਧੁਨੀ ਵਿਗਿਆਨ, ਧੁਨੀ ਵਿਗਿਆਨ","ಅಕೌಸ್ಟಿಕ್ಸ್, ಅಕೌಸ್ಟಿಕ್ಸ್"
ਆਵਾਜ਼ ਮੀਟਰ,ಧ್ವನಿ ಮೀಟರ್
ਆਵਾਜ਼ ਦਾ ਦਬਾਅ,ಧ್ವನಿ ಒತ್ತಡ
ਪ੍ਰਾਪਤੀ ਰਾਡਾਰ,ಸ್ವಾಧೀನ ರೇಡಾರ್
ਪ੍ਰਕਾਸ਼ ਸੰਸ਼ਲੇਸ਼ਣ ਰੇਡੀਏਸ਼ਨ,ದ್ಯುತಿಸಂಶ್ಲೇಷಕ ವಿಕಿರಣ
ਐਕਟਿਨੀਅਮ ਨਿਕਾਸ,ಆಕ್ಟಿನಿಯಮ್ ಹೊರಸೂಸುವಿಕೆ
ਐਕਟਿਨੋ-ਯੂਰੇਨੀਅਮ,ಆಕ್ಟಿನೊ-ಯುರೇನಿಯಂ
ਐਕਟਿਨੋ-ਯੂਰੇਨੀਅਮ ਲੜੀ,ಆಕ್ಟಿನೊ-ಯುರೇನಿಯಂ ಸರಣಿ
ਰੇਡੀਓਇਲੈਕਟ੍ਰਿਕ,ರೇಡಿಯೊಎಲೆಕ್ಟ್ರಿಕ್
"ਐਕਟਿਨੋਮੀਟਰ, ਫੋਟੋਮਾਈਕ੍ਰੋਮੀਟਰ","ಆಕ್ಟಿನೋಮೀಟರ್, ಫೋಟೋಮೈಕ್ರೋಮೀಟರ್"
"ਕਾਰਵਾਈ, ਕੰਮ","ಕ್ರಿಯೆ, ಕಾರ್ಯ"
ਕਾਰਵਾਈ ਅਤੇ ਪ੍ਰਤੀਕਰਮ,ಕ್ರಿಯೆ ಮತ್ತು ಪ್ರತಿಕ್ರಿಯೆ
ਕਾਰਵਾਈ ਸਥਿਰ,ಕ್ರಮ ಸ್ಥಿರ
ਪ੍ਰਭਾਵ ਦਾ ਖੇਤਰ,ಪ್ರಭಾವದ ಗೋಳ
"ਸਰਗਰਮ, ਸਰਗਰਮ","ಸಕ್ರಿಯಗೊಳಿಸಲಾಗಿದೆ, ಸಕ್ರಿಯಗೊಳಿಸಲಾಗಿದೆ"
ਸਰਗਰਮ ਫੈਲਾਅ,ಸಕ್ರಿಯ ಪ್ರಸರಣ
"ਸਰਗਰਮ ਫਾਈਬਰ, ਸਰਗਰਮ ਫਾਈਬਰ","ಸಕ್ರಿಯ ಫೈಬರ್, ಸಕ್ರಿಯ ಫೈಬರ್"
ਸਰਗਰਮੀ ਪ੍ਰਭਾਵ,ಸಕ್ರಿಯಗೊಳಿಸುವ ಪರಿಣಾಮ
ਸਰਗਰਮੀ ਪ੍ਰਭਾਵ,ಸಕ್ರಿಯಗೊಳಿಸುವ ಪರಿಣಾಮ
ਸਰਗਰਮੀ ਵਿਸ਼ਲੇਸ਼ਣ,ಸಕ್ರಿಯಗೊಳಿಸುವ ವಿಶ್ಲೇಷಣೆ
ਗਤੀਵਿਧੀ ਕੇਂਦਰ,ಚಟುವಟಿಕೆ ಕೇಂದ್ರ
ਐਕਟੀਵੇਸ਼ਨ ਟੈਸਟਰ,ಸಕ್ರಿಯಗೊಳಿಸುವ ಪರೀಕ್ಷಕ
ਸਰਗਰਮੀ ਊਰਜਾ,ಸಕ್ರಿಯಗೊಳಿಸುವ ಶಕ್ತಿ
ਐਕਟੀਵੇਸ਼ਨ ਐਂਟਰੌਪੀ,ಸಕ್ರಿಯಗೊಳಿಸುವ ಎಂಟ್ರೊಪಿ
ਐਕਟੀਵੇਸ਼ਨ ਓਵਰਵੋਲਟੇਜ,ಸಕ್ರಿಯಗೊಳಿಸುವಿಕೆ ಓವರ್ವೋಲ್ಟೇಜ್
ਸਰਗਰਮੀ ਦੀ ਦਰ,ಸಕ್ರಿಯಗೊಳಿಸುವ ದರ
"ਐਕਟੀਵੇਟਰ, ਐਕਟੀਵੇਟਰ","ಆಕ್ಟಿವೇಟರ್, ಆಕ್ಟಿವೇಟರ್"
ਐਕਟੀਵੇਟਰ ਐਟਮ,ಆಕ್ಟಿವೇಟರ್ ಪರಮಾಣು
ਐਕਸਲੇਟਰ,ವೇಗವರ್ಧಕ
ਸਰਗਰਮ ਸਮਾਈ,ಸಕ್ರಿಯ ಹೀರಿಕೊಳ್ಳುವಿಕೆ
ਸਰਗਰਮ ਏਰੀਅਲ,ಸಕ್ರಿಯ ವೈಮಾನಿಕ
ਰੇਡੀਏਸ਼ਨ ਖ਼ਤਰਾ ਜ਼ੋਨ,ವಿಕಿರಣ ಅಪಾಯದ ವಲಯ
ਸਰਗਰਮ ਜੰਤਰ,ಸಕ್ರಿಯ ಸಾಧನ
ਸਰਗਰਮ ਨਿਸ਼ਾਨਾ,ಸಕ್ರಿಯ ಗುರಿ
ਕਿਰਿਆਸ਼ੀਲ ਹਾਈਡ੍ਰੋਜਨ*,ಸಕ್ರಿಯ ಹೈಡ್ರೋಜನ್*
ਸਰਗਰਮ ਜਾਲ,ಸಕ್ರಿಯ ಜಾಲರಿ
ਸਰਗਰਮ ਲਾਈਨ ਸਰਗਰਮ ਲਾਈਨ,ಸಕ್ರಿಯ ಲೈನ್ ಸಕ್ರಿಯ ಲೈನ್
ਸਰਗਰਮ ਲੂਪ,ಸಕ್ರಿಯ ಲೂಪ್
ਐਕਟਿਵ ਕੋਡ*,ಸಕ್ರಿಯ ಕೋಡ್*
ਸਰਗਰਮ ਸਮੱਗਰੀ,ಸಕ್ರಿಯ ಪದಾರ್ಥಗಳು
ਸਰਗਰਮ ਅਣੂ,ಸಕ್ರಿಯ ಅಣು
ਸਰਗਰਮ ਜਾਲ,ಸಕ್ರಿಯ ಜಾಲರಿ
ਸਰਗਰਮ ਮੁੜ-ਸੋਸ਼ਣ,ಸಕ್ರಿಯ ಮರುಹೀರಿಕೆ
ਸਰਗਰਮ ਖੇਤਰ,ಸಕ್ರಿಯ ಪ್ರದೇಶ
ਸਰਗਰਮ ਨਿਯਮ,ಸಕ್ರಿಯ ನಿಯಂತ್ರಣ
ਸਰਗਰਮ ਸੈਟੇਲਾਈਟ,ಸಕ್ರಿಯ ಉಪಗ್ರಹ
ਸਰਗਰਮ ਫਿਸਿਲ ਸੂਰਜੀ ਲਾਟ,ಸಕ್ರಿಯ ವಿದಳನ ಸೌರ ಜ್ವಾಲೆ
ਸਰਗਰਮ ਸੂਖਮ ਪੌਸ਼ਟਿਕ ਤੱਤ,ಸಕ್ರಿಯ ಸೂಕ್ಷ್ಮ ಪೋಷಕಾಂಶಗಳು
ਸਰਗਰਮ ਟਰੈਕਿੰਗ ਸਿਸਟਮ,ಸಕ್ರಿಯ ಟ್ರ್ಯಾಕಿಂಗ್ ವ್ಯವಸ್ಥೆ
ਸਰਗਰਮ transducer,ಸಕ್ರಿಯ ಸಂಜ್ಞಾಪರಿವರ್ತಕ
ਸਰਗਰਮ ਸੇਵਨ,ಸಕ್ರಿಯ ಸೇವನೆ
ਗਤੀਵਿਧੀ ਗੁਣਾਂਕ*,ಚಟುವಟಿಕೆ ಗುಣಾಂಕ*
ਗਤੀਵਿਧੀ ਸੂਚਕਾਂਕ,ಚಟುವಟಿಕೆ ಸೂಚ್ಯಂಕ
ਗਤੀਵਿਧੀ ਅਨੁਪਾਤ,ಚಟುವಟಿಕೆಯ ಅನುಪಾತ
ਸਰਗਰਮੀ ਵੈਕਟਰ,ಚಟುವಟಿಕೆ ವೆಕ್ಟರ್
ਅਸਲ ਮਾਨੀਟਰ,ನಿಜವಾದ ಮಾನಿಟರ್
ਅਸਲ ਤਣਾਅ,ನಿಜವಾದ ಒತ್ತಡ
ਟਰਿੱਗਰ ਕਰਨ ਲਈ,ಹುರಿದುಂಬಿಸು
ਪੈਦਾ ਕਰਨ ਵਾਲਾ,ಹುಟ್ಟುಗಾರ
ਪੈਦਾ ਕਰਨ ਵਾਲਾ,ಹುಟ್ಟುಗಾರ
ਐਕਿਊਟੀਮੀਟਰ,ಅಕ್ಯುಟಿಯೋಮೀಟರ್
ਸੁਣਨ ਦੀ ਤੀਬਰਤਾ,ಶ್ರವಣ ತೀಕ್ಷ್ಣತೆ
ਫੋਟੋ ਤੀਬਰਤਾ ਮੁੱਲ,ಫೋಟೋ ತೀಕ್ಷ್ಣತೆಯ ಮೌಲ್ಯ
ਤੀਬਰ ਕੋਣ,ತೀವ್ರ ಕೋನ
ਘੁਸਰ-ਮੁਸਰ,ಗುಸುಗುಸು
ਤੀਬਰ ਤਿਕੋਣ,ತೀವ್ರ ತ್ರಿಕೋನ
acyclic,ಅಸೈಕ್ಲಿಕ್
ਅਨੁਕੂਲਨ ਕਾਰਜ,ಆಪ್ಟಿಮೈಸೇಶನ್ ಅಪ್ಲಿಕೇಶನ್
ਅਨੁਕੂਲ ਸਥਿਤੀ,ಆಪ್ಟಿಮೈಸ್ಡ್ ಸ್ಥಿತಿ
ਅਨੁਕੂਲ ਕੰਟਰੋਲ ਸਿਸਟਮ,ಹೊಂದಾಣಿಕೆಯ ನಿಯಂತ್ರಣ ವ್ಯವಸ್ಥೆ
ਅਡਾਪਟੋਮੀਟਰ,ಅಡಾಪ್ಟೋಮೀಟರ್
ਐਡਕੌਕ ਐਂਟੀਨਾ,ಅಡ್ಕಾಕ್ ಆಂಟೆನಾ
ਸੰਪੇਕਸ਼ਤ,ಒಟ್ಟುಗೂಡಿಸಲು
ਸੰਕਲਨ ਦਾ ਸਮਾਂ,ಸಂಕಲನ ಸಮಯ
ਸੰਕਲਨ-ਘਟਾਓ ਦਾ ਸਮਾਂ,ಸಂಕಲನ-ವ್ಯವಕಲನ ಸಮಯ
ਜੋੜਨ ਵਾਲਾ,ಸೇರಿಸುವವನು
"ਜੋੜ, ਜੋੜ, ਜੋੜ (ਐਡੀ.), ਜੋੜ (v.)","ಮೊತ್ತ, ಸಂಕಲನ, ಸಂಕಲನ (ed.), ಸಂಯೋಜಕ (v.)"
ਜੋੜ ਸਥਿਰ,ಸೇರ್ಪಡೆ ಸ್ಥಿರ
ਪ੍ਰਵੇਗ-ਜੋੜ ਨਿਯਮ,ವೇಗವರ್ಧನೆ-ಮೊತ್ತ ನಿಯಮ
ਦੂਰੀ-ਜੋੜ ਨਿਯਮ,ದೂರ-ಮೊತ್ತದ ನಿಯಮ
ਵੇਗ-ਜੋੜ ਨਿਯਮ,ವೇಗ-ಮೊತ್ತ ನಿಯಮ
ਵੈਕਟਰਾਂ ਦਾ ਜੋੜ,ವಾಹಕಗಳ ಮೊತ್ತ
ਸੰਗ੍ਰਹਿ ਪ੍ਰਤੀਕਰਮ,ಸಂಗ್ರಹಣೆಯ ಪ್ರತಿಕ್ರಿಯೆ
ਵਾਧੂ ਮੰਜ਼ਿਲ,ಹೆಚ್ಚುವರಿ ಮಹಡಿ
"ਕਨੈਕਟਿਵ ਟੋਨ, ਵਾਧੂ ਟੋਨ (ਸਵਰ)","ಸಂಯೋಜಕ ಸ್ವರ, ಹೆಚ್ಚುವರಿ ಸ್ವರ (ಸ್ವರ)"
"additive, additive","ಸಂಯೋಜಕ, ಸಂಯೋಜಕ"
additive ਸਿਸਟਮ,ಸಂಯೋಜಕ ವ್ಯವಸ್ಥೆ
ਸੰਯੁਕਤ ਅੱਖਰ,ಸಂಯೋಜಿತ ಪಾತ್ರಗಳು
ਸਮੁੱਚੀ ਅੱਖਰ ਪ੍ਰਕਿਰਿਆ,ಒಟ್ಟು ಅಕ್ಷರ ಪ್ರಕ್ರಿಯೆ
ਜੋੜਨ ਵਾਲਾ ਪੂਰਕ ਰੰਗ,ಸಂಯೋಜಕ ಪೂರಕ ಬಣ್ಣ
additive ਸਥਿਰ,ಸಂಯೋಜಕ ಸ್ಥಿರ
additive ਟ੍ਰੈਕਸ਼ਨ,ಸಂಯೋಜಕ ಎಳೆತ
additive ਪ੍ਰਭਾਵ,ಸಂಯೋಜಕ ಪರಿಣಾಮ
additive ਕਾਰਕ,ಸಂಯೋಜಕ ಅಂಶ
additive ਫੰਕਸ਼ਨ,ಸಂಯೋಜಕ ಕಾರ್ಯ
additive ਮਿਸ਼ਰਣ,ಸಂಯೋಜಕ ಮಿಶ್ರಣ
additive ਰੂਟ,ಸಂಯೋಜಕ ಮೂಲ
additive ਕਾਰਜ,ಸಂಯೋಜಕ ಪ್ರಕ್ರಿಯೆ
ਜੋੜਨ ਦੀ ਯੋਗਤਾ,ಸೇರಿಸುವಿಕೆ
ਜੋੜੀ ਕੁਆਂਟਮ ਸੰਖਿਆ,ಸಂಯೋಜಕ ಕ್ವಾಂಟಮ್ ಸಂಖ್ಯೆ
ਸੰਗ੍ਰਹਿ ਪ੍ਰਤੀਕਰਮ,ಸಂಗ್ರಹಣೆಯ ಪ್ರತಿಕ್ರಿಯೆ
