Hindi,Malayalam
"संवृत, बंद",അടച്ചു
संवृत अवमख समावरक,അടഞ്ഞ കോൺവെക്സ് ഹൾ
संवृत घन,അടച്ച ക്യൂബ്
"बंद वक्र, संवृत वक्र",അടഞ്ഞ വക്രം
संवृत प्रांत,അടച്ച ഡൊമെയ്ൻ
बंद आकृति,അടഞ്ഞ രൂപം
संवृत अंतराल,അടച്ച ഇടവേള
"संवृत प्रदेश, बंद प्रदेश",അടച്ച പ്രദേശം
संवृत समच्चय,അടച്ച സെറ്റ്
"बंद पृष्ठ, संवृत पृष्ठ",അടഞ്ഞ പ്രതലം
" निमीलन, वेष्टन , संवरक",അടച്ചുപൂട്ടൽ
संवरण-संकारक (संवरक),ക്ലോഷർ ഓപ്പറേറ്റർ
संवरक-बिन्दु,ക്ലോഷർ പോയിന്റ് (= കോൺടാക്റ്റ് പോയിന്റ്)
संवरक-अभिगृहीत,അടച്ചുപൂട്ടൽ പോസ്റ്റുലേറ്റ്
संवरक समुच्चय,അടച്ചുപൂട്ടൽ സെറ്റ്
गुच्छ बिन्दु,ക്ലസ്റ്റർ പോയിന്റ്
गुच्छ प्रतिचयन,ക്ലസ്റ്റർ സാമ്പിൾ
गुच्छ समुच्चय,ക്ലസ്റ്റർ സെറ്റ്
समाक्ष वृत्त,ഏകപക്ഷീയ വൃത്തങ്ങൾ
समाक्ष परवलय,ഏകപക്ഷീയമായ പരാബോളകൾ
समाक्ष समतल,ഏകപക്ഷീയമായ വിമാനങ്ങൾ
समाक्ष त्रिभुज,ഏകപക്ഷീയ ത്രികോണങ്ങൾ
कोब-डगलस फलन,കോബ് - ഡഗ്ലസ് ഫംഗ്ഷൻ
" कूटलेखन, कोडन , संकेतन",കോഡിംഗ്
सामग्री का संकेतीकरण,ഡാറ്റയുടെ കോഡിംഗ്
सहप्रांत,സഹ-ഡൊമെയ്ൻ
गुणांक आव्यूह,കോഫിഫിഷ്യന്റ് മാട്രിക്സ്
सहसंबंध-गुणांक,പരസ്പര ബന്ധത്തിന്റെ ഗുണകം
निर्धारण गुणांक,നിർണ്ണയത്തിന്റെ ഗുണകം
प्रत्यास्थता गुणांक,ഇലാസ്തികതയുടെ ഗുണകം
प्रसार गुणांक,വികാസത്തിന്റെ ഗുണകം
घर्षण गुणांक,ഘർഷണത്തിന്റെ ഗുണകം
अनुदैर्घ्य प्रसार का गुणांक,രേഖീയ വികാസത്തിന്റെ ഗുണകം
समाश्रयण गुणांक,റിഗ്രഷൻ ഗുണകം
पृष्ठ तनाव का गुणांक,ഉപരിതല പിരിമുറുക്കത്തിന്റെ ഗുണകം
विचरण गुणांक,ഗുണനഘടകം
"सह-खण्ड, सह गुणन खंड,सहकारक",സഹഘടകം
सिक्का उछाल,കോയിൻ ത്രോ (കോയിൻ ടോസ്)
प्रतिदर्श-संचय,സാമ്പിൾ ശേഖരണം
सरेख,കോളിനിയർ
सरेखता,കോളിനിയറിറ്റി
"स्तंभ, कॉलम",കോളം
स्तंभतुल्यता,നിര തുല്യത
स्तंभ-तुल्य,നിര തത്തുല്യം
स्तंभ तुल्य आव्यूह,നിര തുല്യമായ മാട്രിക്സ്
स्तंभ आव्यूह,കോളം മാട്രിക്സ്
स्तंभ कोटि,നിര റാങ്ക്
स्तंभ समानीत सोपानक आव्यूह,കോളം കുറച്ച echolon മാട്രിക്സ്
स्तंभ सदिश,നിര വെക്റ്റർ
स्तंभानुसार,നിരയായി
संयुक्त समीकरण,സംയുക്ത സമവാക്യം
"उभयनिष्ठ कोण, सर्वनिष्ठ कोण",പൊതുവായ കോൺ
सर्वनिष्ठ अक्ष,പൊതു അക്ഷം
"सर्वनिष्ठ आधार, उभयनिष्ठ बेस",പൊതുവായ അടിസ്ഥാനം
सार्व हर,പൊതു വിഭജനം
सार्व अंतर,പൊതുവായ വ്യത്യാസം
" सार्वगुणन-खंड, समापवर्तक , सार्व उपादान",പൊതു ഘടകം
"साधारण लघुगणक, साधारण लॉगेरिथ्म",പൊതുവായ ലോഗരിതം
"सार्व गुणज, समापवर्त्य",പൊതുവായ ഗുണിതം
सार्व अनुपात,പൊതു അനുപാതം
सर्वनिष्ठ परिच्छेद,പൊതു വിഭാഗം
सर्वनिष्ठ भुजा,പൊതുവായ വശം
"उभयनिष्ठ स्पर्शरखा, सर्वनिष्ठ स्पर्शरेखा",പൊതുവായ ടാൻജെന്റ്
सर्वनिष्ठ पद,പൊതുവായ പദം
क्रमविनिमेय नियम,കമ്മ്യൂട്ടേറ്റീവ് നിയമം
क्रमविनिमेय गुणधर्म,കമ്മ്യൂട്ടേറ്റീവ് പ്രോപ്പർട്ടി
क्रमविनिमेय-नियम,കമ്മ്യൂട്ടേറ്റീവ് റൂൾ
योग का क्रमविनिमेय नियम,കൂട്ടിച്ചേർക്കലിന്റെ കമ്മ്യൂട്ടേറ്റീവ് നിയമം
गुणन का क्रमविनिमेय नियम,ഗുണനത്തിന്റെ കമ്മ്യൂട്ടേറ്റീവ് നിയമം
क्रमविनिमेय संक्रिया,കമ്മ്യൂട്ടേറ്റീവ് ഓപ്പറേഷൻ
क्रमविनिमेयक समूह,കമ്മ്യൂട്ടേറ്റർ ഗ്രൂപ്പ്
आव्यूहों का क्रमविनिमेय,മെട്രിക്സുകളുടെ കമ്മ്യൂട്ടിംഗ്
संहत समुच्चय,കോംപാക്റ്റ് സെറ്റ്
"तुलनात्मकता, तुलनीयता",താരതമ്യത
माध्यों की तुलना,മാർഗങ്ങളുടെ താരതമ്യം
प्रतिशतता-तुलना,ശതമാനത്തിന്റെ താരതമ്യം
तुलना परीक्षण,താരതമ്യ പരിശോധന
सुसंगत समीकरण,അനുയോജ്യത സമവാക്യം
स्पर्धी खेल,മത്സര ഗെയിം
स्पर्धी स्थिति,മത്സര സാഹചര്യം
स्पर्धी युक्ति,മത്സര തന്ത്രം
" अनुभाषक , संकलक",കമ്പൈലർ
पूरक,പരസ്പരപൂരകമായ
पूरक कोण,പൂരക കോൺ
पूरक घटना,പൂരക സംഭവം
पूरक कारक,പൂരക ഘടകം
पूरक फलन,പൂരക പ്രവർത്തനം
पूरक अर्ध समष्टि,കോംപ്ലിമെന്ററി ഹാഫ് സ്പേസ്
