Tamil,Odiya
எழுத்து குறியீடு,ବର୍ଣ୍ଣ କୋଡ୍
எழுத்து திறவுகோல்,ବର୍ଣ୍ଣ ଚାବି
பாத்திர வாசகர்,ବର୍ଣ୍ଣ ପାଠକ
எழுத்து அளவு,ବର୍ଣ୍ଣ ଆକାର
விளக்கப்படம்,ଚାର୍ଟ
சேஸ்பீடம்,ଖାସ୍
சோதனை பிட்,ବିଟ୍ ଯାଞ୍ଚ କରନ୍ତୁ |
எண்ணை சரிபார்க்க,ଅଙ୍କ ଯାଞ୍ଚ କରନ୍ତୁ |
காசோலை தொகை,ଯାଞ୍ଚ ରାଶି
சரிபார்ப்பு வார்த்தை,ଶବ୍ଦ ଯାଞ୍ଚ କରନ୍ତୁ |
சிப்,ଚିପ୍
சிப் தொகுப்பு,ଚିପ୍ ସେଟ୍ |
தேர்வு,ବାଛନ୍ତୁ |
வர்ண ரீதியாக,କ୍ରୋମେଟିକ୍
மறைக்குறியீடு,ସାଇଫର୍
சுற்று,ସର୍କିଟ
வட்ட பட்டியல்,ବୃତ୍ତାକାର ତାଲିକା |
சிரஸ்,ସାଇରସ୍
மேற்கோள்,ଉଦ୍ଧୃତ
வர்க்கம்,ଶ୍ରେଣୀ
வர்க்க மாறி,କ୍ଲାସ୍ ଭେରିଏବଲ୍ |
வகைப்பாடு,ବର୍ଗୀକରଣ
தெளிவானது,ସଫା
தெளிவான பகுதி,ପରିଷ୍କାର କ୍ଷେତ୍ର
தெளிவான சேனல்,ଚ୍ୟାନେଲ୍ ସଫା କରନ୍ତୁ |
கிளிக் செய்யவும்,କ୍ଲିକ୍ କରନ୍ତୁ |
வாடிக்கையாளர்,କ୍ଲାଏଣ୍ଟ
கிளையன்ட் சர்வர்,କ୍ଲାଏଣ୍ଟ ସର୍ଭର |
கிளையன்ட் ஸ்டப்,କ୍ଲାଏଣ୍ଟ ଷ୍ଟବ୍ |
சிறு படம்,କ୍ଲିପ୍ ଆର୍ଟ
கிளிப் ஆர்ட் நூலகம்,କ୍ଲିପ୍ ଆର୍ଟ ଲାଇବ୍ରେରୀ |
கிளிப் போர்டு,କ୍ଲିପ୍ ବୋର୍ଡ |
கிளிப்பர்,କ୍ଲିପର୍
கிளிப்பர் சிப்,କ୍ଲିପର୍ ଚିପ୍ |
குழு,କ୍ଲିକ୍
கடிகாரம்,ଘଣ୍ଟା
கடிகார சுழற்சி,ଘଣ୍ଟା ଚକ୍ର |
கடிகார அதிர்வெண்,ଘଣ୍ଟା ଆବୃତ୍ତି
கடிகார வன்பொருள்,ଘଣ୍ଟା ହାର୍ଡୱେର୍ |
கடிகார துடிப்பு,ଘଣ୍ଟା ନାଡ |
கடிகார வேகம்,ଘଣ୍ଟା ଗତି
கடிகார ஒத்திசைவு,ଘଣ୍ଟା ସିଙ୍କ୍ରୋନାଇଜେସନ୍ |
கடிகார டிக்,ଘଣ୍ଟା ଟିକ୍ |
குளோன்,କ୍ଲୋନ୍ |
நெருக்கமான,ବନ୍ଦ
க்ளோஸ் சர்க்யூட் டிவி (சிசிடிவி),କ୍ଲୋଜ ସର୍କିଟ ଟିଭି (CCTV)
மூடல்,ବନ୍ଦ
கிளவுட் கம்ப்யூட்டிங்,କ୍ଲାଉଡ୍ ଗଣନା
கொத்து,କ୍ଲଷ୍ଟର
பூசிய அட்டை,ଆଚ୍ଛାଦିତ କାର୍ଡ |
பூசிய காகித,ଆବୃତ କାଗଜ |
கோஆக்சியல்,ସମବାୟ
கோஆக்சியல் கேபிள்,ସମବାୟ କେବୁଲ୍ |
கோடாசில்,କୋଡାସିଲ୍ |
குறியீடு,କୋଡ୍
குறியீடு உற்பத்தியாளர்,କୋଡ୍ ଜେନେରେଟର
குறியீடு பக்கம்,କୋଡ୍ ପୃଷ୍ଠା |
குறியீட்டு வார்த்தை,କୋଡ୍ ୱାର୍ଡ
குறியீட்டாளர்,କୋଡର୍
குறியீட்டு சோதனை,କୋଡିଂ ଯାଞ୍ଚ |
குறியீட்டு வடிவம்,କୋଡିଂ ଫର୍ମ |
குறியீட்டு தாள்,କୋଡିଂ ସିଟ୍ |
குணகம்,ଗୁଣବତ୍ତା
இணக்கத்தைப்,ସମନ୍ୱୟ
குளிர் துவக்க,ଥଣ୍ଡା ବୁଟ
குளிர் ஆரம்பம்,ଥଣ୍ଡା ଆରମ୍ଭ
இணைந்து,ସହଯୋଗ
சரிவு,ଭୁଶୁଡ଼ିବା |
இணை,ସଂଗ୍ରହ କରନ୍ତୁ |
கோலேட் டேப்,କୋଲେଟ୍ ଟେପ୍ |
மோதல்,ଧକ୍କା
பெருங்குடல்,କୋଲନ୍
நிறம் (நிறம்),ରଙ୍ଗ (ରଙ୍ଗ)
வண்ண செறிவு,ରଙ୍ଗ ପରିପୃଷ୍ଠା |
வண்ண அட்டவணை,ରଙ୍ଗ ଟେବୁଲ୍ |
நெடுவரிசை,ସ୍ତମ୍ଭ
சேர்க்கை,ମିଶ୍ରଣ
சேர்க்கை பெட்டி,କମ୍ବୋ ବାକ୍ସ
கட்டளை,ନିର୍ଦ୍ଦେଶ
கட்டளை பொத்தான்,ନିର୍ଦ୍ଦେଶ ବଟନ୍
கட்டளை பட்டியல்,ନିର୍ଦ୍ଦେଶ ତାଲିକା |
கருத்து,ମନ୍ତବ୍ୟ ଦିଅନ୍ତୁ |
அர்ப்பணிப்பு,ପ୍ରତିବଦ୍ଧତା
பண்டம்,ଦ୍ରବ୍ୟ
பொதுவான வணிகம் சார்ந்த மொழி (கோபோல்),ସାଧାରଣ ବ୍ୟବସାୟ ଓରିଏଣ୍ଟେଡ୍ ଭାଷା (କୋବୋଲ୍)
பொதுவான பிழை,ସାଧାରଣ ତ୍ରୁଟି |
பொது மொழி,ସାଧାରଣ ଭାଷା |
பொதுவான வழக்கம்,ସାଧାରଣ ରୁଟିନ୍ |
தொடர்பு,ଯୋଗାଯୋଗ |
தொடர்பு வரி,ଯୋଗାଯୋଗ ରେଖା
தொடர்பு முறை,ଯୋଗାଯୋଗ ମୋଡ୍ |
தொடர்பு நெட்வொர்க்,ଯୋଗାଯୋଗ ନେଟୱାର୍କ |
தொடர்பு அளவுரு,ଯୋଗାଯୋଗ ପାରାମିଟର
தொடர்பு அமைப்பு,ଯୋଗାଯୋଗ ବ୍ୟବସ୍ଥା |
சுருக்கம்,ସଙ୍କୋଚନ
தளபதி,କମ୍ପାଣ୍ଡର୍
இணைத்தல்,କମ୍ପାଣ୍ଡିଂ
நிறுவனத்தின் நெட்வொர்க்,କମ୍ପାନୀ ନେଟୱାର୍କ |
ஒப்பீட்டு சோதனை,ତୁଳନା ପରୀକ୍ଷା
பொருந்தக்கூடிய தன்மை,ସୁସଙ୍ଗତତା
இணக்கமான,ସୁସଙ୍ଗତ
தொகுத்தல்,ସଂକଳନ
தொகுத்து செல்ல,ସଙ୍କଳନ କର ଏବଂ ଯାଅ |
தொகுப்பி,କମ୍ପାଇଲର୍
தொகுக்கும் மொழி,ସଙ୍କଳନକାରୀ ଭାଷା |
நிரப்பு,ସଂପନ୍ନ
நிரப்பு-பத்து,ସପ୍ଲିମେଣ୍ଟ-ଅନ-ଦଶ
பூர்த்தி செய்பவர்,ସଂପନ୍ନକାରୀ |
முழு சுமந்து,ସମ୍ପୁର୍ଣ୍ଣ ବହନ
சிக்கலான,ଜଟିଳ
சிக்கலான எண்,ଜଟିଳ ସଂଖ୍ୟା
கூறு,ଉପାଦାନ
கூறு பொருள் மாதிரி (COM),ଉପାଦାନ ବସ୍ତୁ ମଡେଲ (COM)
கூட்டு,ମିଶ୍ରିତ
கலவை,ରଚନା
கணக்கீட்டு,ଗଣନା
கணினி,କମ୍ପ୍ୟୁଟର
கணினி மையம்,କମ୍ପ୍ୟୁଟର କେନ୍ଦ୍ର
கணினி நிபுணர்,କମ୍ପ୍ୟୁଟର ବିଶେଷଜ୍ଞ |
கணினி வரைகலை,କମ୍ପ୍ୟୁଟର ଗ୍ରାଫିକ୍ସ
கணினி அறிவுறுத்தல்,କମ୍ପ୍ୟୁଟର ନିର୍ଦ୍ଦେଶ
கணினி மொழி,କମ୍ପ୍ୟୁଟର ଭାଷା
கணினி வலையமைப்பு,କମ୍ପ୍ୟୁଟର ନେଟୱାର୍କ
கணினி அறிவியல்,କମ୍ପ୍ୟୁଟର ବିଜ୍ଞାନ
கணினி பாதுகாப்பு,କମ୍ପ୍ୟୁଟର ସୁରକ୍ଷା
கணினி உருவகப்படுத்துதல்,କମ୍ପ୍ୟୁଟର ସିମୁଲେଟନ୍ |
கணினி நிபுணர்,କମ୍ପ୍ୟୁଟର ବିଶେଷଜ୍ଞ |
கணினிமயமாக்கல்,କମ୍ପ୍ୟୁଟରୀକରଣ
கணினி நிபுணர்,କମ୍ପ୍ୟୁଟରବାଦୀ
கணினிமயமாக்கு,କମ୍ପ୍ୟୁଟରୀକରଣ
கம்ப்யூட்டிங்,ଗଣନା
கருத்து,ଧାରଣା
ஒத்திசைவு,ସମନ୍ୱୟ
ஒரே நேரத்தில்,ସମବାୟ
நிலை மாறி,କଣ୍ଡିଶନ୍ ଭେରିଏବଲ୍
நிபந்தனை ஆபரேட்டர்,ସର୍ତ୍ତମୂଳକ ଅପରେଟର୍ |
நிபந்தனை அறிக்கை,ସର୍ତ୍ତମୂଳକ ଷ୍ଟେଟମେଣ୍ଟ
நடத்துனர்,କଣ୍ଡକ୍ଟର |
மாநாடு,ସମ୍ମିଳନୀ
இரகசியத்தன்மை,ଗୋପନୀୟତା
கட்டமைப்பு,ବିନ୍ୟାସ
நெரிசல்,ଯାତାୟାତ
இணைப்பு,ସଂଯୋଗ
இணைப்பு வேகம்,ସଂଯୋଗ ଗତି
இணைப்பு,ସଂଯୋଗ
இணைப்பு குறைவான தொடர்பு,ସଂଯୋଗ କମ୍ ଯୋଗାଯୋଗ |
இணைப்பு வெளியீடு,ସଂଯୋଗ ପ୍ରକାଶନ
இணைப்பு,ସଂଯୋଗ
இணைப்பான்,ସଂଯୋଜକ |
தொடர்ச்சியாக,ଲଗାତାର
அதன் விளைவாக,ପରିଣାମ
பணியகம்,କୋନସୋଲ
ஒருங்கிணைப்பு,ଏକୀକରଣ
நிலையான,ସ୍ଥିର
நிலையான அறிவுறுத்தல்,ନିରନ୍ତର ନିର୍ଦ୍ଦେଶ
கட்டுப்பாடு,ପ୍ରତିବନ୍ଧକ
கட்டமைப்பாளர்,ନିର୍ମାଣକାରୀ
கொள்கலன்,ପାତ୍ର
உள்ளடக்கம்,ବିଷୟବସ୍ତୁ
சூழல்,ପ୍ରସଙ୍ଗ
சூழல் இலவச இலக்கணம் (CFG),ପ୍ରସଙ୍ଗ ମୁକ୍ତ ବ୍ୟାକରଣ (CFG)
சூழல் சுவிட்ச்,ପ୍ରସଙ୍ଗ ସୁଇଚ୍ |
தற்செயல்,ପରିସ୍ଥିତି
சுருக்கம்,ସଂକୋଚନ
மாறுபாடு,ବିପରୀତ
கட்டுப்பாடு,ନିୟନ୍ତ୍ରଣ
கட்டுப்பாட்டு பகுதி,ନିୟନ୍ତ୍ରଣ କ୍ଷେତ୍ର
கட்டுப்பாட்டு பிட்,ନିୟନ୍ତ୍ରଣ ବିଟ୍ |
கட்டுப்பாட்டு பேருந்து,ନିୟନ୍ତ୍ରଣ ବସ୍
கட்டுப்பாட்டு அட்டை,କଣ୍ଟ୍ରୋଲ୍ କାର୍ଡ |
கட்டுப்பாட்டு சுற்று,କଣ୍ଟ୍ରୋଲ୍ ସର୍କିଟ୍ |
கட்டுப்பாட்டு சுழற்சி,ନିୟନ୍ତ୍ରଣ ଚକ୍ର
கட்டுப்பாட்டு பொறியியல்,ନିୟନ୍ତ୍ରଣ ଇଞ୍ଜିନିୟରିଂ |
கட்டுப்பாட்டு விசை,ନିୟନ୍ତ୍ରଣ କି
கட்டுப்பாட்டு தர்க்கம்,ତର୍କକୁ ନିୟନ୍ତ୍ରଣ କରନ୍ତୁ |
கட்டுப்பாட்டு வளையம்,କଣ୍ଟ୍ରୋଲ୍ ଲୁପ୍ |
கட்டுப்பாட்டு குறி,ନିୟନ୍ତ୍ରଣ ଚିହ୍ନ
கட்டுப்பாட்டு செயல்பாடு,ନିୟନ୍ତ୍ରଣ କାର୍ଯ୍ୟ
கட்டுப்பாட்டு குழு,କଣ୍ଟ୍ରୋଲ୍ ପ୍ୟାନେଲ୍ |
கட்டுப்பாட்டு சமிக்ஞை,ନିୟନ୍ତ୍ରଣ ସଙ୍କେତ
கட்டுப்பாட்டு சுவிட்ச்,କଣ୍ଟ୍ରୋଲ୍ ସୁଇଚ୍ |
கட்டுப்பாட்டு நாடா,କଣ୍ଟ୍ରୋଲ୍ ଟେପ୍ |
கட்டுப்பாட்டு முனையம்,ନିୟନ୍ତ୍ରଣ ଟର୍ମିନାଲ୍ |
கட்டுப்பாட்டு அலகு (CU),କଣ୍ଟ୍ରୋଲ୍ ୟୁନିଟ୍ (CU)
ஒன்றிணைதல்,ସମ୍ମିଶ୍ରଣ |
உரையாடல்,ବାର୍ତ୍ତାଳାପ |
உரையாடல் நேரப் பகிர்வு,ବାର୍ତ୍ତାଳାପ ସମୟ ବାଣ୍ଟିବା |
மாற்றம்,ରୂପାନ୍ତର
மாற்றி,ରୂପାନ୍ତରକାରୀ |
குக் தேற்றம்,କୁକର ଥିଓରେମ୍ |
இணை செயலி,ସହ-ସଞ୍ଚାଳକ |
நகல்,କପି କରନ୍ତୁ |
பதிப்புரிமை,କପିରାଇଟ୍
தண்டு,କର୍ଡ
கம்பியில்லா தொலைபேசி,କର୍ଡଲେସ୍ ଟେଲିଫୋନ୍ |
தொடர்ச்சி,କରୋଲାରୀ
திருத்தம்,ସଂଶୋଧନ
சிதைக்கப்பட்டது,ଦୁର୍ନୀତିଗ୍ରସ୍ତ
எண்ணிக்கை,ଗଣନା
கவுண்டர்,କାଉଣ୍ଟର
நாட்டின் குறியீடு,ଦେଶ କୋଡ୍
இணை மாறுபாடு,କୋଭାରିଆନ୍ସ |
கவரேஜ்,କଭରେଜ୍ |
விபத்து,ଦୁର୍ଘଟଣା
முக்கியமான பாதை,ଜଟିଳ ପଥ
முக்கியமான பாதை முறை (CPM),ଜଟିଳ ପଥ ପଦ୍ଧତି (CPM)
குறுக்கு சோதனை,କ୍ରସ୍ ଚେକ୍ |
குறுக்கு கம்பைலர்,କ୍ରସ୍ କମ୍ପାଇଲର୍
குறுக்கு தீ,କ୍ରସ୍ ଅଗ୍ନି
குறுக்கு பேச்சு,କ୍ରସ୍ ଟକ୍ |
குறியாக்கவியல்,କ୍ରିପ୍ଟୋଗ୍ରାଫିକ୍
குறியாக்கவியல்,କ୍ରିପ୍ଟୋଗ୍ରାଫି
நாணய சின்னம்,ମୁଦ୍ରା ପ୍ରତୀକ
தற்போதைய அடைவு,ସାମ୍ପ୍ରତିକ ଡିରେକ୍ଟୋରୀ |
தற்போதைய சாளரம்,ସାମ୍ପ୍ରତିକ ୱିଣ୍ଡୋ |
கர்சர்,କର୍ସର୍
வளைவு,ବକ୍ର
வெட்டி ஒட்டு,କାଟି ପେଷ୍ଟ କରନ୍ତୁ |
வெட்டு முறை,କଟ୍ ପଦ୍ଧତି |
சைபர்,ସାଇବର
கணணி மையம்,ସାଇବର କାଫେ
இணைய பணம்,ସାଇବର ନଗଦ
சைபர்,ସାଇବର ଅପରାଧ |
சைபர் டெலிக்ஸ்,ସାଇବର ଡେଲିକ୍ସ |
இணைய சட்டம்,ସାଇବର ନିୟମ |
இணைய செக்ஸ்,ସାଇବର ସେକ୍ସ |
சைபர்னாடிக்ஸ்,ସାଇବରନାଟିକ୍ସ |
சைபர்னேஷன்,ସାଇବରନେସନ୍ |
