Assamese,Tamil
ৰৈখিক প্ৰসাৰণৰ সহগ,நேரியல் விரிவாக்கத்தின் குணகம்
ৰিগ্ৰেছনৰ সহগ,பின்னடைவின் குணகம்
পৃষ্ঠীয় টানৰ সহগ,மேற்பரப்பு பதற்றத்தின் குணகம்
তাৰতম্যৰ সহগ,மாறுபாட்டின் குணகம்
কোফেক্টৰ,இணைக்காரன்
coin throw (মুদ্ৰা টছ),நாணயம் வீசுதல் (நாணயத்தை வீசுதல்)
নমুনা সংগ্ৰহ কৰা,மாதிரி சேகரிப்பு
collinear,கோலினியர்
collinearity,ஒற்றுமை
স্তম্ভ,நெடுவரிசை
স্তম্ভ সমতুল্যতা,நெடுவரிசை சமநிலை
স্তম্ভ সমতুল্য,நெடுவரிசைக்கு சமமானது
স্তম্ভ সমতুল্য মেট্ৰিক্স,நெடுவரிசைக்கு சமமான அணி
স্তম্ভ মেট্ৰিক্স,நிரல் அணி
স্তম্ভ ৰেংক,நெடுவரிசை தரவரிசை
স্তম্ভ হ্ৰাস কৰা ইকলন মেট্ৰিক্স,நெடுவரிசை குறைக்கப்பட்ட echolon matrix
স্তম্ভ ভেক্টৰ,நெடுவரிசை திசையன்
স্তম্ভ অনুসৰি,நெடுவரிசையில்
সংযুক্ত সমীকৰণ,ஒருங்கிணைந்த சமன்பாடு
সাধাৰণ কোণ,பொதுவான கோணம்
সাধাৰণ অক্ষ,பொதுவான அச்சு
সাধাৰণ ভিত্তি,பொதுவான அடிப்படை
সাধাৰণ হৰ,பொதுவான வகுக்கும்
সাধাৰণ পাৰ্থক্য,பொதுவான வேறுபாடு
সাধাৰণ কাৰক,பொதுவான காரணி
সাধাৰণ লগাৰিদম,பொதுவான மடக்கை
সাধাৰণ বহুগুণ,பொதுவான பல
সাধাৰণ অনুপাত,பொதுவான விகிதம்
সাধাৰণ অংশ,பொதுவான பிரிவு
সাধাৰণ দিশ,பொதுவான பக்கம்
সাধাৰণ স্পৰ্শক,பொதுவான தொடுகோடு
সাধাৰণ শব্দ,பொதுவான சொல்
কমিউটেটিভ ল&#39;,பரிமாற்ற சட்டம்
পৰিৱৰ্তনশীল বৈশিষ্ট্য,பரிமாற்ற சொத்து
কমিউটেটিভ নিয়ম,பரிமாற்ற விதி
যোগৰ পৰিৱৰ্তনশীল নিয়ম,கூட்டல் பரிமாற்ற சட்டம்
গুণনৰ পৰিৱৰ্তনশীল নিয়ম,பெருக்கல் பரிமாற்ற விதி
কমিউটেটিভ অপাৰেচন,பரிமாற்ற செயல்பாடு
কমিউটেটৰ গোট,பரிமாற்றி குழு
মেট্ৰিক্সৰ অহা-যোৱা কৰা,மெட்ரிக்குகளின் பரிமாற்றம்
কম্পেক্ট চেট,சிறிய தொகுப்பு
তুলনামূলকতা,ஒப்பீடு
মাধ্যমৰ তুলনা,வழிமுறைகளின் ஒப்பீடு
শতাংশৰ তুলনা,சதவீத ஒப்பீடு
তুলনামূলক পৰীক্ষা,ஒப்பீட்டு சோதனை
সামঞ্জস্যতা সমীকৰণ,பொருந்தக்கூடிய சமன்பாடு
প্ৰতিযোগিতামূলক খেল,போட்டி விளையாட்டு
প্ৰতিযোগিতামূলক পৰিস্থিতি,போட்டி நிலைமை
প্ৰতিযোগিতামূলক কৌশল,போட்டி உத்தி
কম্পাইলাৰ,தொகுப்பி
পৰিপূৰক,நிரப்பு
পৰিপূৰক কোণ,நிரப்பு கோணம்
পৰিপূৰক ঘটনা,நிரப்பு நிகழ்வு பூரக் கட்டனா
পৰিপূৰক কাৰক,நிரப்பு காரணி
পৰিপূৰক কাৰ্য্য,நிரப்பு செயல்பாடு
পৰিপূৰক আধা স্থান,நிரப்பு அரை இடம்
পৰিপূৰক ব্যৱধান,நிரப்பு இடைவெளி
পৰিপূৰক গোট,நிரப்பு தொகுப்பு
পৰিপূৰকতা,நிரப்புதல்
এটা গোটৰ পৰিপূৰক,ஒரு தொகுப்பின் நிரப்பு
সম্পূৰ্ণ লোকপিয়ল,முழுமையான மக்கள் தொகை கணக்கெடுப்பு
সম্পূৰ্ণ সম্পৰ্কীয় মেট্ৰিক্স,முழுமையான தொடர்பு அணி
সম্পূৰ্ণ মেট্ৰিক স্থান,முழுமையான மெட்ரிக் வெளி
সম্পূৰ্ণ অৰ্থনৰ্মেল ছেট,முழுமையான ஆர்த்தோநார்மல் தொகுப்பு
সম্পূৰ্ণ চতুৰ্ভুজ,முழு நாற்கர
সম্পূৰ্ণ ভাগফল,முழுமையான பங்கு
সম্পূৰ্ণ ছেট,மொத்த தொகுப்பு
সম্পূৰ্ণ সমাধান,முழுமையான தீர்வு
সম্পূৰ্ণৰূপে ৰেণ্ডম ডিজাইন,முற்றிலும் சீரற்ற வடிவமைப்பு
জটিল যুক্তি,சிக்கலான வாதம்
জটিল সংযুক্ত,சிக்கலான இணைப்பு
জটিল পাৰ্থক্য,சிக்கலான வேறுபாடு
জটিল ফলন,சிக்கலான செயல்பாடு
জটিল সংহতি,சிக்கலான ஒருங்கிணைப்பு
জটিল মেট্ৰিক্স,சிக்கலான மெட்ரிக்குகள்
জটিল সংখ্যা,சிக்கலான எண்
জটিল সংখ্যাৰ ক্ষেত্ৰ,சிக்கலான எண் புலம்
জটিল অৰ্থগনেল মেট্ৰিক্স,சிக்கலான ஆர்த்தோகனல் அணி
জটিল সমতল,சிக்கலான விமானம்
জটিল পৰিমাণ,சிக்கலான அளவு
জটিল পাৰস্পৰিক,சிக்கலான பரஸ்பர
জটিল ফলাফল,சிக்கலான விளைவாக
জটিল স্থান,சிக்கலான இடம்
জটিল মূল্যৱান ফলন,சிக்கலான மதிப்புள்ள செயல்பாடு
জটিল চলক,சிக்கலான மாறி
