Malayalam,Bengali
കൃത്രിമ ഭാഷ,কৃত্রিম ভাষা
കൃത്രിമ വേരിയബിൾ,কৃত্রিম পরিবর্তনশীল
ആർട്സ് ആപ്ലിക്കേഷൻ ഡാറ്റ ബാങ്ക്,আর্টস অ্যাপ্লিকেশন ডেটা ব্যাংক
ആർട്സ് ആപ്ലിക്കേഷൻ സംഗീതം,আর্টস অ্যাপ্লিকেশন সংগীত
ആർട്സ് ആപ്ലിക്കേഷൻ പാറ്റേൺ തലമുറ,আর্টস অ্যাপ্লিকেশন প্যাটার্ন জেনারেশন
ആസര്ണം,আরোহী
ആരോഹണം അടുക്കുക,আরোহী বাছাই
Alcyly,Ascil
ASCII നിയന്ത്രണ പ്രതീകം,ASCII নিয়ন্ত্রণ চরিত্র
ASCII കീ ബോർഡ്,ASCII কী বোর্ড
വശം,দিক
വശം,দিক এবং
സംയോജിപ്പിക്കുക,একত্রিত করা
ഒരുമിച്ചുകൂട്ടിയ ഉത്ഭവം,একত্রিত উত্স
ദൈർഘ്യം കൂടിച്ചേർന്നു,সময়কাল একত্রিত করুন
അസംബ്ലി,এসেম্বলার
അസംബ്ലിലർ നിർദ്ദേശം,এসেম্বলার ডাইরেক্টিভ
അസംബ്ലർ സൗകര്യം,এসেম্বলার সুবিধা
അസംബ്ലിലർ ഭാഷ,এসেম্বলার ভাষা
കൂട്ടിച്ചേർക്കുന്നു,একত্রিত
ഒത്തുചേരൽ ഘട്ടം,সমাবেশ পর্ব
സമയം ഒത്തുചേരുന്നു,সময় একত্রিত
നിയമനിര്മ്മാണസഭ,সমাবেশ
നിയമസഭാ ഭാഷ,এসেম্বলি
നിയമസഭാ ഭാഷ പ്രോഗ്രാമിംഗ്,অ্যাসেম্বলি ল্যাঙ্গুয়েজ প্রোগ্রামিং
അസംബ്ലി ഭാഷാ സോഫ്റ്റ്വെയർ വഴക്കം,সমাবেশ ভাষা সফ্টওয়্যার নমনীয়তা
നിയമസഭാ പട്ടിക,সমাবেশ তালিকা
നിയമസഭാ ഘട്ടം,সমাবেশ পর্ব
നിയമസഭ,সমাবেশ রুটিন
നിയമസഭാലം,সমাবেশ সময়
നിയമസഭാസം,সমাবেশ ইউনিট
അസൈൻമെന്റ് ഇൻഡെക്സിംഗ്,অ্যাসাইনমেন্ট ইনডেক্সিং
അസൈൻമെന്റ് പ്രവർത്തനം,অ্যাসাইনমেন্ট অপারেশন
അസൈൻമെന്റ് സ്റ്റേറ്റ്മെന്റ്,নিয়োগ বিবৃতি
അസോസിയേറ്റീവ് വിലാസം,সহযোগী ঠিকানা
അസോസിയേറ്റീവ് അറേ രജിസ്റ്റർ,সহযোগী অ্যারে রেজিস্টার
അസോസിയേറ്റീവ് കീ,সহযোগী কী
അസോസിയേറ്റീവ് ഭാഷ,সহযোগী ভাষা
അസോസിയേറ്റീവ് മെമ്മറി,সহযোগী স্মৃতি
അസോസിയേറ്റീവ് സംഭരണം,সহযোগী স্টোরেজ
ദശാംശസ്ഥാനം അനുമാനിച്ചു,দশমিক বিন্দু ধরে নেওয়া
അസമമായ ഉപകരണം,অসমমিত ডিভাইস
അസമമായ ഐ / ഒ,অসমমিত আই/ও
അസിൻക്രണസ്,অ্যাসিঙ্ক্রোনাস
അസിൻക്രണസ് കമ്പ്യൂട്ടർ,অ্যাসিঙ্ক্রোনাস কম্পিউটার
അസിൻക്രണസ് ഡാറ്റ കൈമാറ്റം,অ্যাসিঙ্ক্রোনাস ডেটা ট্রান্সফার
അസിൻക്രണസ് ഡാറ്റ ട്രാൻസ്മിഷൻ,অ্যাসিঙ্ক্রোনাস ডেটা ট্রান্সমিশন
അസിൻക്രണസ് ഉപകരണങ്ങൾ,অ্যাসিঙ্ক্রোনাস ডিভাইস
അസിൻക്രണസ് പ്രവർത്തനം,অ্যাসিঙ্ক্রোনাস অপারেশন
അസിൻക്രണസ് സിഗ്ലിംഗ്,অ্যাসিঙ্ক্রোনাস সিগন্যালিং
അസിൻക്രണസ് ടൈം ഡിവിഷൻ മൾട്ടിക്സ്റ്റിംഗ്,অ্যাসিঙ্ক্রোনাস সময় বিভাগ মাল্টিপ্লেক্সিং
അസിൻക്രണസ് ട്രാൻസ്മിഷൻ,অ্যাসিঙ্ক্রোনাস ট্রান্সমিশন
അസിൻക്രണസ് ജോലി,অ্যাসিঙ্ক্রোনাস ওয়ার্কিং
അറ്റാച്ചുചെയ്ത പ്രോസസ്സിംഗ്,সংযুক্ত প্রক্রিয়াজাতকরণ
അറ്റാച്ചുചെയ്ത പ്രോസസർ,সংযুক্ত প্রসেসর
അറ്റാച്ചുചെയ്ത പിന്തുണ പ്രോസസർ,সংযুক্ত সমর্থন প্রসেসর
പങ്കെടുത്ത പ്രവർത്തനം,অপারেশন উপস্থিত
ട്രയൽ പ്രിന്ററിൽ പങ്കെടുത്തത്,ট্রেল প্রিন্টারে অংশ নিয়েছেন
ശ്രദ്ധ തടസ്സം,মনোযোগ বাধা
ശ്രദ്ധ കീ,মনোযোগ কী
അറ്റൻവറൻസ്,মনোযোগ
അറ്റൻവറേഷൻ സ്ഥിരാങ്കം,অবিচ্ছিন্ন ধ্রুবক
Attenuution വികസനം,মনোযোগ বিকৃতি
അറ്റൻവേഷൻ ഇക്വൈസർ,মনোযোগ সমতুল্য
അറ്റൻവേറ്റർ,অ্যাটেনুয়েটর
ആട്രിബ്യൂട്ട്,বৈশিষ্ট্য
കേൾക്കാവുന്ന അലാറം,শ্রাবণ অ্যালার্ম
ഓഡിയോ കാസറ്റ്,অডিও ক্যাসেট
ഓഡിയോ അന്വേഷണം,অডিও তদন্ত
ഓഡിയോ ലൈൻ,অডিও লাইন
ഓഡിയോ പ്രതികരണം,অডিও প্রতিক্রিয়া
ഓഡിയോ പ്രതികരണ സന്ദേശം,অডিও প্রতিক্রিয়া বার্তা
ഓഡിയോ പ്രതികരണ യൂണിറ്റ്,অডিও প্রতিক্রিয়া ইউনিট
ഓഡിയോപെപ്പ് സ്റ്റോറേജ് യൂണിറ്റ്,অডিওটেপ স্টোরেজ ইউনিট
ഓഡിയോ ടെലികമ്മ്യൂണിക്കേഷൻ ലൈൻ,অডিও টেলিযোগাযোগ লাইন
ഓഡിയോ ടെർമിനൽ,অডিও টার্মিনাল
ഓഡിറ്റ് കമാൻഡ് ഭാഷ,অডিট কমান্ড ভাষা
ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്,অডিট প্রোগ্রামিং
ഓഡിറ്റ് ട്രയൽ,নিরীক্ষা পথ
ഗഹെൻഡ്,অগেন্ড
വര്ദ്ധിപ്പിക്കുക,অগমেন্ট
വര്ഗം,অগমেন্টার
ഗന്ഥകാരി,লেখক
അധികാരമുള്ള,অনুমোদন
രചയിതാവിന്റെ സംവിധാനം,অনুমোদন ব্যবস্থা
അധികാരം,কর্তৃপক্ষ
അംഗീകാര കോഡ്,অনুমোদন কোড
അംഗീകൃത ലൈബ്രറി,অনুমোদিত গ্রন্থাগার
അംഗീകൃത പ്രോഗ്രാം,অনুমোদিত প্রোগ্রাম
അംഗീകൃത പ്രോഗ്രാം സൗകര്യം,অনুমোদিত প্রোগ্রাম সুবিধা
യാന്ത്രിക സംഗ്രഹം,অটো অ্যাবস্ট্রাক্ট
തനിയെ ഉത്തരം,স্বয়ংক্রিয় উত্তর
യാന്ത്രിക ബൂട്ടിംഗ്,অটো বুটিং
യാന്ത്രിക ബൈപാസ്,অটো বাইপাস
യാന്ത്രിക കോൾ (= യാന്ത്രിക കോളിംഗ്),অটো কল (= স্বয়ংক্রিয় কলিং)
യാന്ത്രിക കോഡർ,অটো কোডার
യാന്ത്രിക ഡയൽ,স্বয়ংক্রিয় কল
ഓട്ടോഫ്ലോ,অটোফ্লো
യാന്ത്രിക സൂചിക,অটো সূচক
യാന്ത്രിക സൂചിക വിലാസം,অটো ইনডেক্সড অ্যাড্রেসিং
ഓട്ടോമാറ്റ,অটোমেটা
ഓട്ടോമാറ്റ സിദ്ധാന്തം,অটোমেটা তত্ত্ব
