English,Kannada
Arctic,ಆರ್ಸಿಟಿಕ್
Arctic tern,ಆರ್ಕ್ಟಿಕ್ ಟೆರ್ನ್
Arctic tundra,ಆರ್ಕ್ಟಿಕ್ ಟಂಡ್ರಾ
Ardea,ಹಚ್ಚೆ
Areolar tissue,ಐಸೊಲಾರ್ ಅಂಗಾಂಶ
Argemone (prickly poppy),ಅರ್ಜೆಮೊನ್ (ಮುಳ್ಳು ಗಸಗಸೆ)
Argemone mexicana,ಆರ್ಜೆಮೋನ್ ಮೆಕ್ಸಿಕಾನಾ
Arginine,ಅರ್ಜಿನೈನ್
Arid region,ಶುಷ್ಕ ಪ್ರದೇಶ
Aristolochiaceae,ಅರಿಸ್ಟೊಲೋಚಿಯಾಸಿಯ
Arm feeding,ತೋಳು ಆಹಾರ
Armyworm,ಸೈನ್ಯದ ಹುಳು
Aroid,ಹಳ್ಳಿಗೋಳು
Aroma,ಸುವಾಸನೆ
Arrester,ಬಂಧಕ
Artemisia,ಆರ್ಟೆಮಿಸಿಯಾ
Arterial systolic,ಅಪಧಮನಿಯ ಸಿಸ್ಟೊಲಿಕ್
Arteriosclerotic,ಅಪಧಮನಿಯ ಕರ್ಣೀಯ
Arthropod,ಸ್ರವಿಸುವ
Arthritis,ಸಂಧಿವಾತ
Arthropoda,ಸ್ರವಿಸುವ
Articular cartilage,ಕೀಲಿನ ಕಾರ್ಟಿಲೆಜ್
Articulate,ಉಚ್ಚಾಟನೆ ಮಾಡುವ
Articulated,ನಿರೂಪಿಸಿದ
Artificial pacemaker,ಕೃತಕ ಪೇಸ್‌ಮೇಕರ್
Artificial selection,ಕೃತಕ ಆಯ್ಕೆ
Artocarpus heterophyllus,ಆರ್ಟೋಕಾರ್ಪಸ್ ಹೆಟೆರೊಫಿಲಸ್
Asbestos fibre,ಕಲ್ನಾರು ನಾರು
Asbestosis,ಕಲ್ನಾರು
Ascaris,ಸ ೦ ತಗುಲು
Ascending chromatography,ಆರೋಹಣ ಕ್ರೊಮ್ಯಾಟೋಗ್ರಫಿ
Ascidia,ಹಸುರು
Ascidian,ಚಂದಾದಾರಿ
Ascocarp,ತೂರೋಲನ
Ascomycetes,ಅಸ್ಕುಲಗಳು
Ascorbic acid,ಆಸ್ಕೋರ್ಬಿಕ್ ಆಮ್ಲ
Ascospore,ಆಸ್ಕೋಸ್ಪೋರ್
Ascus,ಸ ೦ ಗಳು
Aseptate,ಅಸೆನ್ನಣಗೀತೆ
Asexual reproduction,ಅಲೈಂಗಿಕ ಸಂತಾನೋತ್ಪತ್ತಿ
Asexual spore,ಅಲೈತಿಕ ಬೀಜಕ
Asparagine synthetase,ಶತಾವರಿ ಸಂಶ್ಲೇಷಣೆ
Asparagus,ಶತಾವರಿ
Aspartic acid,ಆಸ್ಪರ್ಟಿಕ್ ಆಮ್ಲ
Aspergillus niger,ಆಸ್ಪರ್ಜಿಲಸ್ ನೈಜರ್
Aspergillus,ಕಪಟ
Asphodelus tenuifolius,ಆಸ್ಫೋಡೆಲಸ್ ಟೆನುಫೋಲಿಯಸ್
Aspirin,ಆಸ್ಪಿರಿನ್
Assay,ಪರಾಕ್ರಮ
Assemblage,ಜೋಡಣೆ
Assimilation efficiency,ಏಕೀಕರಣ ದಕ್ಷತೆ
Assimilatory root,ಒಟ್ಟುಗೂಡಿಸುವ ಮೂಲ
Assisted reproductive technique,ನೆರವಿನ ಸಂತಾನೋತ್ಪತ್ತಿ ತಂತ್ರ
Association area,ಸಂಘ ಪ್ರದೇಶ
Associative symbiosis,ಸಹಾಯಕ ಸಹಜೀವನ
Assortment and recombination,ವಿಂಗಡಣೆ ಮತ್ತು ಮರುಸಂಯೋಜನೆ
Assortment of factor,ಅಂಶದ ವಿಂಗಡಣೆ
Astacus,ಗಾಡಿ
Asteraceae,ಕನ್ನಡಕ
Asterales,ಕನ್ನಡಕ
Asteroid,ಕ್ಷುದ್ರಗ್ರಹ
Asthma,ಉಬ್ಬಸ
Astragalus gummifer,ಅಬ್ಬರಕ
Astral spindle pole,ಆಸ್ಟ್ರಲ್ ಸ್ಪಿಂಡಲ್ ಧ್ರುವ
Astronomer,ಖಗೋಳ ವಿಜ್ಞಾನಿ
Asymmetric karyotype,ಅಸಮ್ಮಿತ ಕ್ಯಾರಿಯೋಟೈಪ್
Asymmetrical,ಅಸಮ್ಮತಿಗೆ ಸಂಬಂಧಿಸಿದ
Atheromatous,ಅಪಧಮನಿಕಾಠಕ
Atherosclerosis,ಅಪಧಮನಿಕಾಠಿಣ್ಯ
Atherosclerotic plaque,ಅಪಧಮನಶಾಸ್ತ್ರದ ಫಲಕ
Atlas,ಅಡ್ಡಿ
Atlas vertebra,ಅಟ್ಲಾಸ್ ಕಶೇರು
Atmosphere,ವಾತಾವರಣ
Atmospheric,ವಾತಾವರಣದ
Atmospheric inputs,ವಾತಾವರಣದ ಒಳಹರಿವು
Atomic force microscope,ಪರಮಾಣು ಬಲ ಸೂಕ್ಷ್ಮದರ್ಶಕ
Atom,ಪರಮಾಣು
ATP ase,ಎಟಿಪಿ ಎಎಸ್ಇ
Atrial contraction,ಹೃತ್ಕರ್ಣದ ಸಂಕೋಚನ
Atrial fibrillation,ಹೃತ್ಕರ್ಣದ
Atrial natriuretic factor (ANF),ಹೃತ್ಕರ್ಣದ ನ್ಯಾಟ್ರಿಯುರೆಟಿಕ್ ಫ್ಯಾಕ್ಟರ್ (ಎಎನ್ಎಫ್)
Atrial node,ಹೃತ್ಕರ್ಣದ ಹೆರೋಡ್
Atrial systole,ಹೃತ್ಕರ್ಣದ ಸಿಸ್ಟೋಲ್
Atrioventricular node,ಅಟ್ರಿಯೊವೆಂಟ್ರಿಕ್ಯುಲರ್ ನೋಡ್
Atrioventricular valve,ಅಟ್ರಿಯೊವೆಂಟ್ರಿಕ್ಯುಲರ್ ಕವಾಟ
Atrium (peatria),ಹೃತ್ಕರ್ಣ (ಪೀಟ್ರಿಯಾ)
Atrium (peatria),ಹೃತ್ಕರ್ಣ (ಪೀಟ್ರಿಯಾ)
Atropa belladonna,ಅಟ್ರೋಪಾ ಬೆಲ್ಲಡೋನಾ
Atrophy,ಕ್ಷೀಣತೆ
Atropine alkaloid,ಪತಂಗ
Attachment plate,ಲಗತ್ತಿನ ತಟ್ಟೆ
Auditory cortex,ಶ್ರವಣೇಂದ್ರಿಯ ಕಾರ್ಟೆಕ್ಸ್
Aulosira,Aಲೋಹ
Auricle (auricula),ಆರಿಕಲ್ (ಆರಿಕುಲಾ)
Auricle (auricula),ಆರಿಕಲ್ (ಆರಿಕುಲಾ)
Auricle (auricula),ಆರಿಕಲ್ (ಆರಿಕುಲಾ)
Auricle (auricula),ಆರಿಕಲ್ (ಆರಿಕುಲಾ)
Australopithecines,ಆಸ್ಟ್ರೇಲಿಪಿಥೆಸಿನ್ಸ್
Autecology,ಸ್ವಾಯತ್ತಶಾಸ್ತ್ರ
Automated DNA sequencer,ಸ್ವಯಂಚಾಲಿತ ಡಿಎನ್‌ಎ ಸೀಕ್ವೆನ್ಸರ್
Autopolyploid,ಸ್ವಯಂಚಾಲನ ಫಲಕ
Autoanalyser,ಸ್ವಾಯತ್ತನ
Autogamy,ಸ್ವಯಂಚಾಲಿತ
Autogamy,ಸ್ವಯಂಚಾಲಿತ
Autograft,ಸ್ವಾರಸ್ಯ
Autoimmune disease,ಸ್ವಯಂಚಾಲಿತ ಕಾಯಿಲೆ
Automobile exhaust,ವಾಹನ ನಿಷ್ಕಾಸ
Autonomic (involuntary) nervous system,ಸ್ವನಿಯಂತ್ರಿತ (ಅನೈಚ್ ary ಿಕ) ನರಮಂಡಲ
Autophagic lysosome,ಆಟೊಫ್ಯಾಜಿಕ್ ಲೈಸೋಸೋಮ್
Autoploid,ಸ್ವಯಂಚಾಲನ
Autopodium,ತಗಿಸುವ
Autopolyploid,ಸ್ವಯಂಚಾಲನ ಫಲಕ
Autosomal chromorome,ಆಟೋಸೋಮಲ್ ಕ್ರೋಮೊರಮ್
Autosomal gene,ಆಟೋಸೋಮಲ್ ಜೀನ್
Autosome,ಆಟೊಸೋಮ್
Autotetraploid,ಆಟೊಟೆಟ್ರಾಪ್ಲಾಯ್ಡ್
Autotomy,ಸ್ವಯಂಚಾಲನತೆ
Autotriploid variety,ಆಟೊಟ್ರಿಪ್ಲಾಯ್ಡ್ ಪ್ರಭೇದ
Autotroph,ಆಟೋಟ್ರೋಫ್
Autumn wood,ಶರತ್ಕಾಲ ಮರ
Auxanograph,ಏಕಸ್ವಾಮ್ಯ
Auxanometer,ಸಮಾಚತರಣಕ
Auxetic growth,ಸಹಾಯಕ ಬೆಳವಣಿಗೆ
Auxin,ತತ್ತ್ವ
Auxotroph,ಅರಣ್ಯ
A V bundle,ಎ ವಿ ಬಂಡಲ್
Aves,ಅವೆಸ್
Avicennia,ಅವಶೇಷ
Awn,ಉಗುಳು
Axial skeleton,ಅಕ್ಷೀಯ ಅಸ್ಥಿಪಂಜರ
Axile,ದಳಪಲ್ಲ
Axillary bud,ಅಕ್ಷೀಯ ಮೊಗ್ಗು
Axillary,ಅಕ್ಷೀಯ
Axis vertebra,ಅಕ್ಷದ ಕಶೇರು
Axon,ಕಣ್ಣುಹಾಯ
Axonal membrane,ಆಕ್ಸೋನಲ್ ಪೊರೆಯು
Axonally,ಸಂಧಿವಾತ
Axoneme,ದಗಾ
Azospirillum,ಅಣಕೆಯ
Azotobacter,ದನಕ
Azygous vein,ಅಜೈಗಸ್ ಧಾಟ
Bacillus anthracis,ಬ್ಯಾಸಿಲಸ್ ಆಂಥ್ರಾಸಿಸ್
Bacillus thuringiensis (Bt),ಬ್ಯಾಸಿಲಸ್ ಥುರಿಂಜಿಯೆನ್ಸಿಸ್ (ಬಿಟಿ)
Bacillus,ಗಾಡಿ
Bacteria,ಬ್ಯಾಕ್ಟೀರಿಯಾ
Bacterial,ಬ್ಯಾಕ್ಟೀರಿಯಾದ
Bacterial artificial chromosome (BAC),ಬ್ಯಾಕ್ಟೀರಿಯಾದ ಕೃತಕ ವರ್ಣತಂತು (ಬಿಎಸಿ)
Bacterial pathogen,ಬ್ಯಾಕ್ಟೀರದ ರೋಗಕಾರಕ
Bacterial plasma membrane,ಬ್ಯಾಕ್ಟೀರಿಯಾದ ಪ್ಲಾಸ್ಮಾ ಪೊರೆಯ
Bacterial strain,ಬ್ಯಾಕ್ಟೀರದ ಒತ್ತಡ
Bacteriological,ಬ್ಯಾಕ್ಟೀರಿಯದ
Bacteriological nomenclature,ಬ್ಯಾಕ್ಟೀರಿಯೊಲಾಜಿಕಲ್ ನಾಮಕರಣ
Bacteriophage,ಜಿಗಿತ
Bacterium,ಜಿಗಿತ
Baculovirus,ಕಸಾಯಿಖಾನೆ
Bagging,ಜರುಗಿಸುವುದು
Balaenoptera,ಬಾಲಿನೋಪ್ಟೆರಾ
Balanced polymorphism,ಸಮತೋಲಿತ ಬಹುರೂಪತೆ
Balancing selection,ಸಮತೋಲನ ಆಯ್ಕೆ
Balanoglossus,ಬಲಾನೊಗ್ಲೋಸಸ್
Balanus,ಒಂದು ತರದ ಬಿರುಗಾಳಿ
Balausta,ತಾರಾಗಳು
Ball and socket joint,ಚೆಂಡು ಮತ್ತು ಸಾಕೆಟ್ ಜಂಟಿ
Balloon catherization,ಬಲೂನ್ ಕ್ಯಾಥರೈಸೇಶನ್
Bam H I,ಬಾಮ್ ಎಚ್ ಐ
Bamboo-shoot,ಬಿದಿ
Banded anteater,ಬ್ಯಾಂಡೆಡ್ ಆಂಟೀಟರ್
Banding technique,ಬ್ಯಾಂಡಿಂಗ್ ತಂತ್ರ
Barbiturate,ಗಲಿಬಿಲಿತ್ಯ
Bare rock,ಬರಿ ರಾಕ್
Barrier,ತಡೆಗೋಡೆ
Bark,ತೊಗಟೆ
Barnacle,ಶೀತಲಕ
Basal body,ತಳದ ದೇಹ
Basal cover,ತಳದ ಹೊದಿಕೆ
Basal ganglion,ತಳದ ಗ್ಯಾಂಗ್ಲಿಯಾನ್
Basal pad,ತಳದ
Base,ಬೇನೆ
Base pair,ಬೇಸ್ ಜೋಡಿ
Basement membrane,ಬೇಸ್ಮೆಂಟ್ ಮೆಂಬರೇನ್
Basidiocarp,ಹುಷೋಪಾರ್ಪ್
Basidiomycetes,ಹುಸಿಡಿಯೊಮೈಸೆಟ್ಸ್
Basidiospore,ಹುಸಿಪೋರ್
Basidium,ನಾರು
Basifixed,ಹುಳ
Basilar membrane,ಹಳ್ಳದ ಪೊರೆಯ
Basipetal internode order,ಬೆಸಿಟಲ್ ಇಂಟರ್ನೋಡ್ ಆದೇಶ
Basophil,ಬಾಸಡೆ
Basophilic,ಬಾಸೊಫಿಲಿನ
Batesian mimicry,ಬೇಟಿಯನ್ ಮಿಮಿಕ್ರಿ
Bath sponge,ಸ್ನಾನದ ಸ್ಪಂಜು
Bath sponge,ಸ್ನಾನದ ಸ್ಪಂಜು
Bauhinia,ಮಾಟ
Beat,ಹೊಡೆ
Beehive,ಜೇನುಗೂಡು
Beewax,ಬುದ್ದಿ
Begonia,ಬಿರುಗೂರಿ
Behavioural adaptation,ವರ್ತನೆಯ ಹೊಂದಾಣಿಕೆ
Bel,ಬೆಳ್ಳೆ
Belladonna,ಬೆಲ್ಲ
Benign tumour,ಹಾನಿಕರವಲ್ಲದ ಗೆಡ್ಡೆ
Benthic,ಬೆನ್ನಿನ
Benzene hexachloride (BHC),ಬೆಂಜೀನ್ ಹೆಕ್ಸಾಕ್ಲೋರೈಡ್ (ಬಿಎಚ್ಸಿ)
Benzene,ಬೆನ್ನೆಲುಬು
Berenil,ಒಂದು ತರದ ಬಾಚು
Berry,ಗಡಿಗೊಡು
Beta diversity,ಬೀಟಾ ವೈವಿಧ್ಯತೆ
Betula,ಒಂದು ಬಗೆಯ ಬೆಲು
B-globin,ಬಿಳುಗು
Bhang,ಭಾಂಗ್
Bhetki,ಭಕ್ತ
B-horizon,ಬೆಸುಗದ
Bicarbonate,ದ್ವಿವರ್ಗಹದ
Bicarpellary,ದ್ವಿಪಾಕಶಾಲ
Bicarpellatae,ಬಿಕಾರ್ಪೆಲ್ಲಾಟಾ
Biceps,ಕೈಚೀಲ
Biconcave,ಬಾಯಿ
Biconvex,ಬಿರಡೆದ
Biconvex-spherical lens,ಬೈಕಾನ್ವೆಕ್ಸ್-ಗೋಳಾಕಾರದ ಮಸೂರ
Bicuspid valve,ಉಪಜಾತ ಕವಾಟ
Bidder's canal,ಬಿಡ್ದಾರರ ಕಾಲುವೆ
Bidder's organ,ಬಿಡ್ದಾರರ ಅಂಗ
Biennial,ದ್ವೈವಾರ್ಷಿಕ
Big Bang theory,ದೊಡ್ಡ ಬ್ಯಾಂಗ್ ಸಿದ್ಧಾಂತ
Bilabiate,ತಿಕ್ಕಲ
Bilateral symmetry,ದ್ವಿಪಕ್ಷೀಯ ಸಮ್ಮಿತಿ
Bilateria,ದ್ವಿಜಾತ
Bilayer,ದ್ವಿಪಾತಕ
Bile,ಪಿಶಾಚಿಕ
Bile pigment,ಪಿತ್ತರಸ ವರ್ಣದ
Bile salt,ಪಿತ್ತರಸ ಉಪ್ಪು
Binary fission,ಬೈನರಿ ವಿದಳನ
Binding fluorochrome,ಬಂಧಿಸುವ ಫ್ಲೋರೋಕ್ರೋಮ್
Binding of substrate,ತಲಾಧಾರದ ಬಂಧನ
Binocular,ಜೈಲು ಪ್ರದೇಶದ
Binocular head,ಬೈಿನಾಕ್ಯುಲರ್ ತಲೆ
Binocular vision,ಬೈನಾಕ್ಯುಲರ್ ದೃಷ್ಟಿ
Binomial,ದ್ವಿಪದೀಯ
Binomial nomenclature,ದ್ವಿಪದ ನಾಮಕರಣ
Binomial system,ದ್ವಿಪದ ವ್ಯವಸ್ಥೆ
Binuleate,ದ್ವಿಚಲಕ
Bioactive microbial product,ಜೈವಿಕ ಸಕ್ರಿಯ ಸೂಕ್ಷ್ಮಜೀವಿಯ ಉತ್ಪನ್ನ
Biochemical pathway,ಜೀವರಾಸಾಯನ ಮಾರ್ಗ
Biochemical reaction,ಜೀವರಾಸಾಯನದ ಪ್ರತಿಕ್ರಿಯೆ
Biomedical engineering,ಬಯೋಮೆಡಿಕಲ್ ಎಂಜಿನಿಯರಿಂಗ್
Biosynthetic phase,ಜೈವಿಕ ಸಂಶ್ಲೇಷಿತ ಹಂತ
Bioweapon agent,ಬಯೋವಾಪನ್ ದಳ್ಳಾಲಿ
Bioassay,ಜೈವಿಕ
Biochemical,ಜಡತ್ವ ರಾಸಾಯನಿಕ
Biochemical autoanalyser,ಜೀವರಾಸಾಯನಿಕ ಆಟಾನಲೈಸರ್
Biochemical characterization,ಜೀವರಾಸಾಯನಿಕ ಗುಣಲಕ್ಷಣ
Biochemical oxygen demand (BOD),ಜೀವರಾಸಾಯನಿಕ ಆಮ್ಲಜನಕ ಬೇಡಿಕೆ (ಬಿಒಡಿ)
Biochemical pathway,ಜೀವರಾಸಾಯನ ಮಾರ್ಗ
Biochemical taxonomy,ಜೀವರಾಸಾಯನಿಕ ಜೀವಕೀಣಿ
Biochemical technique,ಜೀವರಾಸಾಯನ ತಂತ್ರ
Biochemistry,ಜೀವರಾಸಾಯನಶಾಸ್ತ್ರ
Biocide,ಬಯೋಸೈಡ್
Biocide residue,ಬಯೋಸೈಡ್ ಶೇಷ
Biodegradable insecticide,ಜೈವಿಕ ವಿಘಟನೀಯ ಕೀಟನಾಶಕ
Biodegradable organic waste,ಜೈವಿಕ ವಿಘಟನೀಯ ಸಾವಯವ ತ್ಯಾಜ್ಯ
Biodegradable pesticide,ಜೈವಿಕ ವಿಘಟನೀಯ ಕೀಟನಾಶಕ
Biodiversity,ಜೈವಿಕ ವೈವಿಧ್ಯತೆ
Bioethics,ಜೈವಿಕ ಉತ್ಪಾದಕ
Biofertilizer,ಜೈವಿಕ ಗಡಿ
Biofortification,ಜೈವಿಕ ಜೀವಕೋಶ
Biogenesis,ಜೈವೋಕ್ತಿಗಳು
Biogenetic law,ಜೈವಿಕ ಉತ್ಪಾದನೆಯ ಕಾನೂನು
Biogeochemical cycle,ಜೈವಿಕ ರಾಸಾಯನಿಕ ಚಕ್ರ
Biogeographical region,ಜೈವಿಕ ಭೂಗೋಳದ ಪ್ರದೇಶ
Biogeography,ಜೈವಿಕ ಭೂಗೋಳಶಾಸ್ತ್ರ
Bioinformatics,ಜೈವಿಕ ರಚನೆ
Biolistic gun (gene gun),ಬಯೋಲಿಸ್ಟಿಕ್ ಗನ್ (ಜೀನ್ ಗನ್)
Biolistics,ಬಯೋಲಿಕ್ಸ್
Biological and physical barrier,ಜೈವಿಕ ಮತ್ತು ದೈಹಿಕ ತಡೆಗೋಡೆ
Biological being,ಜೈವಿಕ ಜೀವಿ
Biological chemistry,ಜೈವಿಕ ರಸಾಯನಶಾಸ್ತ್ರ
Biological classification,ಜೈವಿಕ ವರ್ಗೀಕರಣ
Biological community,ಜೈವಿಕ ಸಮುದಾಯ
Biological control,ಜೈವಿಕ ನಿಯಂತ್ರಣ
Biological diversity,ಜೈವಿಕ ವೈವಿಧ್ಯತೆ
Biological evolution,ಜೈವಿಕ ವಿಕಸನ
Biological farming,ಜೈವಿಕ ಕೃಷಿ
Biological legacy,ಜೈವಿಕ ಪರಂಪರೆ
Biological magnification,ಜೈವಿಕ ವರ್ಧನೆ
Biological nitrogen fixation,ಜೈವಿಕ ಸಾರಜನಕ ಸ್ಥಿರೀಕರಣ
Biological pigment,ಜೈವಿಕ ವರ್ಣದ್ರವ್ಯ
Biological species concept,ಜೈವಿಕ ಪ್ರಭೇದಗಳ ಪರಿಕಲ್ಪನೆ
Biological system,ಜೈವಿಕ ವ್ಯವಸ್ಥೆಯ
Biological war (bio-war),ಜೈವಿಕ ಯುದ್ಧ (ಜೈವಿಕ ಯುದ್ಧ)
Biological weapon (bio-weapon),ಜೈವಿಕ ಆಯುಧ (ಜೈವಿಕ ಶಸ್ತ್ರಾಸ್ತ್ರ)
Biologicals,ಜೈವಿಕ ವಿಜ್ಞಾನ
Biologist,ಜೀವಶಾಸ್ತ್ರಜ್ಞ
Biology,ಜೀವಶಾಸ್ತ್ರ
Bioluminescence,ಜೈವಿಕ ಇಂಧನ
Biomass,ಜೀವರಾಶಿ
Biomass fuel,ಜೀವರಾಶಿ ಇಂಧನ
Biome,ಬಯೋಮ್
Biomedical engineering,ಬಯೋಮೆಡಿಕಲ್ ಎಂಜಿನಿಯರಿಂಗ್
Biomedical technology,ಬಯೋಮೆಡಿಕಲ್ ತಂತ್ರಜ್ಞಾನ
Biomolecule,ಜೈವಿಕ ಅಣುಗಳು
Biopatent,ಜೀವಕೋಶದ
Biopharmaceutical,ಜೈವಿಕ ಭೌತಚಿಕಿತ್ಸೆಯ
Biophysical,ಜೈವಿಕ ಭೌತಿಕ
Biophysics,ಬಯೋಫಿಸಿಕ್ಸ್
Biopiracy,ಜೀವಾನಾವಳಿ
Biopotential amplifier,ಜೀವವ್ಯಾವಧಿ ಆಂಪ್ಲಿಫೈಯರ್
Bioreactor,ಜೈವಿಕ ರಿಯಾಯಿತಿ
Bioremediation,ದ್ವಿಮುಖತೆ
Biosolid,ಬಯುಸೋಲಿಡ್
Biosphere resources,ಜೀವಗೋಳ ಸಂಪನ್ಮೂಲಗಳು
Biosphere,ಜೀವಗೋಳ
Biosynthetic pathway,ಜೈವಿಕ ಸಂಶ್ಲೇಷಿತ ಮಾರ್ಗ
Biosynthetic phase,ಜೈವಿಕ ಸಂಶ್ಲೇಷಿತ ಹಂತ
Biosystematics,ಜೈವಿಕ ವ್ಯವಸ್ಥೆಗಳ
Biotechnology,ಜೈವಿಕ ತಂತ್ರಜ್ಞಾನ
Bioterrorism,ಜೈವಿಕ ಭಯಂಕರತೆ
Biotic,ಜೈವಿಕ
Biotic community,ಜೈವಿಕ ಸಮುದಾಯ
Biotic factor,ಜೈವಿಕ ಅಂಶ
Biowar,ಜೈವಿಕಾರ್
Bioweapon agent,ಬಯೋವಾಪನ್ ದಳ್ಳಾಲಿ
Biparous,ಎರಡು
Biphosphoglycerate,ಬೈಫಾಸ್ಫಾಸ್ಫ್ಲೈಸೆರೇಟ್ ಮಾಡು
Bipinnate,ದ್ವಿಗೀನ
Bipolar nerve cell,ಬೈಪೋಲಾರ್ ನರ ಕೋಶ
Bipolar neuron,ಬೈಪೋಲಾರ್ ನರಕೋಶ
Bird,ಪಕ್ಷಿ
Bird flu virus,ಪಕ್ಷಿ
Bisexual,ದ್ವಿಲಿಂಗಿ
Bisexual flower,ದ್ವಿಲಿಂಗದ ಹೂವು
Biting and chewing type,ಕಚ್ಚುವ ಮತ್ತು ಚೂಯಿಂಗ್ ಪ್ರಕಾರ
Bivalent,ಜೈಲು
Bizarre behavior,ವಿಲಕ್ಷಣ ವರ್ತನೆ
Black berry,ಕಪ್ಪು ಬೆರ್ರಿ
Black foot disease,ಕಪ್ಪು ಕಾಲು ರೋಗ
Black rot of crucifer,ಕ್ರೂಸಿಫರ್ನ ಕಪ್ಪು ಕೊಳೆತ
Bladder wort,ಗಾಳಿಗೊಡು
Bladder,ಮೂತ್ರ ಕೋಶ
Bladderwort,ಗಾಳಿಯ
Bladderworm,ಗಾಳಿಯ ಹುಳು
Blastocole,ಚಿರತೆ
Blastocyst,ಚಾಚು
Blastomere,ರಭಸ
Blastula,ಬಂಡಿಲೆ
Blended,ಮಿಶ್ರಣವಾದ
Blind sac,ಕುರುಡು ಚೀಲ
Blind spot,ಕುರುಡುತನ
Blood clotting factor,ರಕ್ತ ಹೆಪ್ಪುಗಟ್ಟುವಿಕೆಯ ಅಂಶ
Blood corpuscle,ರಕ್ತದ ಕಾರ್ಪಸ್ಕಲ್
Blood flow,ರಕ್ತದ ಹರಿವು
Blood group,ರಕ್ತದ ಗುಂಪು
Blood serum,ರಕ್ತದ ಸೀರಂ
Blood vessel,ರಕ್ತ ನಾಳ
Bloodstream,ರಕ್ತಪ್ರವಾಹ
Blotting,ಚಿರತೆ
Blue baby syndrome,ನೀಲಿ ಬೇಬಿ ಸಿಂಡ್ರೋಮ್
Blue berry,ಬೆರಿಹಣ್ಣಿನ
Blue green algae,ನೀಲಿ ಹಸಿರು ಪಾಚಿಗಳು
Blue revolution,ನೀಲಿ ಕ್ರಾಂತಿ
Blue whale,ನೀಲಿ ತಿಮಿಂಗಿಲ
Blue end ligation,ನೀಲಿ ಕೊನೆಯ ಬಂಧನ
Blurring of vision,ದೃಷ್ಟಿಯನ್ನು ಮಸುಕಾಗಿಸುವುದು
Bobcat,ಬೋಳು
Body,ದೇಹ
Body (somatic) cell,ದೇಹ (ದೈಹಿಕ) ಕೋಶ
Body fluid,ದೇಹದ ದ್ರವ
Boerhaavia,ಬೋಯರ್ಹಾವಿಯ
Bog,ಚಿಮ್ಮು
Boll worm,ಬಾಲ್ ಹುಳು
Bolus,ಕಸಾಯಿಖಾನೆ
Bomb caloriometer,ಬಾಂಬ್ ಕ್ಯಾಲೋರಿಯೊಮೀಟರ್
Bombay duck,ಬಾಂಬೆ ಬಾತುಕೋಳಿ
Bombyx,ಗಂಡುಬೀರಿ
Bone marrow,ಮೂಳೆ ಮಜ್ಜೆಯ
Bonellia,ಬೋನೆಲಿಯಾ
Bony labyrinth,ಎಲುಬಿನ
Bony structure,ಎಲುಬಿನ ರಚನೆ
Book gill,ಪುಸ್ತಕ ಗಿಲ್
Bordered pit,ಗಡಿರೇಖೆಯ ಹಳ್ಳ
Botanical,ಸಸ್ಯಶಾಸ್ತ್ರೀಯ
Botanical garden,ಬೊಟಾನಿಕಲ್ ತೋಟ
Botanical nomenclature,ಬೊಟಾನಿಕಲ್ ನಾಮಕರಣ
Botanist,ಸಸ್ಯಶಾಸ್ತ್ರಜ್ಞ
Botany,ಸಸ್ಯಶಾಸ್ತ್ರ
Bottleneck effect,ಅಡಚಣೆ
Bottom dweller,ತಳಹದಕ
Bottom dwelling,ತಳಹದಿ
Bougainvillea,ಬಾಗ್‌ನ್ವಿಲ್ಲಾ
Bowman capsule,ಎದೆಗುಂದಿದ ಕ್ಯಾಪ್ಸುಲ್
Bowman's gland,ಬೌಮನ್ ಗ್ರಂಥಿ
Bracket fungi,ಬ್ರಾಕೆಟ್ ಶಿಲೀಂಧ್ರಗಳು
Bract,ಚೂರು
Bracteate,ಬಂಡಿ
Bracteolate,ಚೂರುಪಾರು
Bracteole,ಕಸಾಯಿಖಾನೆ
Brain,ಮೆದುಳು
Brain box,ಮಿದುಳು ಪೆಟ್ಟಿಗೆ
Brain dead,ಮಿದುಳು ಸತ್ತ
Brain ganglion,ಮೆದುಳಿನ ಗ್ಯಾಂಗ್ಲಿಯಾನ್
Brain stem,ಮೆದುಳು ಕಾಂಡ
Branching,ಕವಲೊಡೆ
Branchiostoma,ಕವಲೊಡೆಯ
Brazzein,ಹಳ್ಳ
Bread mould,ಬ್ರೆಡ್ ಅಚ್ಚು
Breast milk,ಎದೆ ಹಾಲು
Breeder,ತಳಿಗಾರ
Breeding biology,ಸಂತಾನೋತ್ಪತ್ತಿ ಮಾಡುವ ಜೀವಶಾಸ್ತ್ರ
Brewer's yeast,ಬ್ರೂವರ್ಸ್ ಯೀಸ್ಟ್
Bridge,ಸೇತುವೆ
Bright field microscope,ಪ್ರಕಾಶಮಾನವಾದ ಕ್ಷೇತ್ರ ಸೂಕ್ಷ್ಮದರ್ಶಕ
Brittle star,ಸುಲಭವಾಗಿ ನಕ್ಷತ್ರ
Broad bean,ವಿಶಾಲ ಹುರುಳಿ
Broccoli,ಕೋಸುಗಡ್ಡೆ
Bronchiole,ಶ್ವಾಸನಾಳದ
Bronchitis,ಶ್ವಾಸನಾಳದ ಉರಿಯೂತ
Bronchodilator drug,ಬ್ರಾಂಕೋಡೈಲೇಟರ್ .ಷಧ
Brood,ಸಂಸಾರ
