Tamil,Odiya
BNC இணைப்பாளர்,BNC ଯୋଗକର୍ତ୍ତା |
வழியில்,ବାଟରେ
பைபாஸ் மின்தேக்கி,ବାଇପାସ୍ କ୍ୟାପେସିଟର୍ |
பைட்,ବାଇଟ୍ |
வி இசைக்குழு,ଭି ବ୍ୟାଣ୍ଡ |
சி பேண்ட் ஆண்டெனா,ସି ବ୍ୟାଣ୍ଡ ଆଣ୍ଟେନା |
கம்பி,ତାର
கம்பி வழித்தடம்,ତାର ମାର୍ଗ
தந்தி தொலைக்காட்சி,ଟେଲିଗ୍ରାଫ୍ ଟେଲିଭିଜନ |
கேச் நினைவகம்,କ୍ୟାଶେ ମେମୋରୀ
சிசிம் அதிர்வெண் தரநிலை,ସିସିମ୍ ଫ୍ରିକ୍ୱେନ୍ସି ଷ୍ଟାଣ୍ଡାର୍ଡ |
கால்குலேட்டர்,କାଲକୁଲେଟର
அளவுத்திருத்தம்,କାଲିବ୍ରେସନ୍ |
அழைப்பு முகவரி,କଲ୍ ଠିକଣା
கால்பிட் ஆஸிலேட்டர்,କଲ୍ପିଟ୍ ଓସିଲେଟର |
கேம் கார்டர்கள்,କ୍ୟାମ ସୀମା
புகைப்பட கருவி,କ୍ୟାମେରା
கேமரா குழாய்,କ୍ୟାମେରା ହୋସ୍
குத்துவிளக்கு,କ୍ୟାଣ୍ଡେଲା |
மெழுகுவர்த்தி சக்தி,ମହମବତୀ ଶକ୍ତି |
கான்டிலீவர் ஸ்ட்ரெய்ன் கேஜ்,କ୍ୟାଣ୍ଟିଲାଇଭର ଷ୍ଟ୍ରେନ୍ ଗେଜ୍ |
வைத்திருக்கும்,ଧରିବା
கொள்ளளவு இரத்த அழுத்த மின்மாற்றி,କ୍ଷମତା ରକ୍ତଚାପ ଟ୍ରାନ୍ସଡ୍ୟୁସର |
வைத்திருக்கும் விநியோகஸ்தர்,ବିତରକ
ஒப்பந்தம் வைத்தல்,ଚୁକ୍ତିନାମା
கொள்ளளவு அளவீடு,କ୍ୟାପିଟାନ୍ସ ଗେଜ୍ |
வைத்திருக்கும் சேகரிப்பான்,ସଂଗ୍ରହକାରୀ
கொள்ளளவு எதிர்வினை,କ୍ଷମତା ପ୍ରତିକ୍ରିୟା
"கொள்ளளவு ஆற்றல் மாற்றி, மின்மாற்றி","କ୍ଷମତା ସମ୍ପନ୍ନ ଶକ୍ତି ରୂପାନ୍ତରକାରୀ, ଟ୍ରାନ୍ସଡ୍ୟୁସର |"
மின்தேக்கி,କ୍ୟାପେସିଟର
மின்தேக்கி வங்கி,କ୍ୟାପେସିଟର୍ ବ୍ୟାଙ୍କ |
மின்தேக்கி வடிகட்டி,କ୍ୟାପେସିଟର୍ ଫିଲ୍ଟର୍ |
மின்தேக்கி உள்ளீடு வடிகட்டி,କ୍ୟାପେସିଟର୍ ଇନପୁଟ୍ ଫିଲ୍ଟର୍ |
வின்ச் மோட்டார்,ୱିଚ୍ ମୋଟର |
புல்லி சர்வோ உடல்,ପଲି ସର୍ଭୋ ଶରୀର |
சார்க்கி,ଚାର୍କି
பிடிப்பு,ଧରିବା
பிடிப்பு பிரிவு,ଧାରା ଧରିବା |
பிடிப்பு விளைவு,ପ୍ରଭାବ ପ୍ରଭାବ
கேரியர் இரைச்சல் விகிதம்,ବାହକ ଶବ୍ଦ ଅନୁପାତ |
கார் வானொலி,କାର୍ ରେଡିଓ |
கார்பன் மின்தடை,କାର୍ବନ ପ୍ରତିରୋଧକ |
கார்டு ரீடர்,କାର୍ଡ ରିଡର୍ |
இதய வரைபடம்,କାର୍ଡିଓଏଡ୍ ଚିତ୍ର
வண்டி,ଗାଡି
வண்டி திரும்புதல்,ରଥ ଫେରସ୍ତ
கேரியர்,ବାହକ
கேரியர் தொடர்பு,ବାହକ ଯୋଗାଯୋଗ |
கேரியர் செறிவு,ବାହକ ଏକାଗ୍ରତା |
கேரியர் அதிர்வெண்,ବାହକ ଫ୍ରିକ୍ୱେନ୍ସି |
கேரியர் இனப்பெருக்கம்,ବାହକ ପ୍ରଜନନ |
கேரியர் நிலை,ବାହକ ସ୍ତର
கேரியர் வாழ்க்கை,ବାହକ ଜୀବନ
கேரியர் இயக்கம்,ବାହକ ଗତିଶୀଳତା |
கேரியர் பெருக்கல்,ବାହକ ଗୁଣନ
கேரியர் இரைச்சல் நிலை,ବାହକ ଶବ୍ଦ ସ୍ତର |
கேரியர் வரம்பு,ବାହକ ପରିସର |
கேரியர் மீட்பு சுற்று,ବାହକ ପୁନରୁଦ୍ଧାର ସର୍କିଟ |
கேரியர் மறுசெருகல்,ବାହକ ପୁନ ins ସନ୍ନିବେଶ |
கடத்தும் சிதறல்,କଣ୍ଡକ୍ଟିଭ୍ ବିଛାଇବା |
கேரியர் அடக்குமுறை,ବାହକ ଦମନ
கேரியர் கூண்டு,ବାହକ କେଜ୍ |
கேரியர் வேகம்,ବାହକ ବେଗ
கை பிட்,ହାତ ବିଟ୍ |
கொடி நடைபெற்றது,ପତାକା ଧରିଛି |
"உடைமைப் பதிவு, உடைமைப் பதிவு","ଅଧିକାରର ରେଜିଷ୍ଟର, ଅଧିକାରର ରେଜିଷ୍ଟର |"
சிறிய ஜெனரேட்டர்,ପୋର୍ଟେବଲ୍ ଜେନେରେଟର
கார்சன் சட்டம்,କାର୍ସନ୍ ନିୟମ |
கெட்டி உருகி,କାର୍ଟ୍ରିଜ୍ ଫ୍ୟୁଜ୍ |
கெட்டி நாடா,କାର୍ଟ୍ରିଜ୍ ଟେପ୍ |
கேரி ஃபாஸ்டர் பாலம்,କ୍ୟାରି ଫୋଷ୍ଟର ବ୍ରିଜ୍ |
படி பெருக்கி,ଷ୍ଟେପ୍ ଏମ୍ପ୍ଲିଫାୟର୍ |
தரம்,ଗ୍ରେଡେସନ୍
அடுக்கு பெருக்கி,କ୍ୟାସକେଡ୍ ଏମ୍ପ୍ଲିଫାୟର୍ |
"கேஸ்கோட் பெருக்கி, படி பெருக்கி","କାସ୍କୋଡ୍ ଆମ୍ପ୍ଲିଫାୟର୍, ଷ୍ଟେପ୍ ଆମ୍ପ୍ଲିଫାୟର୍ |"
கேசட்,କ୍ୟାସେଟ୍
தூண்டுதல்,ପ୍ରେରଣା
சிறைப்பிடிக்கப்பட்ட பூச்சு,ବନ୍ଦୀ କୋଟର |
கேத்தோடு,କ୍ୟାଥୋଡ୍ |
கேத்தோடு பின்வாங்கல்,କ୍ୟାଥୋଡ୍ ଟ୍ରେଲିଂ |
காதோட் டிரெயிலிங் பெருக்கி,କ୍ୟାଥୋଡ୍ ଟ୍ରେଲିଂ ଏମ୍ପ୍ଲିଫାୟର୍ |
கேத்தோடு ஒளிர்வு,କ୍ୟାଥୋଡ୍ ଆଲୋକ
கேத்தோடு பொருள்,କ୍ୟାଥୋଡ୍ ସାମଗ୍ରୀ |
கேத்தோடு கதிர் அலைக்காட்டி,କ୍ୟାଥୋଡ୍ ରେସ୍ ଓସିଲୋସ୍କୋପ୍ |
கேத்தோடு கதிர் குழாய்,କ୍ୟାଥୋଡ୍ ରେଶ୍ ଟ୍ୟୁବ୍ |
கேத்தோடு துகள் படிவு,କ୍ୟାଥୋଡ୍ କଣିକା ଜମା |
கேத்தோடு ஒளிர்வு,କ୍ୟାଥୋଡ୍ ଆଲୋକ
தேங்காய் வடிகட்டி,coir ଫିଲ୍ଟର୍ |
கேவர் வடிகட்டி,କାଭର୍ ଫିଲ୍ଟର୍ |
கோட்டார்,କୋଟୋର |
ஆன்ட்ரல் கதிர்வீச்சு,ଆଣ୍ଟ୍ରାଲ୍ ବିକିରଣ |
cotter resonator,କୋଟର ରିଜୋନେଟର |
கொழுப்பு சார்ஜ் இணைக்கப்பட்ட சாதனம் (CCD),ଫ୍ୟାଟ୍ ଚାର୍ଜ ଯୁଗ୍ମ ଉପକରଣ (ସିସିଡି)
சிடிரோம்,ସିଡି ରୋମ୍
சிடி ரோம் டிரைவ்,ସିଡି ରୋମ୍ ଡ୍ରାଇଭ୍ |
செல் (பேட்டரி),କକ୍ଷ (ବ୍ୟାଟେରୀ)
மைய வள உறுப்பு,କେନ୍ଦ୍ରୀୟ ଉତ୍ସ ଉପାଦାନ |
மத்திய வள அலகு,କେନ୍ଦ୍ରୀୟ ଉତ୍ସ ଏକକ |
மத்திய செயலி,କେନ୍ଦ୍ରୀୟ ସଞ୍ଚାଳକ |
அர்த்தம்,ଅର୍ଥ
நடு அதிர்வெண்,ମଧ୍ୟମ ଫ୍ରିକ୍ୱେନ୍ସି |
நடுத்தர வெளியேற்ற மின்மாற்றி,ମଧ୍ୟମ ନିଷ୍କାସନ ଟ୍ରାନ୍ସଫର୍ମର |
"பீங்கான், களிமண்","ସିରାମିକ୍, ମାଟି"
பீங்கான் நிரப்பு,ସେରାମିକ୍ ଫିଲର୍ |
பீங்கான் வடிகட்டி,ସେରାମିକ୍ ଫିଲ୍ଟର୍ |
பீங்கான் பொருள்,ସିରାମିକ୍ ସାମଗ୍ରୀ |
செராமிக் ரெசனேட்டர்,ସେରାମିକ୍ ରେଜୋନେଟର |
பீங்கான் ஒலி பெறுதல்,ସିରାମିକ୍ ସାଉଣ୍ଡ୍ ରିସିଭର୍ |
செரென்கோவ் கால்குலேட்டர்,ସେରେନକୋଭ୍ କାଲକୁଲେଟର |
சர்மத்,ସରମାତ୍ |
சால்கோஜெனைடு,କଲକୋଜେନାଇଡ୍ |
கால்கோபைரைட்,କାଲକୋପାଇରାଇଟ୍ |
"சேனல், சேனல்","ଚ୍ୟାନେଲ୍, ଚ୍ୟାନେଲ୍ |"
சேனல் பேண்ட் விரிவாக்கம்,ଚ୍ୟାନେଲ ବ୍ୟାଣ୍ଡ ବିସ୍ତାର |
சேனல் குறியாக்கி,ଚ୍ୟାନେଲ୍ କୋଡର୍ |
சேனல் அதிர்வெண்,ଚ୍ୟାନେଲ ଆବୃତ୍ତି
சேனல் பாத்திரம்,ଚ୍ୟାନେଲ ବର୍ଣ୍ଣ
சேனல் பிரிப்பு,ଚ୍ୟାନେଲ ପୃଥକତା |
சேனல் கோட்பாடு,ଚ୍ୟାନେଲ ସିଦ୍ଧାନ୍ତ |
எழுத்து ஜெனரேட்டர்,ବର୍ଣ୍ଣ ଜେନେରେଟର
பாத்திரம் அங்கீகாரம்,ବର୍ଣ୍ଣ ଚିହ୍ନ
பண்பு மின்மறுப்பு,ଚରିତ୍ରଗତ ପ୍ରତିବନ୍ଧକ |
சார்ஜ் கேரியர்,ଚାର୍ଜ ବାହକ
கட்டணம் கட்டுப்பாட்டு அளவுரு,ଚାର୍ଜ ନିୟନ୍ତ୍ରଣ ପାରାମିଟର |
சார்ஜ் இணைக்கப்பட்ட சாதனம்,ସଂଯୁକ୍ତ ଉପକରଣ ଚାର୍ଜ କରନ୍ତୁ |
சார்ஜ் இணைந்த சீரற்ற அணுகல் நினைவகம்,ରାଣ୍ଡମ ଆକସେସ୍ ମେମୋରୀ ଚାର୍ଜ କରନ୍ତୁ |
கட்டணம் அடர்த்தி,ଚାର୍ଜ ଘନତା |
கட்டணம் செலுத்தும் ஊசி சாதனம்,ଚାର୍ଜ ଇଞ୍ଜେକ୍ସନ୍ ଉପକରଣ |
கட்டணம் இழப்பு,ଚାର୍ଜ କ୍ଷତି
கட்டணம் உந்தி,ଚାର୍ଜ ପମ୍ପିଂ |
சார்ஜ் உணர்திறன் பெருக்கி,ଚାର୍ଜ ସେନ୍ସିଂ ଏମ୍ପ୍ଲିଫାୟର୍ |
கட்டணம் சேமிப்பு,ଚାର୍ଜ ଷ୍ଟୋରେଜ୍ |
சார்ஜ் துகள்கள்,ଚାର୍ଜ ହୋଇଥିବା କଣିକା |
உணர்ச்சிமிக்க,ଉତ୍ସାହୀ
சட்டகம்,ଫ୍ରେମ୍
robyshev வடிகட்டி,robyshev ଫିଲ୍ଟର୍ |
மொத்தத்தை சரிபார்க்கவும்,ସମୁଦାୟ ଯାଞ୍ଚ କରନ୍ତୁ |
அதிர்வெண் சரிபார்க்கவும்,ବାରମ୍ବାର ଯାଞ୍ଚ କରନ୍ତୁ |
இரசாயன பிணைப்பு,ରାସାୟନିକ ବନ୍ଧ |
இரசாயன நீராவி படிவு,ରାସାୟନିକ ବାଷ୍ପ ଜମା
குழந்தை பூட்டு வசதி,ଶିଶୁ ଲକ୍ ସୁବିଧା |
குழந்தை சட்டம்,ଶିଶୁ ନିୟମ
சிப்,ଚିପ୍
சிப் செயல்படுத்தல்,ଚିପ୍ ଆକ୍ଟିଭେସନ୍ |
மூச்சுத்திணறல்,ଚକ୍କର
இடைப்பட்ட,ମଧ୍ୟବର୍ତ୍ତୀ
இடைப்பட்ட பெருக்கி,ମଧ୍ୟବର୍ତ୍ତୀ ଏମ୍ପ୍ଲିଫାୟର୍ |
இடைப்பட்ட பெருக்கி,ମଧ୍ୟବର୍ତ୍ତୀ ଏମ୍ପ୍ଲିଫାୟର୍ |
இடைப்பட்ட முறை,ମଧ୍ୟବର୍ତ୍ତୀ ମୋଡ୍ |
குரோமா பெருக்கி,କ୍ରୋମା ଏମ୍ପ୍ଲିଫାୟର୍ |
குணாதிசய வரைபடம்,ବର୍ଣ୍ଣକରଣ ଚିତ୍ର
நிறமி,pigmentation
வட்ட வரைபடம்,ବୃତ୍ତ ଚିତ୍ର
சுற்று,ସର୍କିଟ
சுற்று பகுப்பாய்வு,ସର୍କିଟ ବିଶ୍ଳେଷଣ |
சுற்று பிரிப்பான்,ସର୍କିଟ ବ୍ରେକର୍ |
சுற்று வரைபடம்,ସର୍କିଟ ଚିତ୍ର
சுற்று குறியீடு,ସର୍କିଟ୍ ନୋଟେସନ୍ |
சுற்று மாறுதல்,ସର୍କିଟ୍ ସୁଇଚ୍
வட்ட அலை பாதை,ବୃତ୍ତାକାର ତରଙ୍ଗ ପଥ |
சுற்றும் நினைவகம்,ବୁଲୁଥିବା ସ୍ମୃତି
பிணைப்பு சுற்று,ବନ୍ଧନ ସର୍କିଟ |
கைதட்டல் ஆஸிலேட்டர்,କରତାଳି ଓସିଲେଟର |
வகுப்பு A பெருக்கி,ଶ୍ରେଣୀ ଏ ଏମ୍ପ୍ଲିଫାୟର୍ |
வகுப்பு A] B] C] D செயல்பாடுகள்,କ୍ଲାସ୍ A] B] C] D ଅପରେସନ୍ସ |
வகுப்பு B பெருக்கி,କ୍ଲାସ୍ ବି ଏମ୍ପ୍ଲିଫାୟର୍ |
வகுப்பு C பெருக்கி,କ୍ଲାସ୍ ସି ଏମ୍ପ୍ଲିଫାୟର୍ |
வகுப்பு D பெருக்கி,କ୍ଲାସ୍ ଡି ଏମ୍ପ୍ଲିଫାୟର୍ |
எஸ் வகுப்பு உடல்,S ଶ୍ରେଣୀ ଶରୀର |
"வெளியேற்றம், சுத்தமான","ବହିଷ୍କାର, ପରିଷ୍କାର"
வெட்டுதல்,କାଟିବା
வெட்டும் சுற்று,କାଟିବା ସର୍କିଟ |
காலட்,କାଲାଡ |
கடிகார அதிர்வெண்,ଘଣ୍ଟା ଆବୃତ୍ତି
கடிகார துடிப்பு ஜெனரேட்டர்,ଘଣ୍ଟା ପଲ୍ସ ଜେନେରେଟର |
காதல் ஆர்எஸ் ஃபிளிப் ஃப்ளாப்,କାଦଲ ଆରଏସ୍ ଫ୍ଲିପ୍ ଫ୍ଲପ୍ |
