Marathi,Malayalam
अस्पष्टता वर्तुळ,അവ്യക്തത വൃത്തം
अस्पष्ट,അവ്യക്തമായ
"बॉल, गोलाकार, लटकन","പന്ത്, ഗോളം, പെൻഡന്റ്"
"शरीर, वस्तू","ശരീരം, വസ്തു"
शारीरिक क्षमता,ശാരീരിക ശേഷി
केंद्रीत,കേന്ദ്രീകരിച്ചു
"शरीर-कर्ण, अंत-कर्ण","ശരീരം-ഡയഗണൽ, അവസാനം-ഡയഗണൽ"
"बोगी, अज्ञात शोध (रडार)","ബോഗി, അജ്ഞാത കണ്ടെത്തൽ (റഡാർ)"
बोअर इफेक्ट,ബോർ പ്രഭാവം
बोर मॅग्नेटन,ബോർ മാഗ്നെറ്റൺ
"बॉयलर, बॉयलर","ബോയിലർ, ബോയിലർ"
"उकळणे, उकळणे","തിളയ്ക്കുന്ന, തിളയ്ക്കുന്ന"
बोल्ट्समन समीकरण,ബോൾട്ട്സ്മാൻ സമവാക്യം
बॉम्बर इलेक्ट्रॉन,ബോംബർ ഇലക്ട്രോൺ
"क्लेशकारक ऊर्जा, बॉम्बस्फोट ऊर्जा","ട്രോമാറ്റിക് ഊർജ്ജം, ബോംബിംഗ് ഊർജ്ജം"
गहाण,ജാമ്യം
"बंधलेले, बंधलेले, बंधलेले","ബന്ധിക്കപ്പെട്ട, ബന്ധിക്കപ്പെട്ട, ബന്ധിക്കപ്പെട്ട"
वर्धक,എൻഹാൻസർ
बोरॉन,ബോറോൺ
बोस-कण,ബോസ്-കണിക
बोसॉन,ബോസോൺ
"धक्का, उडी","ഞെട്ടൽ, ചാടുക"
बद्ध,ബന്ധിക്കപ്പെട്ടിരിക്കുന്നു
"मर्यादा, मर्यादा (सं.), सीमांत (वि.)","പരിധി, പരിധി (എഡി.), മാർജിനൽ (വി.)"
बद्ध,ബന്ധിക്കപ്പെട്ടിരിക്കുന്നു
धनु राशीचे अंगण,ധനു മുറ്റം
नौकानयन लाट,കപ്പലോട്ട തിരമാല
बॉयलर गरम करणे,ബോയിലർ ചൂടാക്കൽ
बॉयलचा कायदा,ബോയ്ലിന്റെ നിയമം
बॉयलर गरम करणे,ബോയിലർ ചൂടാക്കൽ
कंस-वर्ग,ബ്രാക്കറ്റ്-ക്ലാസ്
पिशवी नियम,ബാഗ് നിയമം
गुंफलेली तार,ഇഴചേർന്ന വയർ
ब्रेक वर्ग,ബ്രേക്ക് ക്ലാസ്
ब्रामा कंप्रेसर,ബ്രാമ കംപ്രസർ
शाखा,ശാഖകൾ
"धाडसी जाळी, धाडसी जाळी","ബ്രേവ് ലാറ്റിസ്, ബ്രേവ് ലാറ്റിസ്"
ब्रास ब्रॅझिंग,പിച്ചള ബ്രേസിംഗ്
विच्छेदन,വേർപിരിയൽ
ब्रेक कनेक्टर,ബ്രേക്ക് കണക്റ്റർ
"फ्रॅक्चर डायोड, जेनर डायोड","ഫ്രാക്ചർ ഡയോഡ്, സെനർ ഡയോഡ്"
फ्रॅक्चर,ഒടിവ്
"ब्रीडर रिएक्टर, ब्रीडर न्यूक्लियर फर्नेस, ब्रीडर फर्नेस","ബ്രീഡർ റിയാക്ടർ, ബ്രീഡർ ന്യൂക്ലിയർ ഫർണസ്, ബ്രീഡർ ഫർണസ്"
पुनरुत्पादन,പുനരുൽപാദനം
"retardant विकिरण, brastralung","റിട്ടാർഡന്റ് റേഡിയേഷൻ, ബ്രാസ്ട്രലുങ്"
brewster-कोन,ബ്രൂസ്റ്റർ ആംഗിൾ
ब्रुस्टर फ्रीज,ബ്രൂസ്റ്റർ ഫ്രിഡ്ജ്
पूल,പാലം
ब्रिज बाँड,പാലം ബോണ്ട്
"तेजस्वी, तेजस्वी, चमकदार","ശോഭയുള്ള, തിളക്കമുള്ള, മിന്നുന്ന"
प्रकाशक,പ്രകാശകൻ
तेज,റേഡിയൻസ്
"द्युती, प्रभा","ദ്യുതി, പ്രഭ"
ब्रिलुवान क्षेत्र,ബ്രിലുവൻ പ്രദേശം
ब्रिटिश मानक मेणबत्ती,ബ്രിട്ടീഷ് സ്റ്റാൻഡേർഡ് മെഴുകുതിരി
ठिसूळ,പൊട്ടുന്ന
ठिसूळपणा,പൊട്ടൽ
प्रसारण,പ്രക്ഷേപണം
तपशीलवार,വിശദമായ
प्रतिगामी,പിന്തിരിപ്പൻ
ब्रोगली फॉर्म्युला,ബ്രോഗ്ലി ഫോർമുല
खंडित,വിഘടിച്ചു
ब्राउनी मोशन,ബ്രൗണി ചലനം
"कुची, बुरुश, कुर्च, गुल्म","കുച്ചി, ബുരുഷ്, കുർച്ച്, ഗുൽം"
"बबल, बबल (सं.), बडबड (v.)","കുമിള, ബബിൾ (എഡി.), മംബിൾ (വി.)"
उत्तेजित होणे,ജ്വലനം
प्रतिकार,പ്രതിരോധ നടപടികൾ
आकुंचन,സങ്കോചം
"amp-प्रतिरोध, बफर","amp-resistance, buffer"
ध्वनीशास्त्र,ശബ്ദശാസ്ത്രം
बर्धन,ബർധൻ
बल्ब,ബൾബ്
उदयास येणे,ഉദിക്കുക
"मात्रा, मोठ्या प्रमाणात, वस्तुमान, वस्तुमान, खंड","വോള്യം, ബൾക്ക്, പിണ്ഡം, പിണ്ഡം, വോള്യം"
व्हॉल्यूम लवचिकता गुणांक,വോളിയം ഇലാസ്തികത ഗുണകം
लोकसंख्या मालमत्ता,ജനസംഖ്യ സ്വത്ത്
कमाल तापमान,പരമാവധി താപനില
फुगवटा,വീർപ്പുമുട്ടൽ
"गुच्छ, गुच्छ (n.), क्लस्टर करणे (ver.)","കുല, കൂട്ടം (n.), കൂട്ടമായിരിക്കുക (ver.)"
घड,കുല
बनसेन सेल,ബൺസെൻ സെൽ
उत्साह,ഉന്മേഷം
"उछाल, उत्साह","ബൂയൻസി, ബൂയൻസി"
बर्गर सर्किट,ബർഗർ സർക്യൂട്ട്
चोराची घंटा,കള്ളൻ മണി
"बर्नर, इग्निटर","ബർണർ, ഇഗ്നിറ്റർ"
पूर्ण प्रज्वलन,പൂർണ്ണ ജ്വലനം
"स्फोट, स्फोट, फूट","സ്ഫോടനം, പൊട്ടിത്തെറി, വിള്ളൽ"
ओळ व्यस्त,ലൈൻ തിരക്കിലാണ്
व्यस्त टोन,തിരക്കുള്ള ടോൺ
बजर,ബസർ
बायपास,ബൈപാസ്
सर्किट,സർക്യൂട്ട്
"सागरी तार, केबल","കടൽ വയർ, കേബിൾ"
कॅडमियम,കാഡ്മിയം
सीझियम सेल,സീസിയം-കോശം
पांजर द्विध्रुव,പഞ്ചാർ ദ്വിധ്രുവം
पांजर इफेक्ट,പഞ്ചാർ പ്രഭാവം
मोजणे,കണക്കാക്കാൻ
कॅल्क्युलेटर,കാൽക്കുലേറ്റർ
कॅलेंडर,കലണ്ടർ
"कॅलिब्रेशन, कॅलिब्रेशन, पुनरावृत्ती","കാലിബ്രേഷൻ, കാലിബ്രേഷൻ, റിവിഷൻ"
"कॅलिब्रेशन गुणक, कॅलिब्रेशन गुणक","കാലിബ്രേഷൻ മൾട്ടിപ്ലയർ, കാലിബ്രേഷൻ മൾട്ടിപ്ലയർ"
कॅलिपर,കാലിപ്പറുകൾ
"कॉल कॅल्क्युलेटर, टॉक कॅल्क्युलेटर","കോൾ കാൽക്കുലേറ്റർ, ടോക്ക് കാൽക്കുലേറ്റർ"
"उष्णता (v.), उष्मांक (सं.)","ചൂട് (വി.), കലോറിക് (എഡി.)"
"कॅलरीमीटर, कॅलरीमीटर","കലോറിമീറ്റർ, കലോറിമീറ്റർ"
"कॅलरीमेट्री, कॅलरीमेट्री","കലോറിമെട്രി, കലോറിമെട്രി"
कॅमेरा,ക്യാമറ
"कुल्या किरण, कालवा किरण","കുല്യ കിരൺ, കനാൽ കിരൺ"
candela,കാൻഡല
"मेणबत्ती, मेणबत्ती","മെഴുകുതിരി, മെഴുകുതിരി"
प्रामाणिक,കാനോനിക്കൽ
cantilever,കാന്റിലിവർ
"टोपी, झगा (सं.), इंटरलेसिंग (v.)","തൊപ്പി, വസ്ത്രം (എഡി.), ഇന്റർലേസിംഗ് (വി.)"
धारण,പിടിക്കുന്നു
कॅपेसिटर,കപ്പാസിറ്റർ
"capillarity, capillarity","കാപ്പിലാരിറ്റി, കാപ്പിലാരിറ്റി"
