Malayalam,English
സങ്കീർണ്ണമായ അളവ്,complex quantity
സങ്കീർണ്ണമായ പരസ്പര,complex reciprocal
സങ്കീർണ്ണമായ ഫലം,complex resultant
സങ്കീർണ്ണമായ ഇടം,complex space
സങ്കീർണ്ണമായ മൂല്യമുള്ള പ്രവർത്തനം,complex valued function
സങ്കീർണ്ണമായ വേരിയബിൾ,complex variable
സംയുക്തവും ഡിവിൻഡെൻഡോയും,componendo and divindendo
ഘടകം,component
ഘടകം വിശകലനം,component analysis
വ്യത്യാസത്തിന്റെ ഘടകം,component of variance
വെക്റ്ററിന്റെ ഘടകം,component of vector
സംയുക്ത പ്രവർത്തനം,composite function
സംയോജിത സിദ്ധാന്തം,composite hypothesis
സംയുക്ത സംഖ്യ,composite number
സംയോജിത പരമ്പര,composite series
വെക്റ്ററുകളുടെ ഘടന,composition of vectors
സംയുക്ത കോൺ,compound angle
സംയുക്ത വിഭജനം,compound division
സംയുക്ത അംശം,compound fraction
കൂട്ടുപലിശ,compound interest
സംയുക്ത സംഭാവ്യത,compound probability
കംപ്രസ്സബിൾ ഒഴുക്ക്,compressible flow
കംപ്രഷൻ,compression
കണക്കുകൂട്ടൽ,computation
കമ്പ്യൂട്ടേഷണൽ ഫോർമുല,computational formula
കണക്കാക്കിയ മൂല്യം,computed value
കമ്പ്യൂട്ടർ,computer
കമ്പ്യൂട്ടർ അൽഗോരിതം,computer algorithm
കമ്പ്യൂട്ടർ പ്രോഗ്രാം,computer programme
കമ്പ്യൂട്ടർ പ്രോഗ്രാമിംഗ്,computer programming
കമ്പ്യൂട്ടർ സിമുലേഷൻ,computer simulation
കമ്പ്യൂട്ടിംഗ്,computing
കോൺകേവ് ഫംഗ്ഷൻ,concave function
കോൺകേവ് ബഹുഭുജം,concave polygon
കോൺകേവ് പ്രോഗ്രാമിംഗ്,concave programming
കേന്ദ്രീകൃത വൃത്തങ്ങൾ,concentric circles
കേന്ദ്രീകൃത വളവുകൾ,concentric curves
കോൺക്രീറ്റ് ഫോം,concrete form
വരികളുടെ സമന്വയം,concurrency of lines
ഒരേസമയം,concurrent
ഒരേസമയം ശക്തികൾ,concurrent forces
സോപാധിക സാന്ദ്രത പ്രവർത്തനം,conditional density function
സോപാധിക വിതരണം,conditional distribution
സോപാധിക പ്രതീക്ഷ,conditional expectation
സോപാധിക അർത്ഥം,conditional mean
സോപാധിക സംഭാവ്യത,conditional probability
കോളിനിയറിറ്റിയുടെ അവസ്ഥ,condition of collinearity
സ്ഥിരതയുടെ അവസ്ഥ,condition of consistency
സമഗ്രതയുടെ അവസ്ഥ,condition of integrability
ടാൻജൻസി അവസ്ഥ,condition of tangency
കോൺ,cone
ആത്മവിശ്വാസമുള്ള ഇടവേള,confidence interval
ആത്മവിശ്വാസ ഇടവേള എസ്റ്റിമേറ്റ്,confidence interval estimate
ആത്മവിശ്വാസ പരിധികൾ,confidence limits
ആത്മവിശ്വാസ മേഖല,confidence region
സംഘർഷാവസ്ഥ,conflict situation
confocal conics,confocal conics
കോൺഫോക്കൽ ദീർഘവൃത്തങ്ങൾ,confocal ellipses
കോൺഫോക്കൽ ജ്യാമിതി,confocal geometry
കൺഫോക്കൽ ഹൈപ്പർബോളേ,confocal hyperbolae
കൺഫോക്കൽ ഹൈപ്പർബോളോയിഡുകൾ,confocal hyperboloids
കൺഫോക്കൽ പരവലയം,confocal parabola
confocal paraboloidal cordinates,confocal paraboloidal cordinates
അനുരൂപമായ,conformal
അനുരൂപമായ മാപ്പിംഗ്,conformal mapping
പൊരുത്തം,congruence
സർക്കിളുകളുടെ പൊരുത്തം,congruence of circles
യോജിച്ച,congruent
യോജിച്ച മെട്രിക്സ്,congruent matrices
കോണിക,conic
കോണാകൃതിയിലുള്ള നിരാശ,conical frustum
കോണാകൃതിയിലുള്ള ഹെലിക്സ്,conical helix
കോണാകൃതിയിലുള്ള ഭാഗം,conical section
കോണികകൾ,conics
കോണിക വിഭാഗം,conic section
സംയോജിപ്പിക്കുക,conjugate
സംയോജിത കോണുകൾ,conjugate angles
സംയോജിത അക്ഷം,conjugate axis
സങ്കീർണ്ണ സംഖ്യകൾ സംയോജിപ്പിക്കുക,conjugate complex numbers
സംയോജിത ദിശകൾ,conjugate directions
സംയോജിത പ്രവർത്തനങ്ങൾ,conjugate functions
മാട്രിക്സിന്റെ സംയോജനം,conjugate of matrix
സംയോജിത ക്രമമാറ്റം,conjugate permutation
സംയോജിത ട്രാൻസ്പോസ്,conjugate transpose
സംയോജനം,conjuction
തുടർച്ചയായി,consecutive
തുടർച്ചയായ സംഖ്യകൾ,consecutive numbers
ഊർജ്ജ സംരക്ഷണം,conservation of energy
പിണ്ഡത്തിന്റെ സംരക്ഷണം,conservation of mass
യാഥാസ്ഥിതിക,conservative
സ്ഥിരത,consistency
സ്ഥിരത അവസ്ഥ,consistency condition
സ്ഥിരമായ കണക്ക്,consistent estimate
സ്ഥിരമായ എസ്റ്റിമേറ്റർ,consistent estimator
സ്ഥിരമായ സ്ഥിതിവിവരക്കണക്ക്,consistent statistic
സ്ഥിരമായ സംവിധാനം,consistent system
കൺസോൾ,consol
സ്ഥിരമായ,constant
നിരന്തരമായ ത്വരണം,constant acceleration
സ്ഥിരമായ പ്രവർത്തനം,constant function
ഗുരുത്വാകർഷണത്തിന്റെ സ്ഥിരാങ്കം,constant of gravity
സംയോജനത്തിന്റെ സ്ഥിരം,constant of integration
ആനുപാതികതയുടെ സ്ഥിരാങ്കം,constant of proportionality
സ്ഥിരമായ പരാമീറ്റർ,constant parameter
സ്ഥിരമായ ബഹുപദം,constant polynomial
സ്ഥിരമായ അനുപാതം,constant proportion
സ്ഥിരമായ വേഗത,constant speed
സ്ഥിരമായ കാലാവധി,constant term
സ്ഥിരമായ വേഗത,constant velocity
ഘടനാപരമായ സമവാക്യം,constitutive equation
പരിമിതി,constraint
നിർമ്മിക്കുക,construct
നിർമ്മാണം,construction
ഉപഭോക്തൃ മുൻഗണന,consumer preference
ഉപഭോഗ പ്രവർത്തനം,consumption function
കോൺടാക്റ്റ് കോൺ,contact angle
കോൺടാക്റ്റ് പോയിന്റ്,contact point
അടങ്ങിയിരിക്കുന്നു,contained in
ആകസ്മിക പട്ടിക,contingency table
തുടർച്ചയായ മെക്കാനിക്സ്,continuum mechanics
തുടർച്ചയായ അംശം,continued fraction
തുടർന്നുള്ള ഉൽപ്പന്നം,continued product
തുടർച്ച,continuity
പ്രവർത്തനത്തിന്റെ തുടർച്ച,continuity of function
തുടർച്ചയായ പരിശോധന,continuity test
തുടർച്ചയായ,continuous
തുടർച്ചയായ ഡെറിവേറ്റീവ്,continuous derivative
തുടർച്ചയായ വിതരണം,continuous distribution
മുകളിൽ നിന്ന് തുടർച്ചയായി,continuous from above
തുടർച്ചയായ പ്രവർത്തനം,continuous function
തുടർച്ചയായി വ്യത്യാസപ്പെട്ടിരിക്കുന്നു,continuously differentiable
തുടർച്ചയായ ഭൂപടം,continuous map
തുടർച്ചയായ മാപ്പിംഗ്,continuous mapping
തുടർച്ചയായ പ്രോബബിലിറ്റി ഡെൻസിറ്റി ഫംഗ്ഷൻ,continuous probability density function
തുടർച്ചയായ പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ,continuous probability distribution
തുടർച്ചയായ റാൻഡം വേരിയബിൾ,continuous random variable
തുടർച്ചയായ സാമ്പിൾ സ്ഥലം,continuous sample space
തുടർച്ചയായ വേരിയബിൾ,continuous variable
തുടർച്ചയായ തരംഗം,continuous wave
തുടർച്ച,continuum
തുടർച്ചയായ സിദ്ധാന്തം (= തുടർച്ചയായ സിദ്ധാന്തം),continuum hypothesis (= continuum axiom)
യഥാർത്ഥ സംഖ്യകളുടെ തുടർച്ച (= യഥാർത്ഥ സംഖ്യകളുടെ കൂട്ടം),continuum of real numbers (= set of real numbers)
തുടർച്ചയായ സിദ്ധാന്തം,continuum theory
കോണ്ടൂർ ഇന്റഗ്രേഷൻ,contour integration
സങ്കോച മാപ്പിംഗ്,contraction mapping
വൈരുദ്ധ്യം,contradiction
വിരുദ്ധമായ,contravariant
നിയന്ത്രണം,control
നിയന്ത്രണ ചാർട്ട്,control chart
ശരാശരിക്കുള്ള നിയന്ത്രണ ചാർട്ട്,control chart for averages
വൈകല്യങ്ങൾക്കുള്ള നിയന്ത്രണ ചാർട്ട്,control chart for defects
ശ്രേണികൾക്കുള്ള നിയന്ത്രണ ചാർട്ട്,control chart for ranges
വേരിയബിളുകൾക്കുള്ള നിയന്ത്രണ ചാർട്ട്,control chart for variables
ഒത്തുചേരുന്നു,converge
അർത്ഥത്തിൽ ഒത്തുചേരൽ,convergence in mean
ശരാശരി ചതുരത്തിൽ കൂടിച്ചേരൽ,convergence in mean square
സംഭാവ്യതയിൽ ഒത്തുചേരൽ,convergence in probability
