Hindi,Tamil
तुलना परीक्षण,ஒப்பீட்டு சோதனை
सुसंगत समीकरण,பொருந்தக்கூடிய சமன்பாடு
स्पर्धी खेल,போட்டி விளையாட்டு
स्पर्धी स्थिति,போட்டி நிலைமை
स्पर्धी युक्ति,போட்டி உத்தி
" अनुभाषक , संकलक",தொகுப்பி
पूरक,நிரப்பு
पूरक कोण,நிரப்பு கோணம்
पूरक घटना,நிரப்பு நிகழ்வு பூரக் கட்டனா
पूरक कारक,நிரப்பு காரணி
पूरक फलन,நிரப்பு செயல்பாடு
पूरक अर्ध समष्टि,நிரப்பு அரை இடம்
पूरक अंतराल,நிரப்பு இடைவெளி
पूरक समुच्चय,நிரப்பு தொகுப்பு
"पूरकीकरण, पूरक-निर्धारण",நிரப்புதல்
पूरक समुच्चय,ஒரு தொகுப்பின் நிரப்பு
पूर्ण गणना,முழுமையான மக்கள் தொகை கணக்கெடுப்பு
पूर्ण सहसंबंध मैट्रिक्स,முழுமையான தொடர்பு அணி
पूर्ण दरीक समष्टि,முழுமையான மெட்ரிக் வெளி
पूर्ण प्रसामान्यलांबिक समुच्चय,முழுமையான ஆர்த்தோநார்மல் தொகுப்பு
पूर्ण चतुष्कोण,முழு நாற்கர
पूर्ण भागफल,முழுமையான பங்கு
