Gujarati,Tamil
ફોટો ઉગ્રતા મૂલ્ય,புகைப்படக் கூர்மை மதிப்பு
તીવ્ર કોણ,குறுங்கோணம்
બબડાટ,கிசுகிசுத்தல்
તીવ્ર ત્રિકોણ,கடுமையான முக்கோணம்
એસાયક્લિક,அசைக்ளிக்
ઓપ્ટિમાઇઝેશન એપ્લિકેશન,தேர்வுமுறை பயன்பாடு
ઑપ્ટિમાઇઝ રાજ્ય,உகந்த நிலை
અનુકૂલનશીલ નિયંત્રણ સિસ્ટમ,தகவமைப்பு கட்டுப்பாட்டு அமைப்பு
એડેપ્ટોમીટર,அடாப்டோமீட்டர்
એડકોક એન્ટેના,அட்காக் ஆண்டெனா
સારાંશ માટે,மொத்தத்தில்
સંકલન સમય,தொகுப்பு நேரம்
સંકલન-બાદબાકી સમય,தொகுத்தல்-கழித்தல் நேரம்
ઉમેરનાર,சேர்ப்பான்
"સરવાળો, સરવાળો, સરવાળો (સં.), ઉમેરણ (વિ.)","தொகை, கூட்டல், கூட்டுத்தொகை (பதிப்பு), சேர்க்கை (v.)"
વધારાનો સતત,கூட்டல் மாறிலி
પ્રવેગક-સરવાળા નિયમ,முடுக்கம்-தொகை விதி
અંતર-સરવાળા નિયમ,தூரம்-தொகை விதி
વેગ-સરવાળા નિયમ,வேகம்-தொகை விதி
વેક્ટરનો સરવાળો,திசையன்களின் தொகை
સંગ્રહ પ્રતિક્રિયા,சேகரிப்பு எதிர்வினை
વધારાનો માળ,கூடுதல் தளம்
"સંયોજક સ્વર, વધારાનો સ્વર (સ્વર)","இணைப்பு தொனி, கூடுதல் தொனி (உயிர்)"
"ઉમેરણ, ઉમેરણ","சேர்க்கை, சேர்க்கை"
એડિટિવ સિસ્ટમ,சேர்க்கை அமைப்பு
સંયુક્ત અક્ષરો,இணைப்பு எழுத்துக்கள்
એકંદર અક્ષર પ્રક્રિયા,மொத்த எழுத்து செயல்முறை
ઉમેરણ પૂરક રંગ,கூடுதல் நிரப்பு நிறம்
ઉમેરણ સતત,சேர்க்கை மாறிலி
એડિટિવ ટ્રેક્શન,சேர்க்கை இழுவை
ઉમેરણ અસર,சேர்க்கை விளைவு
ઉમેરણ પરિબળ,சேர்க்கை காரணி
ઉમેરણ કાર્ય,சேர்க்கை செயல்பாடு
ઉમેરણ મિશ્રણ,சேர்க்கை கலவை
ઉમેરણ મૂળ,சேர்க்கை வேர்
ઉમેરણ પ્રક્રિયા,சேர்க்கை செயல்முறை
ઉમેરણ,சேர்க்கை
એડિટિવ ક્વોન્ટમ નંબર,சேர்க்கை குவாண்டம் எண்
સંગ્રહ પ્રતિક્રિયા,சேகரிப்பு எதிர்வினை
ઉમેરણ,சேர்க்கை
એડિટ્રોન,அடிட்ரான்
જાણો*,தெரியும்*
સરનામાની ગણતરી,முகவரி கணக்கீடு
સરનામું,முகவரி
સરનામું એન્ક્રિપ્શન,முகவரி குறியாக்கம்
સરનામા અભિવ્યક્તિ,முகவரி வெளிப்பாடு
સંબોધનક્ષમતા,முகவரித்திறன்
એડ્રેસ બાર,முகவரிப் பட்டி
સરનામું પ્રકાશ,முகவரி விளக்கு
સરનામામાં ફેરફાર,முகவரி மாற்றம்
પતનશ,பதன்ஷ்
સરનામું રજીસ્ટર,முகவரி பதிவு
સરનામું પસંદગી સ્વીચ,முகவரி தேர்வு சுவிட்ச்
સરનામું વર્ગીકરણ ટેબલ,முகவரி வரிசையாக்க அட்டவணை
સંબોધન,உரையாற்றுதல்
એડ્રેસોગ્રાફ,adresograph
એડ્રેસ સિસ્ટમ,முகவரி அமைப்பு
સંલગ્નતા,ஒட்டுதல்
સંલગ્નતા તણાવ,ஒட்டுதல் அழுத்தம்
એડહેસિવ ઊર્જા,பிசின் ஆற்றல்
એડહેસિવ બ્લોકીંગ,பிசின் தடுப்பு
adiabat,அடியாபட்
એડિબેટિક,அடியாபாடிக்
એડિબેટિક પ્રવેગક,அடியாபாடிக் முடுக்கம்
એડિબેટિક અંદાજ,அடியாபாடிக் தோராயம்
એડિબેટિક વોલ્યુમ ગુણાંક,அடியாபாட்டிக் தொகுதி குணகம்
એડિબેટિક થર્મોમીટર,அடியாபாட்டிக் வெப்பமானி
એડિબેટિક ફેરફાર,அடிபயாடிக் மாற்றம்
"adiabatic ચાર્ટ, adiabatic ચાર્ટ","அடியாபாடிக் விளக்கப்படம், அடியாபாட்டிக் விளக்கப்படம்"
એડિબેટિક સંકોચનક્ષમતા,அடியாபாடிக் சுருக்கத்தன்மை
એડિબેટિક કમ્પ્રેશન,அடியாபாடிக் சுருக்கம்
એડિબેટિક ગર્ભનિરોધક,அடியாபாடிக் கருத்தடை
એડિબેટિક ઠંડક મર્યાદા,அடியாபாடிக் குளிரூட்டும் வரம்பு
એડિબેટિક વળાંક,அடியாபாடிக் வளைவு
એડિબેટિક વિકૃતિ,அடியாபாடிக் சிதைவு
એડિબેટિક ડિમેગ્નેટાઇઝેશન,அடியாபாடிக் டிமேக்னடைசேஷன்
એડિબેટિક રિઝોલ્યુશન,அடிபயாடிக் தீர்மானம்
એડિબેટિક ડિસ્પ્લેસમેન્ટ,அடியாபாடிக் இடப்பெயர்ச்சி
એડિબેટિક અસર,அடிபயாடிக் விளைவு
એડિબેટિક સ્થિતિસ્થાપકતા,அடியாபாடிக் நெகிழ்ச்சி
એડિબેટિક લંબગોળ,அடியாபாடிக் நீள்வட்டம்
એડિબેટિક સંપૂર્ણ ગરમીનું નુકશાન,அடியாபாட்டிக் முழு வெப்ப இழப்பு
