Telugu,English
భెట్కి,Bhetki
బి-హోరిజోన్,B-horizon
బైకార్బోనేట్,Bicarbonate
సైనిక్పెల్లరీ,Bicarpellary
బైసార్పెల్లటే,Bicarpellatae
బైసెప్స్,Biceps
బైకాన్‌కేవ్,Biconcave
Biconvex,Biconvex
బికాన్వెక్స్-గోళాకార లెన్స్,Biconvex-spherical lens
బైకస్పిడ్ వాల్వ్,Bicuspid valve
బిడ్డర్ కాలువ,Bidder's canal
బిడ్డర్ యొక్క అవయవం,Bidder's organ
ద్వైవార్షిక,Biennial
బిగ్ బ్యాంగ్ సిద్దాంతం,Big Bang theory
బిలాబియేట్,Bilabiate
ద్వైపాక్షిక సమరూపత,Bilateral symmetry
బిలాటేరియా,Bilateria
బిలేయర్,Bilayer
పిత్తం,Bile
పిత్త వర్ణద్రవ్యం,Bile pigment
పిత్త ఉప్పు,Bile salt
జంటను విడదీయుట,Binary fission
బైండింగ్ ఫ్లోరోక్రోమ్,Binding fluorochrome
ఉపరితలం యొక్క బంధం,Binding of substrate
బైనాక్యులర్,Binocular
బైనాక్యులర్ హెడ్,Binocular head
బైనాక్యులర్ విజన్,Binocular vision
ద్విపద,Binomial
ద్విపద నామకరణం,Binomial nomenclature
ద్విపద వ్యవస్థ,Binomial system
ద్విపద,Binuleate
బయోయాక్టివ్ సూక్ష్మజీవుల ఉత్పత్తి,Bioactive microbial product
జీవరసాయన మార్గం,Biochemical pathway
జీవరసాయన ప్రతిచర్య,Biochemical reaction
బయోమెడికల్ ఇంజనీరింగ్,Biomedical engineering
బయోసింథటిక్ దశ,Biosynthetic phase
బయోవైపన్ ఏజెంట్,Bioweapon agent
బయోస్సే,Bioassay
జీవరసాయన,Biochemical
బయోకెమికల్ ఆటోఅనలైజర్,Biochemical autoanalyser
జీవరసాయన లక్షణం,Biochemical characterization
జీవరసాయన ఆక్సిజన్ డిమాండ్,Biochemical oxygen demand (BOD)
జీవరసాయన మార్గం,Biochemical pathway
జీవరసాయన వర్గీకరణ,Biochemical taxonomy
జీవరసాయన సాంకేతికత,Biochemical technique
బయోకెమిస్ట్రీ,Biochemistry
బయోసైడ్,Biocide
బయోసైడ్ అవశేషాలు,Biocide residue
బయోడిగ్రేడబుల్ పురుగుమందు,Biodegradable insecticide
బయోడిగ్రేడబుల్ సేంద్రీయ వ్యర్థాలు,Biodegradable organic waste
బయోడిగ్రేడబుల్ పురుగుమందు,Biodegradable pesticide
జీవవైవిధ్యం,Biodiversity
బయోఎథిక్స్,Bioethics
బయోఫెర్టిలైజర్,Biofertilizer
బయోఫోర్టిఫికేషన్,Biofortification
బయోజెనిసిస్,Biogenesis
బయోజెనెటిక్ చట్టం,Biogenetic law
బయోజెకెమికల్ చక్రం,Biogeochemical cycle
బయోజియోగ్రాఫికల్ ప్రాంతం,Biogeographical region
బయోగ్రఫీ,Biogeography
బయోఇన్ఫర్మేటిక్స్,Bioinformatics
బయోలిస్టిక్ గన్,Biolistic gun (gene gun)
బయోలిస్టిక్స్,Biolistics
జీవసంబంధమైన,Biological and physical barrier
జీవ జీవి,Biological being
బయోలాజికల్ కెమిస్ట్రీ,Biological chemistry
జీవ వర్గీకరణ,Biological classification
జీవసంబంధమైన సంఘం,Biological community
జీవ నియంత్రణ,Biological control
జీవ వైవిధ్యం,Biological diversity
జీవ పరిణామం,Biological evolution
జీవ వ్యవసాయం,Biological farming
జీవ వారసత్వం,Biological legacy
జీవ మాగ్నిఫికేషన్,Biological magnification
జీవ నత్రజని స్థిరీకరణ,Biological nitrogen fixation
జీవ వర్ణద్రవ్యం,Biological pigment
జీవ జాతుల భావన,Biological species concept
జీవ వ్యవస్థ,Biological system
జీవసంబంధమైన యుద్ధం,Biological war (bio-war)
జీవ ఆయుధం (బయో-ఆయుధం),Biological weapon (bio-weapon)
జీవశాస్త్రాలు,Biologicals
జీవశాస్త్రవేత్త,Biologist
జీవశాస్త్రం,Biology
బయోలుమినిసెన్స్,Bioluminescence
బయోమాస్,Biomass
బయోమాస్ ఇంధనం,Biomass fuel
బయోమ్,Biome
బయోమెడికల్ ఇంజనీరింగ్,Biomedical engineering
బయోమెడికల్ టెక్నాలజీ,Biomedical technology
బయో అణువు,Biomolecule
బయోపాటెంట్,Biopatent
బయోఫార్మాస్యూటికల్,Biopharmaceutical
బయోఫిజికల్,Biophysical
బయోఫిజిక్స్,Biophysics
బయోపిరసీ,Biopiracy
బయోపోటెన్షియల్ యాంప్లిఫైయర్,Biopotential amplifier
బయోఇయాక్టర్,Bioreactor
బయోరిమిడియేషన్,Bioremediation
బయోసోలిడ్,Biosolid
బయోస్పియర్ వనరులు,Biosphere resources
బయోస్పియర్,Biosphere
బయోసింథటిక్ మార్గం,Biosynthetic pathway
బయోసింథటిక్ దశ,Biosynthetic phase
బయోసిస్టెమాటిక్స్,Biosystematics
బయోటెక్నాలజీ,Biotechnology
బయోటెర్రరిజం,Bioterrorism
బయోటిక్,Biotic
బయోటిక్ కమ్యూనిటీ,Biotic community
బయోటిక్ కారకం,Biotic factor
బయోవర్,Biowar
బయోవైపన్ ఏజెంట్,Bioweapon agent
ద్విపద,Biparous
బైఫాస్ఫోగ్లిసరేట్,Biphosphoglycerate
బైపిన్నేట్,Bipinnate
బైపోలార్ నరాల కణం,Bipolar nerve cell
బైపోలార్ న్యూరాన్,Bipolar neuron
పక్షి,Bird
బర్డ్ ఫ్లూ వైరస్,Bird flu virus
ద్విలింగ,Bisexual
ద్విలింగ పువ్వు,Bisexual flower
కొరికే మరియు చూయింగ్ రకం,Biting and chewing type
బైవాలెంట్,Bivalent
వికారమైన ప్రవర్తన,Bizarre behavior
నల్ల రేగు పండ్లు,Black berry
బ్లాక్ ఫుట్ డిసీజ్,Black foot disease
క్రూసిఫెర్ యొక్క నల్ల తెగులు,Black rot of crucifer
మూత్రాశయం వోర్ట్,Bladder wort
మూత్రాశయం,Bladder
మూత్రాశయం,Bladderwort
మూత్రాశయం,Bladderworm
బ్లాస్టోకోల్,Blastocole
బ్లాస్టోసిస్ట్,Blastocyst
బ్లాస్టోమెర్,Blastomere
బ్లాస్ట్యులా,Blastula
బ్లెండెడ్,Blended
బ్లైండ్ సాక్,Blind sac
బ్లైండ్ స్పాట్,Blind spot
రక్తం గడ్డకట్టే కారకం,Blood clotting factor
బ్లడ్ కార్పస్,Blood corpuscle
రక్త ప్రసారం,Blood flow
రక్తపు గ్రూపు,Blood group
బ్లడ్ సీరం,Blood serum
రక్త నాళం,Blood vessel
బ్లడ్ స్ట్రీమ్,Bloodstream
బ్లాటింగ్,Blotting
బ్లూ బేబీ సిండ్రోమ్,Blue baby syndrome
బ్లూ బెర్రీ,Blue berry
బ్లూ గ్రీన్ ఆల్గే,Blue green algae
నీలం విప్లవం,Blue revolution
బ్లూ తిమింగలం,Blue whale
బ్లూ ఎండ్ లిగేషన్,Blue end ligation
దృష్టి అస్పష్టత,Blurring of vision
బాబ్‌క్యాట్,Bobcat
శరీరం,Body
శరీర (సోమాటిక్),Body (somatic) cell
శరీర ద్రవం,Body fluid
బోయర్‌హావియా,Boerhaavia
బోగ్,Bog
బోల్ పురుగు,Boll worm
బోలస్,Bolus
బాంబు కేలరీమీటర్,Bomb caloriometer
బొంబాయి డక్,Bombay duck
బాంబిక్స్,Bombyx
ఎముక మజ్జ,Bone marrow
బోనెల్లియా,Bonellia
అస్థి చిక్కైన,Bony labyrinth
అస్థి నిర్మాణం,Bony structure
బుక్ గిల్,Book gill
సరిహద్దు పిట్,Bordered pit
బొటానికల్,Botanical
వృక్షశాస్త్ర ఉద్యానవనం,Botanical garden
బొటానికల్ నామకరణం,Botanical nomenclature
వృక్షశాస్త్రజ్ఞుడు,Botanist
బోటనీ,Botany
అడ్డంకి ప్రభావం,Bottleneck effect
దిగువ నివాసి,Bottom dweller
దిగువ నివాసం,Bottom dwelling
బౌగెన్విలియా,Bougainvillea
బౌమాన్ క్యాప్సూల్,Bowman capsule
బౌమన్స్ గ్రంథి,Bowman's gland
బ్రాకెట్ శిలీంధ్రాలు,Bracket fungi
Bract,Bract
Bracteate,Bracteate
బ్రాక్టియోలేట్,Bracteolate
బ్రాక్టియోల్,Bracteole
మె ద డు,Brain
బ్రెయిన్ బాక్స్,Brain box
మెదడు చనిపోయింది,Brain dead
బ్రెయిన్ గ్యాంగ్లియన్,Brain ganglion
మెదడు కాండం,Brain stem
శాఖ,Branching
బ్రాంచియోస్టోమా,Branchiostoma
బ్రజ్జిన్,Brazzein
బ్రెడ్ అచ్చు,Bread mould
రొమ్ము పాలు,Breast milk
పెంపకందారుడు,Breeder
పెంపకం జీవశాస్త్రం,Breeding biology
బ్రూవర్స్ ఈస్ట్,Brewer's yeast
వంతెన,Bridge
బ్రైట్ ఫీల్డ్ మైక్రోస్కోప్,Bright field microscope
పెళుసైన నక్షత్రం,Brittle star
బ్రాడ్ బీన్,Broad bean
బ్రోకలీ,Broccoli
బ్రోన్కియోల్,Bronchiole
బ్రోన్కైటిస్,Bronchitis
బ్రోంకోడైలేటర్ డ్రగ్,Bronchodilator drug
