Odiya,Punjabi
ଆଟେଟୋଲେଟର୍ |,Attetuator
ଆଟେନୁଏଟର୍-ପ୍ୟାଡ୍ |,ਐਟੀਟਨਿਟਰ-ਪੈਡ
ପରିମାପ ସୀମା,ਆਡੀਬਿਲਟੀ ਥ੍ਰੈਸ਼ੋਲਡ
ମୂଳଦୁଆ,ਸੁਣਨਯੋਗ
ଶରଣଯୋଗର ଫ୍ରିକ୍ୱେନ୍ସି |,ਆਡੀਅਲ ਬਾਰੰਬਾਰਤਾ
ଶ୍ରବଣୀୟ ସ୍ୱର,ਸੁਣਨਯੋਗ ਧੁਨ
ଶ୍ରୋଚନା-ସ୍ପେକ୍ଟ୍ରମ୍ |,ਸੁਣਨਯੋਗ-ਸਪੈਕਟ੍ਰਮ
ଦର୍ଶକ |,ਹਾਜ਼ਰੀਨ
ଅଡିଓ,ਆਡੀਓ
ଅଡିଓ ଏମ୍ପ୍ଲିଫାୟର୍ |,ਆਡੀਓ ਅਮਲੀਫਾਇਰ
ଅଡିଓ ଆନାଲିଜର |,ਆਡੀਓ ਵਿਸ਼ਲੇਸ਼ਕ
ଅଡିଓ ପ୍ରସାରଣକାରୀ |,ਆਡੀਓ ਪ੍ਰਸਾਰਣ
ଅଡିଓ କେବୁଲ୍ |,ਆਡੀਓ ਕੇਬਲ
ଅଡିଓ ଶୃଙ୍ଖଳା,ਆਡੀਓ ਚੇਨ
ଅଡିଓ କୋଡେକ,ਆਡੀਓ ਕੋਡਕ
ଅଡିଓ ସଙ୍କୋଚନ |,ਆਡੀਓ ਕੰਪ੍ਰੈਸਨ
ଅଡିଓ ସଙ୍କୋଚନ |,ਆਡੀਓ ਕੰਪ੍ਰੈਸਰ
ଅଡିଓ କୋନସୋଲ |,ਆਡੀਓ ਕੰਸੋਲ
ଅଡିଓ ବିକୃତ |,ਆਡੀਓ ਵਿਗਾੜ
ଅଡିଓ ଗତିଶୀଳ ପରିସର |,ਆਡੀਓ ਡਾਇਨਾਮਿਕ ਰੇਂਜ
ଅଡିଓ ଫାଇଲ୍ ଫର୍ମାଟ୍ |,ਆਡੀਓ ਫਾਈਲ ਫਾਰਮੈਟ
ଅଡିଓ ଫ୍ରେମ୍ ଫର୍ମାଟ୍ |,ਆਡੀਓ ਫਰੇਮ ਫਾਰਮੈਟ
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଏମ୍ପ୍ଲିଫାୟର୍ |,ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਐਂਪਲੀਫਾਇਰ
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଜେନେରେଟର |,ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਜਰਨੇਟਰ
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ରେଞ୍ଜ |,ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਦੀ ਸੀਮਾ
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରତିକ୍ରିୟା |,ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਜਵਾਬ
ଅଡିଓ ସୀମା,ਆਡੀਓ ਸੀਮਾ
ଅଡିଓ ରେଖା |,ਆਡੀਓ ਲਾਈਨ
ଅଡିଓ ମିକ୍ସର୍ |,ਆਡੀਓ ਮਿਕਸਰ
ଅଡିଓ ମୋଣ୍ଟୁଲେସନ୍ |,ਆਡੀਓ ਸੰਚਾਲਨ
ଅଡିଓ ଓସକ୍ଲଟର |,ਆਡੀਓ c ਸਿਲੇਟਰ
ଅଡିଓ ଆଉଟପୁଟ୍,ਆਡੀਓ ਆਉਟਪੁੱਟ
ଅଡିଓ ଶକ୍ତି |,ਆਡੀਓ ਪਾਵਰ
ଅଡିଓ ଗୁଣ,ਆਡੀਓ ਕੁਆਲਟੀ
ଅଡିଓ ସଙ୍କେତ,ਆਡੀਓ ਸਿਗਨਲ
ଅଡିଓ ସଙ୍କେତ ପ୍ରକ୍ରିୟାକରଣ |,ਆਡੀਓ ਸਿਗਨਲ ਪ੍ਰੋਸੈਸਿੰਗ
ଅଡିଓ ସ୍ପେକ୍ଟ୍ରମ୍,ਆਡੀਓ ਸਪੈਕਟ੍ਰਮ
ଅଡିଓ ଷ୍ଟୋରେଜ୍ |,ਆਡੀਓ ਸਟੋਰੇਜ
ଅଡିଓ ସବ୍-କ୍ୟାରିଅର୍ |,ਆਡੀਓ ਸਬ-ਕੈਰੀਅਰ
ଅଡିଓ ଟ୍ରାନ୍ସଫର୍ମର |,ਆਡੀਓ ਟਰਾਂਸਫਾਰਮਰ
ଅଡିଓ ଟ୍ରାନ୍ସମିଟର |,ਆਡੀਓ ਟ੍ਰਾਂਸਮੀਟਰ
ଅଡିଓ / ଭିଡିଓ ସଙ୍କୋଚନ |,ਆਡੀਓ / ਵੀਡੀਓ ਸੰਕੁਚਨ
ଅଡିଓ-ଫ୍ରିକ୍ୱେନ୍ସି ଓସକ୍ଲୁଟର |,ਆਡੀਓ-ਬਾਰੰਬਾਰਤਾ
ଅଡିଓ-ଫ୍ରିକ୍ୱେନ୍ସି ସିଗ୍ନାଲ୍ |,ਆਡੀਓ-ਬਾਰੰਬਾਰਤਾ ਸੰਕੇਤ
ଅଡିଓମେଟ୍ରି |,ਆਡੀਓਮੈਟਰੀ
ଅଡିଓ-ଭିଜୁଆଲ୍ ସାହାଯ୍ୟ |,ਆਡੀਓ-ਵਿਜ਼ੂਅਲ ਸਹਾਇਤਾ
ଅଡିଟୋରୀ ଧାରଣା |,ਆਡੀਟਰੀ ਧਾਰਨਾ
ପ୍ରାମାଣିକିକରଣ,ਪ੍ਰਮਾਣਿਕਤਾ
ପ୍ରାଧିକୃତ ବାହକ ଫ୍ରିକ୍ୱେନ୍ସି |,ਅਧਿਕਾਰਤ ਕੈਰੀਅਰ ਬਾਰੰਬਾਰਤਾ
ଅଟୋ କ୍ୟାଡ୍,ਆਟੋ ਕੈਡ
ଅଟୋ ଡାଇଗ୍ନୋଷ୍ଟିକ୍ |,ਆਟੋ ਨਿਦਾਨ
ସ୍ୱୟଂଚାଳିତ |,ਆਟੋਮੈਟਿਕ
ସ୍ୱୟଂଚାଳିତ ନିୟନ୍ତ୍ରଣ |,ਆਟੋਮੈਟਿਕ ਕੰਟਰੋਲ
ସ୍ୱୟଂଚାଳିତ ଚିହ୍ନଟ |,ਆਟੋਮੈਟਿਕ ਖੋਜ
ସ୍ୱୟଂଚାଳିତ ଯନ୍ତ୍ରପାତି |,ਆਟੋਮੈਟਿਕ ਉਪਕਰਣ
ସ୍ୱୟଂଚାଳିତ ଫ୍ରିକ୍ୱେନ୍ସି କଣ୍ଟ୍ରୋଲ୍ |,ਆਟੋਮੈਟਿਕ ਬਾਰੰਬਾਰਤਾ ਨਿਯੰਤਰਣ
ସ୍ୱୟଂଚାଳିତ ସୀମା |,ਆਟੋਮੈਟਿਕ ਸੀਮਾ
ସ୍ୱୟଂଚାଳିତ ଯନ୍ତ୍ର,ਆਟੋਮੈਟਿਕ ਮਸ਼ੀਨ
ସ୍ୱୟଂଚାଳିତ ଫାସା ନିୟନ୍ତ୍ରଣ |,ਆਟੋਮੈਟਿਕ ਫਾਸੇ ਕੰਟਰੋਲ
ସ୍ୱୟଂଚାଳିତ ଚିତ୍ର ଟ୍ରାନ୍ସମିସନ୍ |,ਆਟੋਮੈਟਿਕ ਤਸਵੀਰ ਸੰਚਾਰ
ସ୍ୱୟଂଚାଳିତ ପ୍ଲେକ୍ |,ਆਟੋਮੈਟਿਕ ਪਲੇਅਬੈਕ
ସ୍ୱୟଂଚାଳିତ ଶକ୍ତି ନିୟନ୍ତ୍ରଣ |,ਆਟੋਮੈਟਿਕ ਪਾਵਰ ਕੰਟਰੋਲ
ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ |,ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ
ସ୍ୱୟଂଚାଳିତ ରେକର୍ଡିଂ |,ਆਟੋਮੈਟਿਕ ਰਿਕਾਰਡਿੰਗ
ସ୍ୱୟଂଚାଳିତ ପୁନ et ସେଟ୍ |,ਆਟੋਮੈਟਿਕ ਰੀਸੈੱਟ
ସ୍ୱୟଂଚାଳିତ ସଟକଟର୍ ​​|,ਆਟੋਮੈਟਿਕ ਸ਼ਟਰ
ସ୍ୱୟଂଚାଳିତ ସିଷ୍ଟମ୍ |,ਆਟੋਮੈਟਿਕ ਸਿਸਟਮ
ସ୍ୱୟଂଚାଳିତ ଟେଲିଫୋନ୍ |,ਆਟੋਮੈਟਿਕ ਟੈਲੀਫੋਨ
ସ୍ୱୟଂଚାଳିତ ତାପମାତ୍ରା ନିୟନ୍ତ୍ରଣ |,ਆਟੋਮੈਟਿਕ ਤਾਪਮਾਨ ਨਿਯੰਤਰਣ
ସ୍ୱୟଂଚାଳିତ ଭୋଲଟେଜ୍ ନିୟାମକ |,ਆਟੋਮੈਟਿਕ ਵੋਲਟੇਜ ਰੈਗੂਲੇਟਰ
ସ୍ୱୟଂଚାଳିତ ଭଲ୍ୟୁମ୍ ସଙ୍କେତ ଅନୁବାଦକ |,ਆਟੋਮੈਟਿਕ ਵਾਲੀਅਮ ਕੰਪ੍ਰੈਸਰ
ସ୍ୱୟଂଚାଳିତ ଭଲ୍ୟୁମ୍ କଣ୍ଟ୍ରୋଲ୍ |,ਆਟੋਮੈਟਿਕ ਵਾਲੀਅਮ ਨਿਯੰਤਰਣ
ସ୍ୱୟଂଚାଳିତ ଭଲ୍ୟୁମ୍ ବିସ୍ତାର କରନ୍ତୁ |,ਆਟੋਮੈਟਿਕ ਵਾਲੀਅਮ ਫੈਲਾਓਡਰ
ସ୍ୱୟଂଚାଳିତ,ਆਟੋਮੈਟੇਸ਼ਨ
ସ୍ୱୟଂଚାଳିତ ନିୟନ୍ତ୍ରଣ,ਆਟੋਮੈਟੇਸ਼ਨ ਕੰਟਰੋਲ
ସ୍ୱୟଂଚାଳିତ ଫ୍ରିକ୍ୱେନ୍ସି କଣ୍ଟ୍ରୋଲ୍ |,ਆਟੋਮੈਟਿਕ ਬਾਰੰਬਾਰਤਾ ਕੰਟਰੋਲਰ
ସହାୟକକାରୀ,ਸਹਾਇਕ
ସହାୟକ ଅଡିଓ ବସ୍ |,ਸਹਾਇਕ ਆਡੀਓ ਬੱਸ
ଉପଲବ୍ଧ ଶକ୍ତି ଉପଲବ୍ଧ |,ਉਪਲਬਧ ਪਾਵਰ
ଆଭାଲାନେ ଭାଙ୍ଗିବା |,ਬਰਫਬਾਰੀ ਟੁੱਟਣਾ
ହାରାହାରି ଜୀବନ,Life ਸਤਨ ਜ਼ਿੰਦਗੀ
ହାରାହାରି ଚାପ,Speptuse ਸਤਨ ਦਬਾਅ
ହାରାହାରି ଗତି,Average ਸਤ ਗਤੀ
ସ୍ପିନ୍ ର ଅକ୍ଷ |,ਸਪਿਨ ਦਾ ਧੁਰਾ
ଆଜିମ୍ୟୁଥ୍,ਅਜ਼ੀਮੂਥ
ଆଜିମ୍ୟୁଥ କୋଣ |,ਅਜ਼ੀਮੂਥ ਐਂਗਲ
ଆଜିମ୍ୟୁଥ୍ ତ୍ରୁଟି |,ਅਜੀਮੂਥ ਗਲਤੀ
ପଛ ହାଲୁକା,ਪਿਛਲੀ ਰੋਸ਼ਨੀ
ବ୍ୟାକ୍ ପ୍ରୋଜେକସନ |,ਬੈਕ ਪ੍ਰੋਜੈਕਸ਼ਨ
ବ୍ୟାକ୍ ଭୋଲଟେଜ୍ (= ଓଲଟା ଭୋଲଟେଜ୍),ਵਾਪਸ ਵੋਲਟੇਜ (= ਰਿਵਰਸ ਵੋਲਟੇਜ)
ବ୍ୟାକଫାୟାର (ଆକ୍ ବ୍ୟାକ୍),ਬੈਕਫਾਇਰ (ਆਰਕ ਬੈਕ)
ପୃଷ୍ଠଭୂମି ଆଲୋକ |,ਪਿਛੋਕੜ ਦੀ ਰੋਸ਼ਨੀ
ପୃଷ୍ଠଭୂମି ଶବ୍ଦ,ਪਿਛੋਕੜ ਦੇ ਸ਼ੋਰ
ପୃଷ୍ଠଭୂମି ପ୍ରୋଜେକସନ |,ਪਿਛੋਕੜ ਦਾ ਅਨੁਮਾਨ
ନକଲ ସଂରକ୍ଷଣ,ਬੈਕਅਪ
ବାଧା,ਬੇਫਲ
ବେକିଂ,ਪਕਾਉਣਾ
ସନ୍ତୁଳିତ ଅଡିଓ,ਸੰਤੁਲਿਤ ਆਡੀਓ
ସନ୍ତୁଳିତ ଅଡିଓ ରେଖା |,ਸੰਤੁਲਿਤ ਆਡੀਓ ਲਾਈਨ
ସନ୍ତୁଳିତ ଟ୍ରାନ୍ସମିସନ ଲାଇନ୍ |,ਸੰਤੁਲਿਤ ਟਰਾਂਸਮਿਸ਼ਨ ਲਾਈਨ
ସନ୍ତୁଳନ |,ਸੰਤੁਲਨ
ବାଲାଷ୍ଟ |,ਗੈਲਸਟ
ବାଲାଷ୍ଟ ଫ୍ୟାକ୍ଟର୍ |,ਗਲੇਸਟ ਫੈਕਟਰ
ବାଲୁନ୍ |,ਬਾਲੂਨ
ବ୍ୟାଣ୍ଡ,ਜਥਾ
ବ୍ୟାଣ୍ଡ ପାସ୍ ଫିଲ୍ଟର୍ |,ਬੈਂਡ ਪਾਸ ਫਿਲਟਰ
ବ୍ୟାଣ୍ଡ ସିଲେକ୍ଟର୍ |,ਬੈਂਡ ਚੋਣਕਾਰ
ବ୍ୟାଣ୍ଡ ବିଭାଜନ,ਬੈਂਡ ਸਪਲਿਟਿੰਗ
ବ୍ୟାଣ୍ଡ ଷ୍ଟପ୍ ଫିଲ୍ଟର୍ |,ਬੈਂਡ ਸਟੌਪ ਫਿਲਟਰ
ବ୍ୟାଣ୍ଡ ସୁଇଚ୍,ਬੈਂਡ ਸਵਿਚ
ବ୍ୟାଣ୍ଡ ଟ୍ୟୁନିଂ,ਬੈਂਡ ਟਿ ing ਨਿੰਗ
ବ୍ୟାଣ୍ଡୱିଡଥ୍ |,ਬੈਂਡਵਿਡਥ
ଦଣ୍ଡିକା,ਬਾਰ
ବାର୍ କୋଡ୍,ਬਾਰ ਕੋਡ
ବାର୍ ଡାଟା |,ਬਾਰ ਡਾਟਾ
ଖାଲି ବ୍ୟାଣ୍ଡ |,ਬੇਅਰ ਬੈਂਡ
ଖାଲି ଦୀପ,ਬੇਅਰ ਲੈਂਪ
ବର୍ଣ୍ଣ କବାଟ,ਬਾਰਨ ਡੋਰ
ମୂଳା ବ୍ୟାଣ୍ଡ,ਅਧਾਰ ਬੈਂਡ
ବେସ୍ ବ୍ୟାଣ୍ଡ ସିଗ୍ନାଲ୍ |,ਬੇਸ ਬੈਂਡ ਸਿਗਨਲ
ମୂଳ ବ୍ୟାଣ୍ଡ ସିଷ୍ଟମ୍ |,ਬੇਸ ਬੈਂਡ ਸਿਸਟਮ
ବେସ୍ ବ୍ରାଉଜର୍ |,ਅਧਾਰ ਬਰਾ browser ਜ਼ਰ
ମୂଳ କଲେକ୍ଟର ଜଙ୍କସନ |,ਬੇਸ ਕੁਲੈਕਟਰ ਜੰਕਸ਼ਨ
ମୂଳ ଇନସୁଲେଟର |,ਅਧਾਰ ਇਨਸੂਲੇਟਰ
ବାସ୍,ਬਾਸ
ବାସ୍ କ୍ଷତିପୂରଣ |,ਬਾਸ ਮੁਆਵਜ਼ਾ
ବ୍ୟାସ୍ ଉଚ୍ଚ ସ୍ୱିସ୍ ଶିଖର (ୱୋଫର୍),ਬਾਸ ਲਾਡਸਪੀਕਰ (ਵੂਫਾਨ)
ବ୍ୟାଚ୍ ସ୍କାନିଂ |,ਬੈਚ ਸਕੈਨਿੰਗ
ବ୍ୟାଟେରୀ ଚାର୍ଜିଂ |,ਬੈਟਰੀ ਚਾਰਜਿੰਗ
ବିମ୍,ਸ਼ਤੀਰ
Beat,ਕੁੱਟਿਆ
ଫ୍ରିକ୍ୱେନ୍ସି ଓସ୍କିଲେଟର୍ ବିଟ୍ କରନ୍ତୁ |,ਬਾਰੰਬਾਰਤਾ c ਸਿਲੇਟਰ ਨੂੰ ਹਰਾਇਆ
ବେଲ,ਬੇਲ
ପକ୍ଷ,ਬਿਆਸ
ପକ୍ଷର ସର୍କିଟ |,ਬਿਆਸ ਸਰਕਟ
ବାୟିଆସ୍ ଫ୍ରିକ୍ୱେନ୍ସି,ਪੱਖਪਾਤ ਦੀ ਬਾਰੰਬਾਰਤਾ
ପକ୍ଷପାତ ଭୋଲଟେଜ୍ |,ਬਿਆਸ ਵੋਲਟੇਜ
ଅଗ୍ରଗାମୀ ଦିଗରେ ପକ୍ଷପାତିତ |,ਅੱਗੇ ਦੀ ਦਿਸ਼ਾ ਵਿਚ ਪੱਖਪਾਤ
ଦ୍ୱି-ଦିଗଦର୍ଶନ ମାଇକ୍ରୋଫୋନ୍ |,ਦੋ-ਦਿਸ਼ਾਵੀ ਮਾਈਕ੍ਰੋਫੋਨ
ବିଲବୋର୍ଡ |,ਬਿਲ ਬੋਰਡ
ବିଲବୋର୍ଡ ଆବେଦନ |,ਬਿਲਬੋਰਡ ਐਪਲੀਕੇਸ਼ਨ
ଦ୍ୱି-ଧାତବ ଉପାଦାନ |,ਦੋ-ਧਾਤੂ ਤੱਤ
ବାଇନାରୀ,ਬਾਈਨਰੀ
ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |,ਬਾਈਨਰੀ ਕੋਡਡ ਦਸ਼ਮਲਵ
ବାଇନାରୀ ଅଙ୍କ (ବିଟ୍),ਬਾਈਨਰੀ ਅੰਕ (ਬਿੱਟ)
ବାଇନାରୀ ନମ୍ବର |,ਬਾਈਨਰੀ ਨੰਬਰ
ମହଲାରିକାରୀ ଶ୍ରବଣ |,ਹਾਇਨਲ ਸੁਣਵਾਈ
ଦ୍ୱିପାକ୍ଷିକ |,ਦੂਰਬੀਨ
ବାୟୋମେଟ୍ରିକ୍ |,ਬਾਇਓਮੈਟ੍ਰਿਕ
ଦ୍ୱିପାକ୍ଷିକ ଟ୍ରାନ୍ସସିଗର |,ਬਾਈਪੋਲਰ ਟ੍ਰਾਂਜ਼ਿਸਟਰ
ବିଟ୍ ଆବଣ୍ଟନ,ਬਿੱਟ ਅਲਾਟਮੈਂਟ
ବିଟ୍ ହାର |,ਬਿੱਟ ਰੇਟ
କଳା ଏବଂ ଧଳା ଟିଭି |,ਕਾਲੀ ਅਤੇ ਚਿੱਟਾ ਟੀਵੀ
ଖାଲି,ਖਾਲੀ
ଖାଲି ବ୍ୟବଧାନ,ਅੰਤਰਾਲ
ଖାଲି ସ୍ତର,ਖਾਲੀ ਪੱਧਰ
ରକ୍ତସ୍ରାବ ପ୍ରତିରୋଧ,ਖੂਨ ਦੇ ਵਿਰੋਧ
ବ୍ଲାକ୍ କ୍ୟାମେରା |,ਝੁਲਸਿਆ ਕੈਮਰਾ
ଅନ୍ଧାର ଚମକ,ਅੰਨ੍ਹਾ
Ink ଲକ,ਝਪਕਣਾ
ବ୍ଲିଙ୍କିଂ |,ਝਪਕਣਾ
ବ୍ଲକ କୋଡ୍,ਬਲਾਕ ਕੋਡ
ଚିତ୍ରକୁ ଅବରୋଧ କରନ୍ତୁ |,ਬਲਾਕ ਚਿੱਤਰ
ବ୍ଲକ ଇଣ୍ଟରଲେଭ୍ କରନ୍ତୁ |,ਬਲਾਕ ਇੰਟਰਲੇਵ
କ୍ୟାପେସିଟରକୁ ଅବରୋଧ କରିବା |,ਰੋਕਣਾ ਕੈਪਸਲੇਟਰ
ଓସିଲେଟରକୁ ଅବରୋଧ କରିବା |,Cl ਕਲੇਟਰ ਨੂੰ ਰੋਕਣਾ
ଫୁଲ,ਖਿੜ
ଲ୍ୟାମ୍ପ ଉଡ଼ାନ୍ତୁ |,ਵਾਂ ਦੀਵਾ
Blow ଟକା ପାଇପ୍,ਪਾਈਪ ਉਡਾ
ଡ଼ିଆ,ਉਡਾਉਣ ਵਾਲੇ
ବ୍ଲୁଟୁଥ୍,ਬਲਿ Bluetooth ਟੁੱਥ
ଶରୀର ଆକ୍ରୀତା |,ਬਾਡੀ ਕੈਪੀਟਲ
ବୁକମାର୍କ,ਬੁੱਕਮਾਰਕ
ବୁଲିଅନ୍ ଆଲଜେବ୍ରା |,ਬੁਲੀਅਨ ਐਲਜਬਰਾ
ବ om ାନ୍ତୁ,ਬੂਮ
ବୃଦ୍ଧି କର |,ਹੁਲਾਰਾ
ବୁଷ୍ଟର୍,ਬੂਸਟਰ
ବଷ୍ଟର୍ ଆଲୋକ |,ਬੂਸਟਰ ਰੋਸ਼ਨੀ
ବୃଦ୍ଧି କରିବା,ਹੁਲਾਰਾ
ବୁଟିଙ୍ଗ,ਬੂਟਿੰਗ
ବୁଟଷ୍ଟ୍ରାପ,ਬੂਟਸਟਰੈਪ
ତଳ ଆଲୋକ,ਤਲ ਰੋਸ਼ਨੀ
ବାଉନ୍ସ ଆଲୋକ,ਜੰਚਕ ਰੋਸ਼ਨੀ
ଭାଙ୍ଗନ୍ତୁ,ਟੁੱਟ ਜਾਣਾ
ଭୋଲଟେଜ୍ ଭାଙ୍ଗନ୍ତୁ |,ਵੋਲਟੇਜ ਨੂੰ ਤੋੜੋ
ସେଜ୍ ଉପାଦାନ,ਬ੍ਰਿਜ ਐਲੀਮੈਂਟ
ବ୍ରିଜ୍ ରେକ୍ଟିଫିରିଟ୍ |,ਬ੍ਰਿਜ ਰੈਕਟਫਾਇਰ
ବ୍ରିଜ୍ 'ଟୋଟେଏଟ୍ସର୍ |,ਬ੍ਰੀਡਡ 'ਟੀ' ਐਟਣਾਟਰ
ବ୍ରିଜ୍ ଗଠନ |,ਬਰਧਾਰਿਤ ਬਣਤਰ
Eriding,ਬ੍ਰਿਜਿੰਗ
ଏମ୍ପଲିଫାୟର୍ ବ୍ରିଜ୍ |,ਬ੍ਰਿਜਿੰਗ ਐਂਪਲੀਫਾਇਰ
କ୍ଷୟକ୍ଷତି,ਬ੍ਰਿਜਿੰਗ ਦਾ ਨੁਕਸਾਨ
ଉଜ୍ଜ୍ୱଳତା,ਚਮਕ
ଉଜ୍ଜ୍ୱଳତା ନିୟନ୍ତ୍ରଣ |,ਚਮਕ ਨਿਯੰਤਰਣ
ଭଗ୍ନ,ਭੁਰਭੁਰਾ
ଭଗ୍ନ ପଦାର୍ଥ |,ਭੁਰਭੁਰਾ ਪਦਾਰਥ
ବ୍ରଡବ୍ୟାଣ୍ଡ |,ਬ੍ਰਾਡਬੈਂਡ
ବ୍ରଡବ୍ୟାଣ୍ଡ ଏମ୍ପ୍ଲିଫାୟର୍ |,ਬਰਾਡਬੈਂਡ ਐਂਪਲੀਫਾਇਰ
ବ୍ରଡବ୍ୟାଣ୍ଡ ISDN,ਬ੍ਰਾਡਬੈਂਡ ਆਈਐਸਡੀਐਨ
ବ୍ରଡବ୍ୟାଣ୍ଡ ସିଷ୍ଟମ |,ਬ੍ਰਾਡਬੈਂਡ ਸਿਸਟਮ
ପ୍ରସାରଣ ଏବଂ ଯୋଗାଯୋଗ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |,ਪ੍ਰਸਾਰਣ ਅਤੇ ਸੰਚਾਰ ਟੈਕਨੋਲੋਜੀ
ପ୍ରସାରଣ କଭରେଜ୍ |,ਪ੍ਰਸਾਰਣ ਕਵਰੇਜ
ବ୍ରଡକାଷ୍ଟ ରିସିଭର୍ |,ਪ੍ਰਸਾਰਣ ਰਿਸੀਵਰ
ପ୍ରସାରଣ ସେବା ଯୋଜନା,ਪ੍ਰਸਾਰਣ ਸੇਵਾ ਯੋਜਨਾਬੰਦੀ
ବିସ୍ତାରିତ ଟ୍ରାନ୍ସମିଟର |,ਪ੍ਰਸਾਰਣ ਟ੍ਰਾਂਸਮੀਟਰ
ବ୍ରଡ୍ କ୍ୟାଷ୍ଟର |,ਪ੍ਰਸਾਰਕ
ପ୍ରସାରଣ,ਪ੍ਰਸਾਰਣ
ପ୍ରସାରଣ ଷ୍ଟେସନ |,ਪ੍ਰਸਾਰਣ ਸਟੇਸ਼ਨ
ଭଙ୍ଗା,ਟੁੱਟਿਆ
ବ୍ରାଉଜର୍,ਬਰਾ ser ਜ਼ਰ
ବ୍ରାଉଜିଂ,ਬ੍ਰਾ ing ਜ਼ਿੰਗ
ବବୁଲ୍ |,ਬੁਲਬੁਲਾ
ବଫର୍,ਬਫਰ
ବଫର୍ ଏମ୍ପିଫାୟର୍ |,ਬਫਰ ਐਂਪਲੀਫਾਇਰ
ବଫର୍ ଟ୍ୟୁବ୍ |,ਬਫਰ ਟਿ .ਬ
ତ୍ରୁଟି,ਬੱਗ
ବିଲ୍ଟ-ଇନ୍ ଆଣ୍ଟେନା |,ਅੰਦਰੂਨੀ ਤੌਰ ਤੇ ਐਂਟੀਨਾ
ବର୍ନର୍,ਬਰਨਰ
ଜଳିବା,ਜਲਣ
ବିସ୍ଫୋରଣ ତ୍ରୁଟି |,ਬਰਸਟ ਗਲਤੀ
ବିସ୍ଫୋରଣ ସନ୍ନିବେଶ ନାଡ |,ਬਰਸਟ ਇਨਸਰਟ ਪਲਸ
ବିସ୍ଫୋରଣ ପର୍ଯ୍ୟାୟ |,ਬਰਸਟ ਪੜਾਅ
ବସ୍,ਬੱਸ
ବ୍ୟବସାୟ ବୁଦ୍ଧି,ਕਾਰੋਬਾਰੀ ਬੁੱਧੀ
ବଜର୍,ਬੁਜ਼ਰ
ପାସ୍ ଦ୍ୱାରା,ਪਾਸ ਦੁਆਰਾ
ପାସ୍ କରି,ਪਾਸ ਕਰਕੇ
ବାଇପାସ୍ କଣ୍ଡେନ୍ସର୍ |,ਬਾਈਪਾਸ ਕੰਡੈਂਸਰ
ଗ,ਸੀ
C + ପ୍ରୋଗ୍ରାମିଂ ଭାଷା |,ਸੀ + ਪ੍ਰੋਗਰਾਮਿੰਗ ਭਾਸ਼ਾ
କ୍ୟାବିନେଟ୍,ਕੈਬਨਿਟ
କେବୁଲ୍ |,ਕੇਬਲ
କେବୁଲ୍ କମ୍ପାଉଣ୍ଡ |,ਕੇਬਲ ਮਿਸ਼ਰਿਤ
କେବୁଲ ସମାନତା,ਕੇਬਲ ਬਰਾਬਰੀ
କେବୁଲ୍ ହ୍ରାସ |,ਕੇਬਲ ਦਾ ਨੁਕਸਾਨ
କ୍ୟାଚ୍,ਕੈਸ਼
କ୍ୟାଚିଂ,ਕੈਚਿੰਗ
କ୍ୟାଡମିୟମ୍ କକ୍ଷ,ਕੈਡਮੀਅਮ ਸੈੱਲ
ଯନ୍ତ୍ର ଗଣନା,ਹਿਸਾਬ ਮਸ਼ੀਨ
ଗଣନା,ਗਣਨਾ
କାଲକୁଲେଟର,ਕੈਲਕੁਲੇਟਰ
କାଲିବ୍ରେଟ୍ କରନ୍ତୁ |,ਕੈਲੀਬਰੇਟ
କାଲିପର୍,ਕੈਲੀਪਰਸ
କାଲୋରିମିଟର |,ਕੈਲੋਰੀਮੀਟਰ
କ୍ୟାମକାର୍ଡ,ਕੈਮਕੋਰਡਰ
କ୍ୟାମେରା,ਕੈਮਰਾ
କ୍ୟାମେରା ଆଲାଇନ୍ମେଣ୍ଟ |,ਕੈਮਰਾ ਅਨੁਕੂਲਤਾ
କ୍ୟାମେରା ଆପେଚର |,ਕੈਮਰਾ ਅਪਰਚਰ
କ୍ୟାମେରା କଭରେଜ୍ |,ਕੈਮਰਾ ਕਵਰੇਜ
କ୍ୟାମେରା ଲାଇନ- ଅପ୍ |,ਕੈਮਰਾ ਲਾਈਨ-ਅਪ
କ୍ୟାମେରା ଟ୍ୟୁବ୍ |,ਕੈਮਰਾ ਟਿ .ਬ
ଛାତ,ਕੈਨੋਪੀ
ସାମର୍ଥ୍ୟ |,ਸਮਰੱਥਾ
