Malayalam,Gujarati
സംയോജിപ്പിക്കുക,ભેગા
ഒരുമിച്ചുകൂട്ടിയ ഉത്ഭവം,ભેગા થયેલા મૂળ
ദൈർഘ്യം കൂടിച്ചേർന്നു,એકત્રીકરણ સમયગાળો
അസംബ്ലി,ભેગા કરનાર
അസംബ്ലിലർ നിർദ്ദേശം,એસેમ્બલ નિર્દેશક
അസംബ്ലർ സൗകര്യം,ભેળસેળ કરવાની સુવિધા
അസംബ്ലിലർ ഭാഷ,જોડાયેલી ભાષા
കൂട്ടിച്ചേർക്കുന്നു,એકત્રીકરણ
ഒത്തുചേരൽ ഘട്ടം,ભેગા કરવાનો તબક્કો
സമയം ഒത്തുചേരുന്നു,એકત્રીકરણ સમય
നിയമനിര്മ്മാണസഭ,વિધાનસભા
നിയമസഭാ ഭാഷ,સભા
നിയമസഭാ ഭാഷ പ്രോഗ്രാമിംഗ്,સભા ભાષા કાર્યક્રમ
അസംബ്ലി ഭാഷാ സോഫ്റ്റ്വെയർ വഴക്കം,એસેમ્બલી ભાષા સ software ફ્ટવેર સુગમતા
നിയമസഭാ പട്ടിക,સભા સૂચિ
നിയമസഭാ ഘട്ടം,સભા તબક્કા
നിയമസഭ,વિધાનસભા દિનચર્યા
നിയമസഭാലം,સભા સમય
നിയമസഭാസം,સભા એકમ
അസൈൻമെന്റ് ഇൻഡെക്സിംഗ്,સોંપણી અનુક્રમણિકા
അസൈൻമെന്റ് പ്രവർത്തനം,સોંપણી કામગીરી
അസൈൻമെന്റ് സ്റ്റേറ്റ്മെന്റ്,સોંપણી પત્રક
അസോസിയേറ്റീവ് വിലാസം,સંલગ્ન સંબોધન
അസോസിയേറ്റീവ് അറേ രജിസ്റ്റർ,સહયોગી એરે રજિસ્ટર
അസോസിയേറ്റീവ് കീ,સહ -મુખ્ય
അസോസിയേറ്റീവ് ഭാഷ,એકસમાન ભાષા
അസോസിയേറ്റീവ് മെമ്മറി,સંલગ્ન મેમરી
അസോസിയേറ്റീവ് സംഭരണം,સંલગ્ન સંગ્રહ
ദശാംശസ്ഥാനം അനുമാനിച്ചു,ધારેલો દશાંશ બિંદુ
അസമമായ ഉപകരണം,અસમપ્રમાણ ઉપકરણ
അസമമായ ഐ / ഒ,અસમપ્રમાણતા I/O
അസിൻക്രണസ്,અસુમેળવાળું
അസിൻക്രണസ് കമ്പ്യൂട്ടർ,અસમકાલીન કમ્પ્યુટર
അസിൻക്രണസ് ഡാറ്റ കൈമാറ്റം,અસમકાલીન ડેટા સ્થાનાંતરણ
അസിൻക്രണസ് ഡാറ്റ ട്രാൻസ്മിഷൻ,અસુમેળ ડેટા પ્રસારણ
അസിൻക്രണസ് ഉപകരണങ്ങൾ,અસુમેળ ઉપકરણો
അസിൻക്രണസ് പ്രവർത്തനം,અસુમેળ
അസിൻക്രണസ് സിഗ്ലിംഗ്,અસમકાલીન સંકેત
അസിൻക്രണസ് ടൈം ഡിവിഷൻ മൾട്ടിക്സ്റ്റിംഗ്,અસુમેળ સમય વિભાગ મલ્ટીપ્લેક્સિંગ
അസിൻക്രണസ് ട്രാൻസ്മിഷൻ,અસુમેળ
അസിൻക്രണസ് ജോലി,અસમકાલીન કાર્યકારી
അറ്റാച്ചുചെയ്ത പ്രോസസ്സിംഗ്,જોડાયેલ પ્રક્રિયા
അറ്റാച്ചുചെയ്ത പ്രോസസർ,જોડાયેલ પ્રોસેસર
അറ്റാച്ചുചെയ്ത പിന്തുണ പ്രോസസർ,જોડાયેલ સપોર્ટ પ્રોસેસર
പങ്കെടുത്ത പ്രവർത്തനം,ઉપસ્થિત કામગીરી
ട്രയൽ പ്രിന്ററിൽ പങ്കെടുത്തത്,ઉપસ્થિત ટ્રેઇલ પ્રિંટર
ശ്രദ്ധ തടസ്സം,વિક્ષેપ
ശ്രദ്ധ കീ,ધ્યાન
അറ്റൻവറൻസ്,વ્યવહાલ
അറ്റൻവറേഷൻ സ്ഥിരാങ്കം,વિકેન્દ્રિત સ્થિરતા
Attenuution വികസനം,વ્યથિત વિકૃતિ
അറ്റൻവേഷൻ ഇക്വൈസർ,વિકેન્દ્રિત બરાબરી
അറ്റൻവേറ്റർ,હલકાઈ કરનાર
ആട്രിബ്യൂട്ട്,લક્ષણ
കേൾക്കാവുന്ന അലാറം,શ્રાહ
ഓഡിയോ കാസറ്റ്,Audio ડિઓ કેસેટ
ഓഡിയോ അന്വേഷണം,Ation ડિઓની તપાસ
ഓഡിയോ ലൈൻ,Audષધિ
ഓഡിയോ പ്രതികരണം,Audio ડિઓનો પ્રતિભાવ
ഓഡിയോ പ്രതികരണ സന്ദേശം,Auduy ડિઓ પ્રતિસાદ સંદેશ
ഓഡിയോ പ്രതികരണ യൂണിറ്റ്,Audit ડિઓ પ્રતિસાદ એકમ
ഓഡിയോപെപ്പ് സ്റ്റോറേജ് യൂണിറ്റ്,ખવડ -સંગ્રહ એકમ
ഓഡിയോ ടെലികമ്മ്യൂണിക്കേഷൻ ലൈൻ,Audડતી ટેલિકમ્યુનિકેશન રેખા
ഓഡിയോ ടെർമിനൽ,Audio ડિઓ ટર્મિન
ഓഡിറ്റ് കമാൻഡ് ഭാഷ,ઓડિટ ભાષા
ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്,હિસાબ -તપાસણી
ഓഡിറ്റ് ട്രയൽ,વિષ્લેષણ
ഗഹെൻഡ്,યોજવું
വര്ദ്ധിപ്പിക്കുക,વૃદ્ધિ
വര്ഗം,વૃદ્ધિ કરનાર
ഗന്ഥകാരി,લેખક
അധികാരമുള്ള,લેખક
രചയിതാവിന്റെ സംവിധാനം,અર્થતંત્ર
അധികാരം,અધિકાર
അംഗീകാര കോഡ്,સત્તાપત્ર
അംഗീകൃത ലൈബ്രറി,અધિકૃત ગ્રંથાલય
അംഗീകൃത പ്രോഗ്രാം,અધિકૃત કાર્યક્રમ
അംഗീകൃത പ്രോഗ്രാം സൗകര്യം,અધિકૃત કાર્યક્રમ સુવિધા
യാന്ത്രിക സംഗ്രഹം,સ્વત abstractભાશ્રલ
തനിയെ ഉത്തരം,શૌર્ય
യാന്ത്രിക ബൂട്ടിംഗ്,સ્વત bootટ -બુટિંગ
യാന്ത്രിക ബൈപാസ്,સ્વત by બાયપાસ
യാന്ത്രിക കോൾ (= യാന്ത്രിക കോളിംഗ്),Auto ટો ક call લ (= સ્વચાલિત ક calling લિંગ)
യാന്ത്രിക കോഡർ,સ્વત autoાંડ
യാന്ത്രിക ഡയൽ,ઓટો ડાયલ
ഓട്ടോഫ്ലോ,સ્વચ્છતા
യാന്ത്രിക സൂചിക,ઓટો અનુક્રમણિકા
യാന്ത്രിക സൂചിക വിലാസം,ઓટો અનુક્રમિત સરનામાં
ഓട്ടോമാറ്റ,નકલો
ഓട്ടോമാറ്റ സിദ്ധാന്തം,આપમેળે સિદ્ધાંત
ഓട്ടോപ്പണ്,સ્વત્વાર્પણ પ્રકાર
യാന്ത്രിക ഗ്രന്ഥസൂചിക,સ્વચાલિત ગ્રંથસૂચિ
യാന്ത്രിക ഡാറ്റ മാധ്യമം,સ્વચાલિત ડેટા માધ્યમ
യാന്ത്രിക നിഘണ്ടു,સ્વચાલિત શબ્દકોશ
യാന്ത്രിക ഗ്ലോസറി,સ્વચાલિત સ્થગિત
യാന്ത്രിക ലോജിക് ഡയഗ്രം,સ્વચાલિત તર્ક આકૃતિ
യാന്ത്രിക മാനേജുമെന്റ്,સ્વચાલિત સંચાલન
യാന്ത്രിക പ്രൊഡക്ഷൻ മാനേജുമെന്റ്,સ્વચાલિત ઉત્પાદન વ્યવસ્થાપન
യാന്ത്രിക സ്റ്റോക്ക് നിയന്ത്രണം,સ્વચાલિત સ્ટોક નિયંત્રણ
യാന്ത്രിക സംഗ്രഹം,સ્વચાલિત મુદ્દો
യാന്ത്രിക സംഗ്രഹം,સ્વચાલિત અમૂર્તતા
യാന്ത്രികമായി പ്രോഗ്രാം ചെയ്ത ഉപകരണങ്ങൾ,આપમેળે પ્રોગ્રામ કરેલા સાધનો
യാന്ത്രിക ഉത്തരം,સ્વચાલિત જવાબ
യാന്ത്രിക കോൾ വിതരണക്കാരൻ,સ્વચાલિત ક call લ વિતરક
യാന്ത്രിക കോളിംഗ്,સ્વચાલિત બોલાવવું
യാന്ത്രിക പരിശോധന,સ્વચાલિત તપાસ
യാന്ത്രിക കോഡിംഗ്,સ્વચાલિત કોડિંગ
യാന്ത്രിക കമ്പ്യൂട്ടിംഗ്,સ્વચાલિત કમ્પ્યુટિંગ
യാന്ത്രിക കമ്പ്യൂട്ടിംഗ് എഞ്ചിൻ,સ્વચાલિત કમ્પ્યુટિંગ એન્જિન
യാന്ത്രിക സ്ഥിരത,સ્વચાલિત સ્થિર
യാന്ത്രിക നിയന്ത്രണ എഞ്ചിനീയറിംഗ്,સ્વચાલિત નિયંત્રણ ઇજનેર
യാന്ത്രിക ഡാറ്റ പ്രോസസ്സിംഗ്,સ્વચાલિત ડેટા પ્રોસેસિંગ
യാന്ത്രിക ഡാറ്റ പ്രോസസ്സിംഗ് സിസ്റ്റം,સ્વચાલિત ડેટા પ્રોસેસિંગ સિસ્ટમ
യാന്ത്രിക ദശാംശ വിന്യാസം,સ્વચાલિત દશાંશ ગોઠવણી
യാന്ത്രിക ഡയലിംഗ് യൂണിറ്റ്,સ્વચાલિત ડાયલિંગ એકમ
യാന്ത്രിക നിഘണ്ടു,સ્વચાલિત શબ્દકોશ
യാന്ത്രിക സമവാക്യം,સ્વચાલિત સમાનતા
യാന്ത്രിക പിശക് തിരുത്തൽ,સ્વચાલિત ભૂલ સુધારણા
