Gujarati,Malayalam
આધાર -ઇન્સ્લેટર,അടിസ്ഥാന ഇൻസുലേറ്റർ
પાળનાર,ബാസ്
બાસ,ബാസ് നഷ്ടപരിഹാരം
બાસ લાઉડ સ્પીકર (વૂફર),ബാസ് ഉച്ചഭാഷിണി (വൂഫർ)
બેચ સ્કેનીંગ,ബാച്ച് സ്കാനിംഗ്
બ batteryટરી ચાર્જ,ബാറ്ററി ചാർജിംഗ്
બીમ,രശ്മി
ધબક,അടിക്കുക
આવર્તન ઓસિલેટરને હરાવ્યું,ബീറ്റ് ഫ്രീക്വൻസി ഓസ്സിലേറ്റർ
પોત,കാല്
પક્ષપાત,പക്ഷപാതം
પૂર્વગ્રહ,ബയ്യ്സ് സർക്യൂട്ട്
પક્ષપાત,പക്ഷപാതം
પૂર્વગ્રહ,ബിയാസ് വോൾട്ടേജ്
આગળની દિશામાં પક્ષપાતી,മുന്നോട്ടുള്ള ദിശയിൽ പക്ഷപാതപരമാണ്
દ્વિ-દિશાકીય માઇક્રોફોન,ദ്വിദിശ മൈക്രോഫോൺ
પાટિયું,ബിൽബോർഡ്
પાટિયાની અરજી,ബിൽബോർഡ് അപ്ലിക്കേഷൻ
દ્વિ ધાતુયુક્ત તત્વ,ദ്വി-മെറ്റാലിക് ഘടകം
દ્વિસંગી,ബൈനറി
દ્વિસંગી કોડેડ દશાંશ,ബൈനറി കോഡ് ചെയ്ത ദശാംശ
દ્વિસંગી અંક (બીટ),ബൈനറി അക്ക (ബിറ്റ്)
દ્વિસંગી સંખ્યા,ബൈനറി നമ്പർ
દ્વિપ્રહાર સુનાવણી,ബിനാറൽ കേൾവി
દૂરબાહિક,ബൈനോക്കുലർ
જૈવિક,ബയോമെട്രിക്
દ્વિધ્રુવી ટ્રાંઝિસ્ટર,ബൈപോളാർ ട്രാൻസിസ്റ്റർ
બીક ફાળવણી,ബിറ്റ് വിഹിതം
પટાનો દર,ബിറ്റ് നിരക്ക്
બ્લેક એન્ડ વ્હાઇટ ટીવી,ബ്ലാക്ക് & വൈറ്റ് ടിവി
ખાલી,ശൂനമായ
ખાલી અંતરાલ,ശൂന്യമായ ഇടവേള
નારાજી સ્તર,ശൂന്യമായ നില
લોહીલુહાણ પ્રતિકાર,രക്തസ്രാവം പ്രതിരോധം
ખળભળાટ મચાવનારું કેમેરો,ക്യാമറ നീക്കം ചെയ്തു
આંખ આડા કાન,അന്ധമായ തിളക്കം
ઝબકવું,കണ്ണുചിമ്മുക
ઝબૂકતું,കണ്ണുചിനിക്കല്
અવરોધ,ബ്ലോക്ക് കോഡ്
રેખાક્રુતિ,ബ്ലോക്ക് ഡയഗ്രം
અવરોધ,ബ്ലോക്ക് ഇന്റർലീവ്
અવરોધકારક કેપેસિટર,തടയൽ കപ്പാസിറ്റർ
ઓસિલેટરને અવરોધિત કરી રહ્યું છે,OSCILLER തടയുന്നു
મોર,പൂത്തും
ફાટવું,Blow തുക വിളക്ക്
ફટકો,തിരിച്ചടിക്കുക
બ્લોઅર,കൊള്ള
બ્લુટુથ,ബ്ലൂടൂത്ത്
શરીરની આવરણ,ശരീര കപ്പാസിറ്റൻസ്
પુસ્તકો,ബുക്ക്മാർക്ക്
બુલિયન બીજગણિત,ബൂളിയൻ ആൾജിബ്ര
બૂમ,കുതിപ്പ്
વધતું જાય તેવું,ഉത്തേജിപ്പിക്കുക
બારીક,ബൂസ്റ്റർ
બૂસ્ટર પ્રકાશ,ബൂസ്റ്റർ ലൈറ്റ്
વધવું,വർദ്ധിപ്പിക്കുന്നു
મતાધિકાર,ബൂട്ടിംഗ്
બુટસ્ટ્રેપ,ബൂട്ട്സ്ട്രാപ്പ്
તળિયે,അടിവര
પ્રકાશ ઉછાળો,വെളിച്ചം ബന്ദികളാക്കുക
ભાંગી નાખવું,ബ്രേക്ക് ഡൗൺ
તૂટી પડતાં વોલ્ટેજ,വോൾട്ടേജ് തകർക്കുക
પુલ તત્વ,ബ്രിഡ്ജ് ഘടകം
પુલ સુધારક,ബ്രിഡ്ജ് റെക്ലിഫയർ
બ્રિજ્ડ ‘ટી’ એટેન્યુએટર,'ടി' അറ്റൻവേറ്റർ
પુષ્કળ માળખું,വഞ്ചന ഘടന
શરાબ,ഗാഡ്ഗിംഗ്
બ્રિજિંગ એમ્પ્લીફાયર,ആംപ്ലിഫയർ
પુલ,ചിട്ടമ്മനഷ്ടം
ઘાટા,തെളിച്ചം
ઉદ્ધતાઈ નિયંત્રણ,തെളിച്ചം നിയന്ത്രണം
બરડ,വേഗം പൊട്ടുന്ന
બરડ પદાર્થ,പൊട്ടുന്ന പദാർത്ഥം
બ્રોડબેન્ડ,ബ്രോഡ്ബാൻഡ്
બ્રોન્ડબેન્ડ એમ્પ્લીફાયર,ബ്രോഡ്ബാൻഡ് ആംപ്ലിഫയർ
બ્રોડબેન્ડ આઈએસડીએન,ബ്രോഡ്ബാൻഡ് ISDN
વ્યાપક પદ્ધતિ,ബ്രോഡ്ബാൻഡ് സിസ്റ്റം
પ્રસારણ અને સંદેશાવ્યવહાર તકનીક,പ്രക്ഷേപണവും ആശയവിനിമയ സാങ്കേതികവിദ്യയും
પ્રસારણ કવર,കവറേജ് പ്രക്ഷേപണം ചെയ്യുക
પ્રસારણ પ્રાપ્તકર્તા,ബ്രോഡ്കാസ്റ്റ് റിസീവർ
બ્રોડકાસ્ટ સેવા આયોજન,സേവന സേവന ആസൂത്രണം
પ્રસારણ ટ્રાન્સમીટર,ലംഘനം
પ્રસારણકર્તા,ബ്രോഡ്കാസ്റ്റർ
પ્રસારણ,ബ്രോഡ്കാസ്റ്റിംഗ്
પ્રસારણ મથક,ബ് ബ്ലാൻസിംഗ് സ്റ്റേഷൻ
તૂટેલું,പൊട്ടിയ
બ્રાઉઝર,ബ്ര browser സർ
બ્રાઉઝિંગ,ബ്രൗസിംഗ്
બબલ,കുമിള
બફર,ബഫർ
બફર એમ્પ્લીફાયર,ബഫർ ആംപ്ലിഫയർ
બફર ટ્યુબ,ബഫർ ട്യൂബ്
કણ,മൂട്ട
એન્ટેના,അന്തർനിർമ്മിത ആന്റിന
બર્નર,ബർണർ
સળગતું,കത്തിക്കുക
વિસ્ફોટ ભૂલ,ബർസ്റ്റ് പിശക്
વિસ્ફોટની પલ્સ,ബർസ്റ്റ് ഉൾപ്പെടുത്തൽ പൾസ്
વિસ્ફોટનો તબક્કો,ബർസ്റ്റ് ഘട്ടം
બસ,ബസ്
ધંધાકીય બુદ્ધિ,ബിസിനസ്സ് ഇന്റലിജൻസ്
બઝર,ബസ്സര്
બાયપાસ,പാസാണ്
પસાર કરીને,കടന്നുപോകുന്നതിലൂടെ
બાયપાસ કન્ડેન્સર,തടങ്കൽ
કણ,സി
સી+પ્રોગ્રામિંગ ભાષા,C + പ്രോഗ്രാമിംഗ് ഭാഷ
મંત્રીમંડળ,മന്തിസഭ
કેબલ,കന്വി
કેબલ કંપન,കേബിൾ സംയുക്തം
કેબલ એકરૂપતા,കേബിൾ സമവാക്യം
કેબલનું નુકસાન,കേബിൾ നഷ്ടം
કળશ,കാഷെ
ઠીંગણું,കാഷിംഗ്
તંગ,കാഡ്മിയം സെൽ
ગણતરીનું યંત્ર,കണക്കാക്കുന്നു യന്ത്രം
ગણતરી,കണക്കുകൂട്ടല്
ગણક,കണക്കുകൂട്ടല് യന്തം
માધ્યમ્ચર કરવું,കാലിബ്രേറ്റ് ചെയ്യുക
ખલાસી,കാലിപ്പർ
કેલરીમીટર,കലോറിമീറ്റർ
પડકાર,കാംകോർഡർ
કેમેરા,കാമറ
કેમેરાની ગોઠવણી,ക്യാമറ വിന്യാസം
ક cameraમેરા છિદ્ર,ക്യാമറ അപ്പർച്ചർ
કેમેરામાં કવરેજ,ക്യാമറ കവറേജ്
કેમેરાની રેખા,ക്യാമറ ലൈൻ-അപ്പ്
કેમેરાની નળી,ക്യാമറ ട്യൂബ്
છત્ર,മേലാപ്പ്
ક્ષમતા,കഴിവ്
અપશબ્દ,കപ്പാസിറ്റാൻസ്
અપરિપક્વ ભાર,കപ്പാസിറ്റീവ് ലോഡ്
અપશુકનિયાળ પ્રતિક્રિયા,കപ്പാസിറ്റീവ് പ്രതികരണം
બંદૂક,കപ്പാസിറ്റർ
કેપેસિટર ઇનપુટ ફિલ્ટર,കപ്പാസിറ്റർ ഇൻപുട്ട് ഫിൽട്ടർ
શક્તિ,താണി
ક capંગલ,കാപ്സ്യൂൾ
ટોપી,അടിക്കുറിപ്പ്
કબજે અસર,ക്യാപ്ചർ ഇഫക്റ്റ്
પ cardપન,ചീട്ട്
હ્રદયરોઇડ,കാർഡിയോയിഡ്
કાર્ડિયોઇડ માઇક્રોફોન,കാർഡിയോയിഡ് മൈക്രോഫോൺ
માલવાહક,വാഹകന്
વાહક આવર્તન,കാരിയർ ആവൃത്തി
વાહક આવર્તન પાળી,കാരിയർ ഫ്രീക്വൻസി ഷിഫ്റ്റ്
વાહક,കാരിയർ പവർ
વાહક,കാരിയർ സെൻസ് സിഗ്നൽ
સંવેદનશીલતા,കാരിയർ സംവേദനക്ഷമത
એકલતા,കാരിയർ വേർപിരിയൽ
પાળી,കാരിയർ ഷിഫ്റ്റ്
અંતર,കാരിയർ സ്പെയ്സിംഗ്
વાહક -દમન,കാരിയർ അടിച്ചമർത്തൽ
વાહક,കാരിയർ തരംഗം
કારતૂસ,വെടിയുണ്ടക്കൂട്
કોતરણી,കൊത്തുപണി
કાસ્કીડ,കാസ്കേഡ്
કાસ્કેડ સર્કિટ,കാസ്കേഡ് സർക്യൂട്ട്
કેસેટ,കാസറ്റ്
લોખંડ,കാസ്റ്റ് ഇരുമ്പ്
કિલ્લો,കാസ്റ്റിംഗ്
સૂચિ,നാമാവലി
આપત્તિજનક દખલ,വിനാശകരമായ ഇടപെടൽ
Cathપજ,കാത്തഡ്
ક od થોડ અનુયાયી,കാഥോഡ് ഫോളോവർ
કેટોડ રેઝિસ્ટર,കാഥോഡ് റെനോൾ
કોષો,സെൽ ഫോൺ
સેલ્યુલર,സെല്ലുലാർ
કેન્દ્રીય નિયંત્રણ,കേന്ദ്ര നിയന്ത്രണം
કેન્દ્રીય આવર્તન,സെൻട്രൽ ആവൃത്തി
કેન્દ્રીય પ્રક્રિયા એકમ,കേന്ദ്ര പ്രോസസ്സിംഗ് യൂണിറ്റ്
કેન્દ્રીયકૃત ડેટાબેઝ,കേന്ദ്രീകൃത ഡാറ്റാബേസ്
કેન્દ્રીયકૃત પદ્ધતિ,കേന്ദ്രീകൃത സംവിധാനം
કોઇ,പിഞ്ഞാണനിര്മ്മാണപരം
ચેમ્બર,സകാരമുറി
ફેરફાર -સ્વીચ,മാറ്റുക സ്വിച്ച്
માર્ગ,ചാനല്
