Hindi,Assamese
स्तंभ सदिश,স্তম্ভ ভেক্টৰ
स्तंभानुसार,স্তম্ভ অনুসৰি
संयुक्त समीकरण,সংযুক্ত সমীকৰণ
"उभयनिष्ठ कोण, सर्वनिष्ठ कोण",সাধাৰণ কোণ
सर्वनिष्ठ अक्ष,সাধাৰণ অক্ষ
"सर्वनिष्ठ आधार, उभयनिष्ठ बेस",সাধাৰণ ভিত্তি
सार्व हर,সাধাৰণ হৰ
सार्व अंतर,সাধাৰণ পাৰ্থক্য
" सार्वगुणन-खंड, समापवर्तक , सार्व उपादान",সাধাৰণ কাৰক
"साधारण लघुगणक, साधारण लॉगेरिथ्म",সাধাৰণ লগাৰিদম
"सार्व गुणज, समापवर्त्य",সাধাৰণ বহুগুণ
सार्व अनुपात,সাধাৰণ অনুপাত
सर्वनिष्ठ परिच्छेद,সাধাৰণ অংশ
सर्वनिष्ठ भुजा,সাধাৰণ দিশ
"उभयनिष्ठ स्पर्शरखा, सर्वनिष्ठ स्पर्शरेखा",সাধাৰণ স্পৰ্শক
सर्वनिष्ठ पद,সাধাৰণ শব্দ
क्रमविनिमेय नियम,কমিউটেটিভ ল&#39;
क्रमविनिमेय गुणधर्म,পৰিৱৰ্তনশীল বৈশিষ্ট্য
क्रमविनिमेय-नियम,কমিউটেটিভ নিয়ম
योग का क्रमविनिमेय नियम,যোগৰ পৰিৱৰ্তনশীল নিয়ম
गुणन का क्रमविनिमेय नियम,গুণনৰ পৰিৱৰ্তনশীল নিয়ম
क्रमविनिमेय संक्रिया,কমিউটেটিভ অপাৰেচন
क्रमविनिमेयक समूह,কমিউটেটৰ গোট
आव्यूहों का क्रमविनिमेय,মেট্ৰিক্সৰ অহা-যোৱা কৰা
संहत समुच्चय,কম্পেক্ট চেট
"तुलनात्मकता, तुलनीयता",তুলনামূলকতা
माध्यों की तुलना,মাধ্যমৰ তুলনা
प्रतिशतता-तुलना,শতাংশৰ তুলনা
तुलना परीक्षण,তুলনামূলক পৰীক্ষা
सुसंगत समीकरण,সামঞ্জস্যতা সমীকৰণ
स्पर्धी खेल,প্ৰতিযোগিতামূলক খেল
स्पर्धी स्थिति,প্ৰতিযোগিতামূলক পৰিস্থিতি
स्पर्धी युक्ति,প্ৰতিযোগিতামূলক কৌশল
" अनुभाषक , संकलक",কম্পাইলাৰ
पूरक,পৰিপূৰক
पूरक कोण,পৰিপূৰক কোণ
पूरक घटना,পৰিপূৰক ঘটনা
पूरक कारक,পৰিপূৰক কাৰক
पूरक फलन,পৰিপূৰক কাৰ্য্য
पूरक अर्ध समष्टि,পৰিপূৰক আধা স্থান
पूरक अंतराल,পৰিপূৰক ব্যৱধান
पूरक समुच्चय,পৰিপূৰক গোট
"पूरकीकरण, पूरक-निर्धारण",পৰিপূৰকতা
पूरक समुच्चय,এটা গোটৰ পৰিপূৰক
पूर्ण गणना,সম্পূৰ্ণ লোকপিয়ল
पूर्ण सहसंबंध मैट्रिक्स,সম্পূৰ্ণ সম্পৰ্কীয় মেট্ৰিক্স
पूर्ण दरीक समष्टि,সম্পূৰ্ণ মেট্ৰিক স্থান
पूर्ण प्रसामान्यलांबिक समुच्चय,সম্পূৰ্ণ অৰ্থনৰ্মেল ছেট
पूर्ण चतुष्कोण,সম্পূৰ্ণ চতুৰ্ভুজ
पूर्ण भागफल,সম্পূৰ্ণ ভাগফল
पूर्ण समुच्चय,সম্পূৰ্ণ ছেট
पूर्ण हल,সম্পূৰ্ণ সমাধান
पूर्णतया यादृच्छिकीकृत अभिकल्पना,সম্পূৰ্ণৰূপে ৰেণ্ডম ডিজাইন
सम्मिश्र स्वतंत्र चर,জটিল যুক্তি
सम्मिश्र संयुग्मी,জটিল সংযুক্ত
सम्मिश्र अवकलन,জটিল পাৰ্থক্য
सम्मिश्र फलन,জটিল ফলন
सम्मिश्र समाकलन,জটিল সংহতি
सम्मिश्र आव्यूह,জটিল মেট্ৰিক্স
सम्मिश्र संख्या,জটিল সংখ্যা
सम्मिश्र संख्या क्षेत्र,জটিল সংখ্যাৰ ক্ষেত্ৰ
सम्मिश्र लांबिक आव्यूह,জটিল অৰ্থগনেল মেট্ৰিক্স
सम्मिश्र समतल,জটিল সমতল
सम्मिश्र राशि,জটিল পৰিমাণ
सम्मिश्र व्युत्क्रम,জটিল পাৰস্পৰিক
सम्मिश्र परिणामी,জটিল ফলাফল
सम्मिश्र समष्टि,জটিল স্থান
सम्मिश्रमानी फलन,জটিল মূল্যৱান ফলন
सम्मिश्र चर,জটিল চলক
योगांतरानुपात,কম্পোনেণ্ডো আৰু ডিভিণ্ডেণ্ডো
" घटक , संबद्‌ध घटक",উপাদান
घटक विश्लेषण,উপাদান বিশ্লেষণ
प्रसरण-घटक,ভ্যাৰিয়েন্সৰ উপাদান
सदिश-घटक,ভেক্টৰৰ উপাদান
संयुक्त फलन,কম্পোজিট ফাংচন
संयुक्त परिकल्पना,সংমিশ্ৰিত অনুমান
भाज्य संख्या,সংমিশ্ৰিত সংখ্যা
संयुक्त श्रेणी,সংমিশ্ৰিত শৃংখলা
सदिश-संयोजन,ভেক্টৰৰ গঠন
मिश्र कोण,যৌগিক কোণ
मिश्र भाग,যৌগিক বিভাজন
मिश्र भिन्न,যৌগিক ভগ্নাংশ
चक्रवृद्‌धि ब्याज,চক্ৰান্ত সুত
मिश्र प्रायिकता,যৌগিক সম্ভাৱনা
संपीड्य प्रवाह,সংকোচনযোগ্য প্ৰবাহ
संपीडन,সংকোচন
अभिकलन,গণনা
अभिकलनी सूत्र,গণনামূলক সূত্ৰ
