Hindi,Malayalam
कालद हार्डवेयर,ക്ലോക്ക് ഹാർഡ്‌വെയർ
कालद स्पंद,ക്ലോക്ക് പൾസ്
कालद गति,ക്ലോക്ക് വേഗത
कालद तुल्यकालन,ക്ലോക്ക് സിൻക്രൊണൈസേഷൻ
कालद टिक,ക്ലോക്ക് ടിക്ക്
क्लोन,ക്ലോൺ
बंद,അടുത്ത്
संवृत परिपथ टी.वी. (सी.सी.टी.वी.),ക്ലോസ് സർക്യൂട്ട് ടിവി (സിസിടിവി)
संवरण,അടച്ചുപൂട്ടൽ
"1.मेघाभिकलन,2.क्लाुड कंप्यूटिंग",ക്ലൗഡ് കമ്പ്യൂട്ടിംഗ്
गुच्छ,ക്ലസ്റ്റർ
"1.विलेपित कार्ड,2. विलेपित पत्रक",പൂശിയ കാർഡ്
लेपित कागज,പൊതിഞ്ഞ പേപ്പർ
समाक्षीय,ഏകപക്ഷീയമായ
समाक्ष केबल,ഏകോപന കേബിൾ
कोडासिल,കോഡാസിൽ
"1.कूट, 2.कोड",കോഡ്
"1.कूट जनक,2. कोड जनक",കോഡ് ജനറേറ്റര്
कूट पृष्ठ,കോഡ് പേജ്
"1.कूट शब्द, 2.कोड शब्द",കോഡ് വാക്ക്
"1.कोडर, 2.कूटक",കോഡർ
"1.कूट लेखन जाँच, 2. कोडन जाँच",കോഡിംഗ് പരിശോധന
कूट लेखन रूप,കോഡിംഗ് ഫോം
"1.कूटलेखन पत्र, 2. कोडन शीट",കോഡിംഗ് ഷീറ്റ്
गुणांक,ഗുണകം
ससंजन,പരസ്പരബന്ധം
"1.शीत बूट, 2.शीत प्रारंभ",തണുത്ത ബൂട്ട്
शीत प्रारंभ,തണുത്ത തുടക്കം
सहयोग,സഹകരണം
निपात,തകർച്ച
"1.परिमिलन, 2.समानुक्रमित करना",കൊളാറ്റ്
"1.समानुक्रमित टेप,2. कालेट टेप",കൊളേറ്റ് ടേപ്പ്
टक्कर,കൂട്ടിയിടി
कोलन,കോളൻ
"1.वर्ण, 2.रंग",നിറം (നിറം)
रंग संतृप्ति,നിറം സാച്ചുറേഷൻ
रंग सारणी,വർണ്ണ പട്ടിക
स्तंभ,കോളം
संयोजन,സംയോജനം
समिश्र पेटी,കോംബോ ബോക്സ്
"1.समादेश, 2.कमांड",കമാൻഡ്
समादेश बटन,കമാൻഡ് ബട്ടൺ
समादेश सूची,കമാൻഡ് ലിസ്റ്റ്
टिप्पणी,അഭിപ്രായം
"1.वचन बद्धता, 2.प्रतिबद्धता",പ്രതിബദ്ധത
वस्तु,ചരക്ക്
सामान्य व्यवसाय उन्मुखी भाषा (कोबोल),പൊതു ബിസിനസ് അധിഷ്ഠിത ഭാഷ (കോബോൾ)
सामान्य त्रुटि,സാധാരണ പിശക്
सामान्य भाषा,പൊതു ഭാഷ
"1.सामान्य नेमक,2. सामान्य नित्यक्रम",സാധാരണ പതിവ്
संचार,ആശയവിനിമയം
संचार रेखा,ആശയവിനിമയ ലൈൻ
संचार विधा,ആശയവിനിമയ മോഡ്
"1. संचार नेटवर्क, 2. संचार जालक्रम",ആശയവിനിമയ ശൃംഖല
संचार प्राचल,ആശയവിനിമയ പരാമീറ്റർ
संचार तंत्र,ആശയവിനിമയ സംവിധാനം
संहनन,കോംപാക്ഷൻ
संपीडप्रसारित्र,കമ്പാൻഡർ
संपीडप्रसारण,companding
कंपनी नेटवर्क,കമ്പനി ശൃംഖല
तुलना परीक्षण,താരതമ്യ പരിശോധന
"1.सुसंगति, 2.संगतता",അനുയോജ്യത
सुसंगत,അനുയോജ്യം
संकलन,സമാഹാരം
संकलन तथा कार्यपालन,സമാഹരിച്ച് പോകുക
"1.संकलक, 2.क्रमादेश अंतरक",കമ്പൈലർ
संकलक भाषा,കമ്പൈലർ ഭാഷ
पूरक,പരസ്പരപൂരകമായ
दस-पूरक,കോംപ്ലിമെന്റ്-ഓൺ-പത്ത്
पूरक,പൂരകൻ
"1.संपूर्ण हस्तगत, 2.संपूर्ण हासिल",പൂർണ്ണമായി കൊണ്ടുപോകുക
सम्मिश्र,സങ്കീർണ്ണമായ
सम्मिश्र संख्या,സങ്കീർണ്ണ സംഖ്യ
घटक,ഘടകം
कॉम,ഘടകം ഒബ്ജക്റ്റ് മോഡൽ (COM)
संयुक्त,സംയുക്തം
संयोजन,രചന
"1.अभिकलनीय, 2.अभिकल्पनात्मक",കമ്പ്യൂട്ടേഷണൽ
कंप्यूटर,കമ്പ്യൂട്ടർ
कंप्यूटर केन्द्र,കമ്പ്യൂട്ടർ കേന്ദ്രം
कंप्यूटर विशेषज्ञ,കമ്പ്യൂട്ടർ വിദഗ്ധൻ
कंप्यूटर ग्राफिक्स,കമ്പ്യൂട്ടർ ഗ്രാഫിക്സ്
कंप्यूटर अनुदेश,കമ്പ്യൂട്ടർ നിർദ്ദേശം
"1.कंप्यूटर भाषा, 2.अभिकलक भाषा",കമ്പ്യൂട്ടർ ഭാഷ
"1.कंप्यूटर नेटवर्क, 2.कंप्यूटर जालक्रम",കമ്പ്യൂട്ടർ ശൃംഖല
कंप्यूटर विज्ञान,കമ്പ്യൂട്ടർ സയൻസ്
कंप्यूटर सुरक्षा,കമ്പ്യൂട്ടർ സുരക്ഷ
कंप्यूटर अनुकरण,കമ്പ്യൂട്ടർ സിമുലേറ്റൺ
कंप्यूटर विशेषज्ञ,കമ്പ്യൂട്ടർ സ്പെഷ്യലിസ്റ്റ്
कंप्यूटरीकरण,കമ്പ്യൂട്ടർവൽക്കരണം
कंप्यूटरविद्,കമ്പ്യൂട്ടറിസ്റ്റ്
कंप्यूटरीकरण,കമ്പ്യൂട്ടറൈസ് ചെയ്യുക
"1.अभिकलन,2. कंप्यूटन",കമ്പ്യൂട്ടിംഗ്
संकल्पना,ആശയം
"1.समरूपता, 2.सहसंगता, 3.संगमन",സമവായം
"संगामी, समरूपी",ഒരേസമയം
प्रतिबंध चर,അവസ്ഥ വേരിയബിൾ
प्रतिबंधित संकारक,സോപാധിക ഓപ്പറേറ്റർ
प्रतिबंधित कथन,സോപാധിക പ്രസ്താവന
चालक,കണ്ടക്ടർ
"1.दूर सम्मेलन, 2.सम्मेलन",കോൺഫറൻസിങ്
गोपनीयता,രഹസ്യാത്മകത
"1.संविन्यास, 2.संरूपण",കോൺഫിഗറേഷൻ
संकुलन,തിരക്ക്
संयोजन,സംയോജനം
संबंधन गति,കണക്ട് വേഗത
संबंधन,കണക്ഷൻ
संबंधन रहित संचार,കണക്ഷൻ കുറവ് ആശയവിനിമയം
संबधन मुक्ति,കണക്ഷൻ റിലീസ്
संयोजकता,കണക്റ്റിവിറ്റി
"1.संबंधक, 2.संयोजक",കണക്റ്റർ
क्रमागत,തുടർച്ചയായി
अनुवर्ती,അനന്തരഫലം
कन्सोल,കൺസോൾ
समेकन,ഏകീകരണം
"1.नियतांक,2. स्थिरांक",സ്ഥിരമായ
अचर अनुदेश,നിരന്തരമായ നിർദ്ദേശം
प्रतिबंधित,പരിമിതി
संरचक,കൺസ്ട്രക്റ്റർ
पात्र,കണ്ടെയ്നർ
"1.अन्तर्वस्तु, 2.अंश",ഉള്ളടക്കം
सन्दर्भ,സന്ദർഭം
सन्दर्भ मुक्त व्याकरण (सी एफ जी),സന്ദർഭ രഹിത വ്യാകരണം (CFG)
सन्दर्भ स्विच,സന്ദർഭ സ്വിച്ച്
"1.आकस्मिक, 2.आकस्मिकता",ആകസ്മികത
विसंगति,സങ്കോചം
विपर्यास,വൈരുദ്ധ്യം
नियंत्रण,നിയന്ത്രണം
नियंत्रण क्षेत्र,നിയന്ത്രണ മേഖല
नियंत्रण बिट,നിയന്ത്രണ ബിറ്റ്
नियंत्रक बस,നിയന്ത്രണ ബസ്
