Odiya,Bengali
ସୁନ୍,প্রিওন
ସମ୍ଭାବନା,সম্ভাবনা
ପ୍ରମାଣ କର |,ক্ষত পরীক্ষা করা
ସମସ୍ୟା ମୃତ୍ତିକା |,সমস্যা মাটি
ପ୍ରକ୍ରିୟାକରଣ,প্রক্রিয়াজাতকরণ
ଉତ୍ପାଦନ କାର୍ଯ୍ୟ,উতপাদন কার্যক্রম
ଉତ୍ପାଦକତା,প্রমোদ
ଲାଭ,লাভ
Promeny-testing,বংশধর-পরীক্ষা
ପ୍ରଗତିଶୀଳ କୃଷକ |,প্রগতিশীল কৃষক
ପ୍ରକଳ୍ପ ମୂଲ୍ୟାଙ୍କନ,প্রকল্প মূল্যায়ন
ପ୍ରୋକାରିଓଟ୍ |,প্রোকারিয়োট
ପ୍ରମୋଟର,প্রচারক
ପ୍ରୋଫାଇଲାକ୍ଟିକ୍ ସ୍ପ୍ରେ |,প্রফিল্যাকটিক স্প্রে
ମାଲିକାନା ଚାଷ |,মালিকানা চাষ
ଭେର ମଦ୍ଦାରେ,প্রোটেনড্রস
ପ୍ରୋଟିନ୍ |,প্রোটিন
ପ୍ରୋଟିନ୍ ଇଞ୍ଜିନିୟରିଂ,প্রোটিন ইঞ্জিনিয়ারিং
ପ୍ରୋଟିନ୍ ସେକନ୍ସିଂ |,প্রোটিন সিকোয়েন্সিং
ପ୍ରୋଟିନ୍ ସିନ୍ଥେସିସ୍ |,প্রোটিন সংশ্লেষণ
ତ୍ରୁଟିପୂର୍ଣ୍ଣ |,প্রোটোমিক্স
ପ୍ରୋଟୋଗିନି,প্রোটোগিনি
ପ୍ରୋଟପ୍ଲାସମ୍,প্রোটোপ্লাজম
ପ୍ରୋଟୋଟ୍ରୋଫ,প্রোটোট্রফ
ପ୍ରୁସିକ୍ ଏସିଡ୍ (HCN / ଧୁରିନ୍),প্রুসিক অ্যাসিড (এইচসিএন/ধুরিন)
ଛଉଡିଓଲେଲେଲ୍ |,সিউডোলেল
ଛଉଡିଧର୍ମାଫ୍ରୋଡାଇଟ୍ |,সিউডোহেরমাফ্রোডাইট
ସାଇକ୍ରୋମିଟର |,সাইকোমিটার
କଦଳୀ,পুডল
ପୁଡଡ୍ ମାଟି |,দু: খিত মাটি
ପୁଡିଙ୍ଗ୍ |,পুডলিং
ପତନ,পাল্পিং
ପଲ୍ସ ବିହନ |,নাড়ি বীজ
ପୁଲଭରାଇଜେସନ୍ |,পালভারাইজেশন
ପଲଭରାଇଜେସନ୍ (ମାଟି),পালভারাইজেশন (মাটি)
ପୁଷ୍ମ,তীব্র
ଶୁଦ୍ଧ ସଂସ୍କୃତି,খাঁটি সংস্কৃতি
ଶୁଦ୍ଧ ରେଖା,খাঁটি লাইন
ଶୁଦ୍ଧ ଧାଡି ଚୟନ |,খাঁটি লাইন নির্বাচন
ଶୁଦ୍ଧ,পুর্গেটিভ
ଶୁଦ୍ଧତା,পরিশোধন
ଶୁଦ୍ଧତା ପରୀକ୍ଷା,বিশুদ্ধতা পরীক্ষা
Pyranation,পাইরানোমিটার
Pyreegormentter,পাইরেজোমিটার
Pymliistomer,পাইরেহেলিওমিটার
ପ୍ୟାଡି,ধান
ପାଲମାରୋସା,পামারোসা
ପାଲମ୍ରା ଖଜୁରୀ |,পালমিরা পাম
ପାଣ୍ଡନସ୍ |,পান্ডানাস
ଭଡା,পেঁপে
ପାରା ଘାସ |,প্যারা ঘাস
ଭୃସଙ୍ଗ ପତ୍ର |,পার্সলে
"ଅଂଶୀଦାର, (କଂଗ୍ରେସ ଘାସ)","পার্থেনিয়াম, (কংগ্রেস গ্রাস)"
ପାଚୁଲିଲି,পাচৌলি
ପିଚ,পীচ
"ମୟୂର ଫୁଲ, ସ୍ୱର୍ଗୀୟ ଫୁଲ |","ময়ূর ফুল, স্বর্গের ফুল"
ମୋତି,নাশপাতি
ମୋତି ମିଲେଟ୍ |,মুক্তা বাজরা
ମଟର,মটর
ପେକାନ୍ ବାଦାମ |,পিক্যান বাদাম
ପେନେଲ୍ |,পেনেল
ପେପିନୋ |,পেপিনো
ହଳଦୀ,মরিচ
ପର୍ଲାଲା |,পেরিল্লা
Periwinkle,পেরিউইঙ্কল
ମନସାଇବନ୍ |,পার্সিমন
ଫାଲସା,ফালসা
କପୋତପିତା |,অড়হর
ପିମ୍ପର୍ନେଲ୍ (ଆନାଗଲିଙ୍ଗ୍),পিম্পেরেল (আনাগালিস)
କଦଳୀ,পাইন
ଧନିଆ ପତ୍ର |,আনারস
"ପିସ୍ତା, ସବୁଜ ବାଦାମ |","পেস্তা, সবুজ বাদাম"
ଘିଅ |,বরই
ସୂଚିତ ଗୁପ୍ତ,পয়েন্টযুক্ত লাউ
ଡାଳିମ୍ବ,ডালিম
ପାଉଙ୍ଗାମ,পঙ্গম
ପପଲର୍ |,পপলার
ପପି,পপি
ପୋର୍ଟୁଲାକା |,পোর্টুলাকা
ଆଳୁ,আলু
କଦଳୀ ପପି |,কাঁটা পোস্ত
"ଭାରତର ଗର୍ବ, ଚାଇନା ଗଛର ଗର୍ବ |","গর্বের ভারত, চীন গাছ"
ପ୍ରୋସୋ ମିଲି |,প্রোসো মিললেট
ମାନସିକିୟମ,সাইকেলিয়াম
ପୁଲସାନାନ୍ |,পুলাসান
ପୁମକିନ୍ |,পামকিন
ପମ୍ମେଲୋ |,পামেলো
ଚିତ୍ରିତ ତ୍ରୁଟି |,আঁকা বাগ
ପାରା,টিয়া পাখি
ମୟୂର,ময়ূর
ପୋଡ୍ ବୋରର୍,পড বোরার
ପୋଡ୍ ଫ୍ଲାଏ |,পড ফ্লাই
ପଲ୍ସ ପୋକ,নাড়ি বিটল
ପାଇର୍ଲା,পাইরিলা
ପାଥୋଲୋଜିଷ୍ଟ,প্যাথলজিস্ট
ମିଥ୍ୟାବାଦୀ,পেডোলজিস্ট
ଉଦ୍ଭିଦ ପ୍ରାଣୀ,উদ্ভিদ ব্রিডার
ପ୍ଲାଥୋଲୋଜିଷ୍ଟ,উদ্ভিদ রোগ বিশেষজ্ঞ
Plicliifologist,উদ্ভিদ ফিজিওলজিস্ট
ପୋଲୋଲୋଜିଷ୍ଟ,পোমোলজিস্ট
ପ୍ର 10,প্রশ্ন 10
QTL (ପରିମାଣିକ ଗୁଣ ଚିହ୍ନ),কিউটিএল (পরিমাণগত বৈশিষ্ট্য লোকি)
ଉଡାଟ୍ରାଟସ୍ |,চতুর্ভুজ
ଚତୁର୍ଥାଂଶ ପ୍ରତିକ୍ରିୟା |,চতুর্ভুজ প্রতিক্রিয়া
ଚତୁର୍ଦ୍ଦଶ କ୍ରପ୍ |,চতুর্ভুজ ফসল
ଗୁଣା ଉତ୍ତରାଧିକାରୀ,গুণগত উত্তরাধিকার
ଗୁଣାତ୍ମକ ବିହନ,মানের বীজ
ପରିମାଣିକ ଜେନେଟିକ୍ସ |,পরিমাণগত জেনেটিক্স
ପରିମାଣିକ ଉତ୍ତରାଧିକାରୀ |,পরিমাণগত উত্তরাধিকার
କ୍ୱାଣ୍ଟମ୍ ବିହନ,কোয়ান্টাম বীজ
କ୍ୱାଣ୍ଟିନ,পৃথকীকরণ
କ୍ୱାଣ୍ଟାଇନ୍ ପୋକ |,পৃথকীকরণ কীটপতঙ্গ
ଚତୁର୍ଥାଂଶ,কোয়ার্টজ
ଶୀଘ୍ର ପରୀକ୍ଷା,দ্রুত পরীক্ষা
Questence,নিরবতা
କ୍ୱିସେଣ୍ଟ ସେଣ୍ଟର |,কুইসেন্ট সেন্টার
ନିନ୍ଦା,কোয়েল
ରାଣୀ ମହୁମାଛି,রাণী মৌমাছি
R ମୂଲ୍ୟ,R মান
ରବି (ଶୀତ) ଫସଲ |,রবি (শীত) ফসল
Rastem,রেসমে
ବିକିରଣ,বিকিরণ
ରେଡ଼ିଓ,র‌্যাডিকাল
ରେଡିଓ ଆକ୍ଟସ୍,তেজস্ক্রিয়তা
ରେଡିଓବାଇଲୋଜି |,রেডিওবায়োলজি
ରେଡିଓମୁନୋ ଆକାଂସେ |,রেডিওমুনো অ্যাস
ରେଡିଓସୋଟୋପ୍,রেডিওআইসোটোপ
ବର୍ଷା ଜଳ ଅମଳ,বৃষ্টির ফসল
ଇନ୍ଦ୍ରଧନୁ ବିପ୍ଳବ |,রেইনবো বিপ্লব
ବର୍ଷା,বৃষ্টিপাত
ବର୍ଷା,বৃষ্টি
ବର୍ଷା-ଗେଜ୍ |,বৃষ্টি-গেজ
ବର୍ଷା ason ତୁ,বর্ষাকাল
ଶଯ୍ୟା,উত্থিত বিছানা
ରାଗିଂ,রাঞ্চিং
ରାକ୍ଷୀତା,Rancidy
ଅନିୟମିତ ଆମ୍ପ୍ଲାଇଡ୍ ପଲେମୋରଫିକ୍ |,এলোমেলোভাবে প্রশস্ত পলিমারফিক
ଅନିୟମିତ ନମୁନା |,এলোমেলো সাধারন
ରାଣ୍ଡମାଇଜେସନ୍,র্যান্ডমাইজেশন
ରାଣ୍ଡୋମାଇଜଡ୍ ବ୍ଲକ୍ ଡିଜାଇନ୍ |,এলোমেলোভাবে ব্লক ডিজাইন
ପରିସର (ପରିସଂଖ୍ୟାନ),পরিসীমা (পরিসংখ্যান)
ପରିସର ମଧ୍ୟରେ |,রেঞ্জল্যান্ড
ପରିସର ପରିଚାଳନା,পরিসীমা পরিচালনা
ରାପିଡ୍ ଗ୍ରାମୀଣ ମୂଲ୍ୟାଙ୍କନ (RRA),দ্রুত গ্রামীণ মূল্যায়ন (আরআরএ)
ରାସନ,রেশন
ରେଟୋନ୍ |,রতুন
ରାଟୋନ୍ କ୍ରପ୍ |,রেটুন ক্রপিং
ଅମଳକାରୀ,রিপার
ପୁନ al ବିଚାର ବିହନ |,Recalcitrant বীজ
ରିସେସ୍ ଫାର୍ମିଂ |,মন্দা চাষ
ବିମୁଦ୍ରାକରଣ ପର୍ଯ୍ୟାୟ |,মন্দা পর্ব
ବେବେସିଭ୍ |,বিরল
ରିଚାର୍ଜ କର |,রিচার্জ
ପାରସ୍ପରିକ ଜିନ୍,পারস্পরিক জিন
ମନୋରମ ଜମି |,পুনরুদ্ধার জমি
Relmbinant,রিকম্বিন্যান্ট
Relmbinant DNA ଟେକ୍ନୋଲୋଜି |,রিকম্বিন্যান্ট ডিএনএ প্রযুক্তি
ରେଖମ,পুনঃসংযোগ
ରେକନ୍ |,পুনঃনির্মাণ
ପୁନ on ନିର୍ମାଣକାରୀ ସର୍ଭେ |,পুনর্বিবেচনা জরিপ
ବାରମ୍ବାର ପିତାମାତା |,পুনরাবৃত্ত পিতামাতা
ପୁନ yc ବ୍ୟବହାର ଯୋଗ୍ୟ ବର୍ଜ୍ୟବସ୍ତୁ |,পুনর্ব্যবহারযোগ্য বর্জ্য
ନାଲି ଆଲଗା |,লাল শৈবাল
ରେଡ୍ ଡାଟା ବୁକ୍ |,লাল ডেটা বই
ଲାଲ୍ ମୃତ୍ତିକା |,লাল মাটি
ରେଡକ୍ସ ସମ୍ଭାବନା |,অক্সিডাইজেশান ও সংকোচনের ক্ষমতা
ହ୍ରାସ ହୋଇଥିବା ନମୁନା |,হ্রাস নমুনা
ହ୍ରାସ ହୋଇଥିବା ଟିଲାଗ୍ |,হ্রাস চাষ
ଚିନି ହ୍ରାସ କରିବା |,চিনি কমানো
ହ୍ରାସ,হ্রাস
ସନ୍ଦର୍ଭ ଫସଲ,রেফারেন্স ফসল
ପ୍ରତିଫଳନ କୋଏଫିସିଏଣ୍ଟ୍ |,প্রতিবিম্ব সহগ
ପ୍ରତିଫଳନ,প্রতিচ্ছবি
ପ୍ରତିଫଳିତ ଷ୍ଟାମେନ୍ |,রিফ্লেক্সড স্ট্যামেন
ପ୍ରତିକ୍ରିୟାଶୀଳ ସୂଚକାଙ୍କ |,প্রতিসরাঙ্ক
FefracTomer |,রিফ্র্যাক্টোমিটার
ପୁନ el ନିର୍ମାଣ,পুনর্জন্ম
ପଞ୍ଜିକରଣ ବିହନ |,নিবন্ধিত বীজ
ରେଗ୍ନିଥ୍ |,রেজোলিথ
ରଗ୍ରେସନ୍,রিগ্রেশন
ରିଗ୍ରେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,রিগ্রেশন সহগ
ନିୟାମକ ଜିନ୍,নিয়ন্ত্রক জিন
ଆପେକ୍ଷିକ ଫସଲ-ତୀବ୍ରତା ସୂଚକାଙ୍କ |,আপেক্ষিক শস্য-তীব্রতা সূচক
ଆପେକ୍ଷିକ ଜନଗହଳିପୂର୍ଣ୍ଣ କୋଏଫିସିଏଣ୍ଟ୍ (k),আপেক্ষিক ভিড় সহগ (কে)
ଆପେକ୍ଷିକ ଅଭିବୃଦ୍ଧି ହାର (rgr),আপেক্ষিক বৃদ্ধির হার (আরজিআর)
ଆପେକ୍ଷିକ ଆର୍ଦ୍ରତା (RH),আপেক্ষিক আর্দ্রতা (আরএইচ)
ଆପେକ୍ଷୀ ବିସ୍ତାର ସୂଚକାଙ୍କ |,আপেক্ষিক স্প্রেড সূচক
ଆପେକ୍ଷିକ ଜଳ ବିଷୟବସ୍ତୁ |,আপেক্ষিক জলের সামগ্রী
ଆପେକ୍ଷିକ ତୃଣ,আপেক্ষিক আগাছা
ଆପେକ୍ଷୀ ଅମୂନ୍ସ ଇଣ୍ଡେକ୍ସ |,আপেক্ষিক ফলন সূচক
ଉଦ୍ୟୋଗୀ ଅମଳ ସମୁଦାୟ |,আপেক্ষিক ফলন মোট
ରିଲେ କ୍ରପ୍ କରନ୍ତୁ |,রিলে ক্রপিং
ରିଲିଫ୍,স্বস্তি
ସୁଦୂର ସେଟିଙ୍ଗ୍ |,রিমোট সেন্সিং
ଶକ୍ତିର ନବୀକରଣ ଯୋଗ୍ୟ ଉତ୍ସ |,শক্তির পুনর্নবীকরণযোগ্য উত্স
ନବୀକରଣ,সংস্কার
ଘୃଣ୍ୟ,বিদ্বেষপূর্ণ
ନକଲ ଫଙ୍କ୍ |,প্রতিলিপি কাঁটাচামচ
ନକଲ,প্রতিলিপি
ସାମ୍ବାଦିକ ଜିନ୍,রিপোর্টার জিন
ସାରର ଅବଶିଷ୍ଟ ପ୍ରଭାବ |,সারের অবশিষ্টাংশ
ଖଣିର ଅବଶିଷ୍ଟ ପ୍ରଭାବ |,সারের অবশিষ্টাংশ
ଅବଶିଷ୍ଟ ସୋଡିୟମ୍ କାର୍ବନେଟ୍ |,অবশিষ্ট সোডিয়াম কার্বনেট
ଅବଶିଷ୍ଟ ମାଟି ଉର୍ବରତା |,অবশিষ্ট মাটির উর্বরতা
ଅବଶିଷ୍ଟାଂଶ,অবশিষ্টাংশ
ସ୍ଥିରତା (ଫସଲ),স্থিতিস্থাপকতা (ফসল)
ଉତ୍ସ-ବ୍ୟବହାର ସୂଚକାଙ୍କ (RUI),রিসোর্স-ব্যবহার সূচকগুলি (আরইউআই)
ଶ୍ iration ାସକ୍ରିୟା,শ্বাস প্রশ্বাস কুইওটেন্ট
ଶ୍ୱାସକ୍ରିୟା ପିଗମେଣ୍ଟ |,শ্বাস প্রশ্বাসের রঙ্গক
ଶ୍ ir ାସକ୍ରିୟା,শ্বাস প্রশ্বাসের ভাগ
ପ୍ରତିକ୍ରିୟା ବକ୍ର,প্রতিক্রিয়া বক্ররেখা
ପ୍ରତିକ୍ରିୟା,প্রতিক্রিয়া
ପୁନ it ଉଦ୍ଧାର ନ୍ୟୁକ୍ଲିୟସ୍ |,পুনর্বাসন নিউক্লিয়াস
ପୁନରୁଦ୍ଧାର ରେଖା |,পুনরুদ্ধারকারী লাইন
ପ୍ରତିବନ୍ଧକ ଏନଜାଇମ୍ |,সীমাবদ্ধতা এনজাইম
ପ୍ରତିବନ୍ଧକ ଖଣ୍ଡ |,সীমাবদ্ধতা খণ্ড
ଫଳାଫଳ ପ୍ରଦର୍ଶନ,ফলাফল প্রদর্শন
ଖୁବ୍,খুচরা বিক্রয়
ଅବସର,Retarder
ରେଟ୍ରୋଭିରସ୍ |,রেট্রোভাইরাস
ଆଉଟ,রিটেন
ରାଜସ୍ୱ,রাজস্ব
ଓଲଟା ଜେନେଟିକ୍ସ |,বিপরীত জেনেটিক্স
ଓଲଟା ପରିବର୍ତ୍ତନ,বিপরীত রূপান্তর
Rhizobacteria (Pgpr),রাইজোব্যাকটিরিয়া (পিজিপিআর)
RhizDopention,Rhizodeposition
Rhizଏଦ,রিজয়েড
ରାଇଜୋମ୍ |,রাইজোম
Rhizsoperre,রাইজোস্ফিয়ার
Ribooseome,রাইবোসোম
ଜୀବମାନଙ୍କ ପରି ରିକେଟସିଆ |,রিকেটসিয়া জীবের মতো
ରିଜ୍ ପୂର୍ବ (ମୁକ୍ତି),রিজ প্রাক্তন (রাইডার)
ରିଜ୍ ପ୍ଲାଙ୍ଗ୍ |,রিজ রোপণ
ରିଜ୍ ଟେରାସ୍ |,রিজ টেরেস
ପରାଜିତ,রিজ পর্যন্ত
ରିଲ୍ କ୍ଷୟ |,রিল ক্ষয়
ବିପଦ,ঝুঁকি
Rna ସିଡ଼ି,আরএনএ মই
ପଥର,রক
ଦୁର୍ବଣାର,দুর্বৃত্ত
ରୋଜେୟିଙ୍ଗ୍,দুর্বৃত্ত
ମୂଳ ଫସଲ,মূল ফসল
ମୂଳ ସୂକ୍ଷ୍ମ ଅଟେ |,রুট এক্সিউডেটস
ମୂଳ ଗଲ୍ ନେମାଟୋଡ୍ |,রুট গল নেমাটোড
ମୂଳ ପ୍ରବର୍ତ୍ତିତ ପ୍ଲସ୍ମେଡ୍ |,মূল প্ররোচিত প্লাজমিড
ମୂଳ କ NO ଣସି ଜିନିଷ |,রুট নোডুলস
RootsTock,রুটস্টক
ରୋଷ୍ଟେଟେ ରୋଗ |,গোলাপের রোগ
ରୋଜେଟ ପଲିମେକ୍ |,রোসেট পলিমব্রনি
ରୋଜେଟ୍ ଭାଇରସ୍ |,রোসেট ভাইরাস
ଘୂର୍ଣ୍ଣିନ ଟିଲଗେଜ୍ |,রোটারি টিলেজ
ଘୂର୍ଣ୍ଣନ ଚରିବା |,ঘূর্ণন চারণ
ରଗେଜ୍ |,রাউগেজ
ଧାଡି ଫସଲ |,সারি ফসল
ଧାଡି ଇଣ୍ଟରକ୍ରପ୍ |,সারি ইন্টারক্রপিং
RTS ପାନୀୟ,আরটিএস পানীয়
ରନର୍,রানার
ଚାଷ,রান-অফ কৃষিকাজ
ରନ୍-ଅଫ୍ |,রান অফ
ଗ୍ରାମୀଣ ଆଞ୍ଚଳିକ ବ୍ୟାଙ୍କ |,গ্রামীণ আঞ্চলিক ব্যাংক
ମୂଳା,মূলা
ବର୍ଷା ଗଛ,বৃষ্টি গাছ
କିସମିସ୍,কিসমিন
ରାମ୍ବୁଟାନ୍ |,রামবুটান
ରଙ୍ଗୁନ୍ କ୍ରପର୍ |,রাঙ্গুন লতা
ବଳାତ୍କାର,র‌্যাপিড
ରସଗୋଲା |,রাস্পবেরি
ମୂଷା-ଲାଞ୍ଜ ମୂଳା |,ইঁদুর-লেজ মূলা
ରତନ,বেত
ଲାଲ୍ କେଦାର (ଟୋନା),লাল সিডার (টুনা)
ନାଲି କ୍ଲୋଭର |,লাল ক্লোভার
ଲାଲ୍ ରେଶମ ଗଛ |,লাল সিল্ক গাছ
ବାଡ଼ି ଘାସ |,রিড ঘাস
ରୋଡସ୍ ଘାସ |,রোডস ঘাস
ରଡୋଡନ୍ |,রোডোডেনড্রন
Rhus,রুস
ଚାଉଳ |,ভাত
ଚାଳିତ ଗୋର୍ଟେଡ୍ |,রিডজড লাউ
ଗୋଲାପ,গোলাপ
ରୋସ୍ ବେରୀ |,গোলাপ বেরি
ରୋଜଗର,রোজমেরি
ଗୋଲାକାର ଗୁଣ୍ଡ |,রাউন্ড লাউ
ରବର,রাবার
ମୂଷା,ইঁদুর
ନାଲି ଖଜୁରୀ ବୁଣା,লাল খেজুর উইভিল
ରେଡ୍ କଖାରୁ ବିଟଲ୍ |,লাল কুমড়ো বিটল
Rhincorsro Beetle,গণ্ডার পোকা
ଚାଉଳ ବୁଣାକାର |,ভাত Weevil
ସାଲାଇନ୍ ଆଲକାଲି ମାଟି |,স্যালাইন ক্ষারীয় মাটি
ସାଲାଇନ୍ ମାଟି |,লবণাক্ত মাটি
ଲୁଣିଆନାମା,লবণাক্তকরণ
ସାଲଭାରୀ ଗ୍ରନ୍ଥି କ୍ରୋମୋଜୋମ୍ |,লালা গ্রন্থি ক্রোমোজোম
ଲୁଣ,লবণ
ଲୁଣ ପ୍ରଭାବିତ ମାଟି |,লবণ-প্রভাবিত মাটি
ଲୁଣ ସୂଚକାଙ୍କ |,লবণ সূচক
ଲୁଣ ଚାପ,লবণের চাপ
ଲୁଣ ସହନଶୀଳତା |,লবণ সহনশীলতা
ନମୁନା,নমুনা
ନମୁନା ଦେବ |,নমুনা ত্রুটি
ନମୁନା ୟୁନିଟ୍ |,স্যাম্পলিং ইউনিট
ନମୁନା,নমুনা
ବାଲି,বালি
ବାଲୁକା ମାଟି |,স্যান্ডি ক্লে
ବାଲୁକା ଲାମ,স্যান্ডি লোম
ବାଲୁକା ମାଟି |,বেলে মাটি
ସପ୍,এসএপি
ସାହସ,চারা
ସାପନଫିକେସନ୍ ମୂଲ୍ୟ |,স্যাপোনিফিকেশন মান
ଉପଗ୍ରହ DNA,স্যাটেলাইট ডিএনএ
ସାଟେଲାଇଟ୍ ତୃଣକ |,স্যাটেলাইট আগাছা
ପରିପୂର୍ଣ୍ଣ ବାଷ୍ପ ଚାପ |,স্যাচুরেটেড বাষ্প চাপ
ସାଭାନା,সাভানা
ସ୍କାଫୋଲ୍ଡ ପ୍ରୋଟିନ୍ |,স্ক্যাফোল্ড প্রোটিন
ଶ୍ୟାପ୍,স্কেপ
ଜଳୀୟ,স্কারিফিকেশন
ଚମ୍ପନ୍,স্কিয়ন
ସ୍କିଫାଇଟସ୍ |,সাইফাইটস
ମ al ସୁମୀ ଚକ୍ର,মৌসুমী চক্র
ମ al ସୁମୀ ମରୁଡ଼ି,মৌসুমী খরা
ମ al ସୁମୀ ଉଦ୍ଭିଦ,মৌসুমী উদ্ভিদ
ମାଧ୍ୟମିକ ଅଭିବୃଦ୍ଧି,গৌণ বৃদ্ধি
ମାଧ୍ୟମିକ ଉଦ୍ଭିଦ ପୁଷ୍ଟିକର |,গৌণ উদ্ভিদ পুষ্টি
ମାଧ୍ୟମିକ ଉତ୍ପାଦକତା |,গৌণ উত্পাদনশীলতা
ମାଧ୍ୟମିକ ଟିଲଗେଜ୍ |,মাধ্যমিক চাষ
ସେଜ୍,শেড
ବିହନ ପୋଷଣ କବକ |,বীজ জন্মগ্রহণকারী ছত্রাক
ମଞ୍ଜି ପ୍ରମାଣପତ୍ର,বীজ শংসাপত্র
ବିହନ କଠିନ କରିବା |,বীজ শক্ত করা
ବିହନ ଚିକିତ୍ସା,বীজ চিকিত্সা
ବିହନ-ସିଟ୍-ସାର ଡ୍ରିଲ୍ |,বীজ-কাম-ফার্টিলাইজার ড্রিল
ବିହନ,চারা
ସନ୍ଧାନକାରୀ |,সিপেজ
ପୃଥକତା,পৃথকীকরণ
ସିଲେକ୍ଟଯୋଗ୍ୟ ମାର୍କର |,নির্বাচনযোগ্য চিহ্নিতকারী
ଚୟନ ଶ୍ରେଣୀ,নির্বাচন চাপ
ହର୍ବାଇଟିଡ୍ ଚୟନ କରନ୍ତୁ |,নির্বাচনী ভেষজনাশক
ଚୟନକାରୀ ସୂଚକାଙ୍କ,নির্বাচনী সূচক
ସେଲ୍ଫ ଫର୍ଟିଲାଇଜେସନ୍,স্ব সার
ଆତ୍ମ ପର୍ଯ୍ୟାୟ |,স্বনির্ভরতা
ଆତ୍ମ ପତଳା କ୍ଷମତା |,স্ব পাতলা ক্ষমতা
ଆତ୍ମ-ଫଳପ୍ରଦ,স্ব-ফলস্বরূপ
ଆତ୍ମନିର୍ଭରଶୀଳତା |,স্ব-অসম্পূর্ণতা
ସ୍ୱାର୍ଥପର DNA,স্বার্থপর ডিএনএ
ସେମି-ଶୁଷ୍କ |,আধা-শুকনো
ସମ୍ବେଦନଶୀଳ ମୂଲ୍ୟାଙ୍କନ |,সংজ্ঞাবহ মূল্যায়ন
ସପାଲ |,সিপাল
କ୍ରମାଗତ ଟ୍ରାକିଂ |,অনুক্রমিক ক্রপিং
କ୍ରମିକ ଦୁ y ଖ,সিরিয়াল হ্রাস
କ ifor ଣସିତା,সেরিকালচার
ପୃଥିବୀ ବେସୋଲୋଜି |,সেরোলজি
ସେରମ୍,সিরাম
ସେକ୍ସ-ନିଷ୍ଠା |,যৌন-সংকল্প
ସେକ୍ସ-ଲିଙ୍କ୍ |,সেক্স-লিঙ্কেজ
ଯ sexual ନ ପ୍ରଚାର,যৌন প্রচার
ସିଟ୍ କ୍ଷୟ |,শীট ক্ষয়
ହେେଲିଂ,শেলিং
ଆଶ୍ରୟସ୍ଥଳ,আশ্রয় বেল্ট
ସ୍ୱଳ୍ପ ଦିନିଆ ଉଦ୍ଭିଦ |,স্বল্প দিনের উদ্ভিদ
ସ୍ୱଳ୍ପ ତରଙ୍ଗ ବିକିରଣ |,স্বল্প-তরঙ্গ বিকিরণ
ଶଟଲ୍ ଭେକ୍ଟର |,শাটল ভেক্টর
ଭାଇଭଉଣୀ |,ভাইবোন
ଅସୁସ୍ଥ ସେଲ୍ ଆନେମିଆ |,সিকেল সেল অ্যানিমিয়া
ସିଗମାଇଡ୍ ବକ୍ର |,সিগময়েড বক্ররেখা
ସଙ୍କେତ ଅନୁମାନ |,সংকেত অনুমান
ମହତ୍ତ୍ୱ ପରୀକ୍ଷା |,তাত্পর্য পরীক্ষা
ସିଲେଜ୍,সিলেজ
ସିଲୋ,সিলো
ସିଲ୍ଟ,পলি
ସିଲ୍ଟ ଲୋମ୍ |,পলি দোআঁশ
ସିଲଭିକ୍ୟୁଚର,সিলভিকালচার
ବୁଡ଼ିଯିବା |,ডুবে
ସିଙ୍କ କ୍ଷମତା |,ডুবে ক্ষমতা
ଭଉଣୀ କ୍ରୋମାମାଏଡ୍ |,বোন ক্রোমাটিড
ସାଇଟ୍ ନିର୍ଦ୍ଦିଷ୍ଟ ପୁଷ୍ଟିକର ପରିଚାଳନା |,সাইট-নির্দিষ্ট পুষ্টিকর ব্যবস্থাপনা
Skewd ବଣ୍ଟନ |,স্কিউ বিতরণ
ଧାଡି ରୋପଣକୁ ଛାଡିଦିଅ |,সারি রোপণ এড়িয়ে যান
ସ୍ଲିମ୍ ଛାଞ୍ଚ |,স্লাইম ছাঁচ
ଧୀର-ରିଲିଜ୍ ସାର |,ধীর মুক্তি সার
ସ୍ଲୋଜ୍ |,কর্দম
ସ୍ଲୁରି,স্লারি
ଧୂମପାନ ଫସଲ |,স্মুথ ফসল
ସାମାଜିକ ବନରରେ |,সামাজিক বনায়ন
Sood ସଂସ୍କୃତି |,সোড সংস্কৃতি
ଦୁର୍ଗ,সোড
ସୋଡିକ୍ ମାଟି |,সোডিক মাটি
ସୋଡିୟମ୍ ଅବଶୋଷକ ଅନୁପାତ |,সোডিয়াম শোষণ অনুপাত
ସୋଡିୟମ୍ ପମ୍ପ |,সোডিয়াম পাম্প
ନରମ କାଠ ଗ୍ରାଫ୍ଟିଙ୍ଗ୍ |,নরম-কাঠের গ্রাফটিং
ମାଟି ଆଡଫିସନ୍ |,মাটি আনুগত্য
ମାଟି ଆରେସନ |,মাটির বায়ুচালনা
ମାଟି ଏଗ୍ରିଗେଟ୍ |,মাটির সমষ্টি
ମାଟି ଆଲକାଲିନିଟି |,মাটির ক্ষারতা
ମାଟି ସଂଶୋଧନ |,মাটি সংশোধন
ମାଟି ବିଶ୍ଳେଷଣ |,মাটি বিশ্লেষণ
ମାଟି ଜ odi ବ ବିବିଧତା |,মাটির জীববৈচিত্র্য
