Hindi,English
"अंकीय अनुरूप परिवर्तक, डी.ए.सी.",DAC (digital analog converter)
विक्षत निवेश,Damaged input
अवमंदित दोलन,Damped oscillation
अवमंदित काल,Damped period
अवमंदन,Damping
अवमंदन भंवर धारा,Damping eddy current
अवमंदन गुणांक,Damping factor
अदीप्त धारा,Dark current
डार्लिंगटन प्रवर्धक,Darlington amplifier
डार्लिंगटन परिपथ,Darlington circuit
डार्लिंगटन युग्म,Darlington pair
डॉस,Das
"डाटा, न्यास",Data
न्यास अर्जन निकाय,Data acquisition system
डाटा संचय,Data base
डाटा कोड,Data code
आँकड़ा संलेखक,Data logger
डाटा बहुसंकेतक,Data multiplexer
"डाटा पत्तन, डाटा पोर्ट",Data port
डाटा चयनक,Data selector
डाटा पत्र,Data sheet
dB/अष्टक,DB/octane
डी सी प्रवर्धक,Dc amplifier
दिष्टधारा मोटर,DC motor
डी सी ऑफसेट,Dc offset
डी.सी. विद्युत प्रदायी,Dc power supply
डी.सी. पुनर्स्थापन,Dc restoration
डी.सी. पुनःस्थापक,Dc restorer
dc से ac परिवर्तक,Dc to ac converter
डी.सी. प्रबलता नियंत्रण,Dc volume control
Mh-संबंधक,D-connector
प्रत्यक्ष युग्मित ट्रांजिस्टर तर्क द्वार/डी.सी. टी.एल.,DCTL (direct coupled transistor logic gate)
डी.सी. विक्षति पूरित संक्रियात्मक प्रवर्धक,De compensated op-amp
अप्रबलन,De emphasis
डीमारगन का नियम,De Morgan's law
डी सॉटी सेतु,De sauty bride
विश्रांति काल,Dead time
विश्रांति क्षेत्र,Dead zone
दोष मार्जन,Debugging
दशक गणित्र,Decade counter
डेसिबल,Decibel
दशमलव गणित्र,Decimal counter
दशमिक-द्विआधारी परिवर्तन,Decimal to binary conversion
पता विकोडन,Decoding address
विकोडर,Decoder
वियुग्मक,Decoupling
समर्पित अनुप्रयोग,Dedicated application
समर्पित नियंत्रक,Dedicated controller
डी.सी. पूर्व प्रबलन परिपथ,De-emphasis circuit
दोष घनत्व,Deflect density
विक्षेप कुंडली,Deflection coil
विक्षेप प्लेट,Deflection plate
विक्षेप एकक,Deflection unit
विफलक्सन,Defluxing
(चुंबकीय) विक्षेत्रण,Degaussing
डी गॉसन कुंडली,Degaussing coil
डी गॉसन,Degaussing
विलंब परिपथ,Delay circuit
विलंब लाइन,Delay line
विलंब काल,Delay time
विलंबित स्वचालित लब्धि नियंत्रक,Delayed (AGC) automatic gain controller
विलंबित स्वचालित लब्धि नियंत्रक,Delayed AGC
विलंबित स्वचालित प्रबलता नियंत्रक/विलंबित ए.वी.सी.,Delayed AVC
डेलॉन यांत्रिक दिष्टकारी,Delon mechanical rectifier
डेल्टा संबंधन,Delta connection
डेल्टा गन,Delta gun
डेल्टा गन नली,Delta gun tube
डेल्टा मॉडुलन,Delta modulation
डेल्टा-सिगमा अनुरूप-अंकीय परिवर्तक,Delta-sigma ADC
विचुंबकन,Demagnetisation
विचुंबकन वक्र,Demagnetization curve
विचुंबकन गुणक,Demagnetizing factor
विमॉडुलन,Demodulation
विमॉडुलक,Demodulator
डी मारगन प्रमेय,De-Morgan theorem
विबहुसंकेतक,Demultiplexer
विप्रसामान्यीकृत अंक,Denormalized number
अवक्षय संधारित्र/ह्रासी संधारित्र,Deplection capacitance
अवक्षय,Depletion
अवक्षय विधा मॉसफेट,Depletion mode MOSFET
"अवक्षय क्षेत्र, ह्रास क्षेत्र",Depletion region
अनुमतांक,Derating
विसंतृप्त वर्ण,Desaturated color
असुग्राहिता,Desensitivity
अभिकल्पना नियम,Design rule
परखीय अभिकल्पना,Designing for testability
विनाशी अनुनाद,Destructive resonance
संसूचक,Detector
प्रत्यावर्ती धारा सेतु संसूचक,Detector for ac bridge
आवृत्ति विचलन स्थिरांक,Deviation constant frequency
विचलन आवृत्ति,Deviation frequency
